丘虛
怏怏
怦怦
怭怭
恂恂
恈恈
恓恓
恛恛
恟恟
悄悄
悒悒
悠悠
悢悢
悶悶
悾悾
惇惇
惕惕
惘惘
惴惴
惶惶
惺惺
惻惻
愔愔
愜愜
慄慄
慆慆
慇慇
慥慥
慱慱
慺慺
憖憖
懆懆
懍懍
戔戔
戚戚
戛戛
扃扃
拂拂
拳拳
挈挈
掺掺
揚揚
摐摐
攸攸
斤斤
施施
旆旆
昈昈
昧昧
昫昫
昱昱
晃晃
晏晏
晣晣
暐暐
暝暝
暠暠
暨暨
暾暾
曄曄
曇曇
曈曈
曖曖
曵曳
朗朗
期期
杌杌
杳杳
析析
林林
枚枚
栗栗
栩栩
梅梅
梢梢
棖棖
棣棣
棬棬
森森
棲棲
業業
榛榛
槭槭
橈橈
橐橐
欐欐
欒欒
欣欣
欽欽
款款
歉歉
歊歊
歙歙
歷歷
殖殖
殷殷
毿毿
汩汩
汪汪
汯汯
汲汲
汶汶
沉沉
沌沌
沓沓
油油
沺沺
沾沾
泄泄
泠泠
泥泥
泯泯
泱泱
洋洋
洒洒
津津
洩洩
洶洶
洸洸
活活
浟浟
浥浥
浩浩
浪浪
浼浼
涊涊
涎涎
涓涓
涔涔
淅淅
淈淈
淋淋
淒淒
淚淚
淺淺
渟渟
渫渫
渺渺
湃湃
湉湉
湑湑
湛湛
湜湜
湝湝
湣湣
湯湯
源源
溘溘
溶溶
滃滃
滈滈
滔滔
滌滌
滾滾
漫漫
漭漭
潀潀
潎潎
潐潐
潑潑
潢潢
潭潭
潺潺
潾潾
濈濈
濔濔
濕濕
濛濛
濞濞
濯濯
瀁瀁
瀌瀌
瀟瀟
瀯瀯
瀰瀰
瀼瀼
灌灌
灩灩
灼灼
炯炯
烈烈
烺烺
焞焞
煌煌
煜煜
煢煢
熊熊
蒸蒸
熠熠
熬熬
燉燉
營營
燡燡
爍爍
爚爚
爛爛
爰爰
牂牂
犖犖
狉狉
狺狺
猗猗
獵獵
玲玲
珊珊
珞珞
琅琅
琤琤
琭琭
瑟瑟
瑣瑣
甄甄
甡甡
由由
甸甸
畇畇
畟畟
番番
的的
皇皇
皚皚
皛皛
皞皞
皤皤
盈盈
盱盱
眇眇
眈眈
眑眑
眷眷
眽眽
睊睊
睢睢
睩睩
睽睽
瞀瞀
瞏瞏
瞥瞥
瞿瞿
矍矍
矯矯
矹矹
矻矻
砐砐
砯砯
砰砰
硜硜
硠硠
碄碄
磑磑
磝磝
礧礧
祁祁
祈祈
祛祛
禗禗
秋秋
窅窅
窈窈
簌簌
粼粼
紛紛
紜紜
索索
綣綣
緌緌
縱縱
縵縵
繩繩
纍纍
纖纖
缺缺
翂翂
習習
翛翛
翩翩
翽翽
耾耾
耿耿
聆聆
聒聒
肅肅
肜肜
肩肩
肫肫
肸肸
脛脛
脫脫
腜腜
艾艾
芃芃
芊芊
芒芒
芮芮
芸芸
苒苒
苹苹
苾苾
茫茫
茸茸
草草
莅莅
莓莓
菀菀
菲菲
萋萋
落落
蒨蒨
蒼蒼
蓁蓁
蓑蓑
蓬蓬
蓼蓼
蔌蔌
蔘蔘
蔚蔚
蕩蕩
蕭蕭
薆薆
薿薿
藉藉
藹藹
蘂蘂
蘷蘷
虔虔
虺虺
蚩蚩
蛇蛇
蜎蜎
蜿蜿
蝡蝡
融融
蟄蟄
蟫蟫
蠕蠕
蠢蠢
行行
衎衎
衙衙
裊裊
裶裶
褭褭
角角
訑訑
訢訢
訰訰
詡詡
詵詵
詹詹
詾詾
誙誙
誾誾
諓諓
諤諤
謖謖
謙謙
譊譊
譙譙
谹谹
趯趯
跕跕
踖踖
踧踧
踽踽
蹀蹀
蹌蹌
蹡蹡
蹻蹻
躍躍
躚躚
躣躣
軋軋
軒軒
輯輯
轔轔
轟轟
轠轠
迢迢
逄逄
逖逖
速速
逢逢
連連
逮逮
逯逯
逴逴
遙遙
邁邁
邴邴
郁郁
醰醰
醳醳
鉠鉠
錚錚
鍠鍠
鎗鎗
鏃鏃
鏗鏗
鏘鏘
鐺鐺
鑣鑣
鑿鑿
閒閒
閔閔
閤閤
閬閬
闐闐
關關
陣陣
陶陶
陾陾
雝雝
離離
雰雰
霍霍
霎霎
霏霏
靄靄
青熒
鞅鞅
韡韡
頊頊
顒顒
顛顛
颯颯
颲颲
颻颺
颼颼
颿颿
飀飀
飂飂
飄飄
飉飉
馞馞
駉駉
駓駓
駸駸
騑騑
騷搔
鬱鬱
鶂鶂
麌麌
默默
黝黝
黮黮
齗齗
齦齦
忞忞
旼旼
吁
吠
咤
咨
咻
哇
唏
喟
嗃
嗟
嗽
嗾
嘆
噓
嘯
嘶
嘻
嚏
嚱
嚶
愾
抑
搉
欷
欸
歎
殷
淅
湩
漱
澌
猗
砉
砯
硠
磌
礐
繣
羋
翕
訇
跫
鋗
鏜
闛
雊
霍
馥
騞
魄
鷕
䶀
率爾
么麼
伊邑
伶俜
佁儗
佚豫
侏儒
侘傺
侜張
依約
俇攘
俍倡
俍傍
俜伶
俾倪
倉猝
倉皇
倏忽
倏眒
倘佯
倜儻
倥傯
倭墮
偃蹇
偓促
傖獰
僛丑
優柔
優游
優遊
儲與
儵忽
充斥
劻勷
匍匐
卓犖
占斷
參差
叛換
叛衍
呻吟
咀嚼
咍台
咤沙
咨嗟
咫尺
唐突
唲嘔
啁哳
啁啾
啁噍
啽哢
啽默
啾唧
啾嘈
喑嗚
喑噁
嗚乎
嗚呼
嗚咽
嗚虖
嘔啞
嘔軋
噌吰
噭咷
嚅唲
嚶喔
因循
因巡
坱圠
坱軋
埤坭
埤堄
夤緣
夭矯
夷猶
奐衍
契闊
妖冶
妖嬈
妥帖
姁媮
姌嫋
姚冶
婐㛂
㛹娟
媻姍
媻珊
嫥捖
嫵媚
嬋娟
嬋媛
孅趨
孟浪
密勿
寥亮
寥唳
寥廓
尨茸
屈強
屈橋
屏營
屓奰
屭奰
屹崒
屹崪
岑崟
岝崿
岞崿
岪鬱
岺嶙
崒兀
崚嶒
崴嵬
嵫釐
嵽嵲
嶄巗
嶄巖
嶙峋
嶪峨
嶪峩
嶫峨
嶱嵑
巑岏
巧老
差池
幼妙
幼眇
庨窌
彳亍
彷徉
征營
徜徉
忉怛
忪懞
怐愗
怫鬱
恓惶
恣睢
悁急
悇憛
悵望
悾款
惚恍
惝怳
惴耎
惻愴
愀愴
愁疾
愔翳
慇勤
慇懃
慷慨
憔悴
憔顇
憛悇
憞溷
懊憦
懭悢
戀眷
戃慌
戌削
扶搖
扶疏
抑鬱
招搖
握齱
揶揄
搜牢
搶攘
摩何
擾弱
放浪
敞怳
斒斕
斟酌
斯須
旁魄
旖旎
晃朗
曠蕩
曼衍
望洋
杈枒
杭壯
枒杈
查牙
梁昌
楞層
槍欀
樂託
樘突
模糊
檟楚
欸乃
正營
殑㱥
㱥殑
殷勤
毷氉
氃氋
氤氳
氾瀾
汀濘
汀濴
汋約
沆漭
沕潏
沸濆
泓宏
泓汯
泱漭
泱灢
流連
浸潯
消息
涬溟
淜滂
淴泱
港洞
渺漫
渺瀰
渺茫
渾沌
溟沐
溟涬
溟漭
溪刻
滄浪
滉漾
漣洏
漣漪
漭漾
漻浰
澒濛
澩灂
澩㺒
澶湉
澹泊
瀏亮
瀰漫
瀲灧
炊累
烏乎
烏呼
烏虖
烟熅
熀爛
熠燿
燠煜
燾奡
爌熀
爛漫
牢落
猖狂
猖獗
猗儺
猗狔
猶豫
玓瓑
玢豳
玲瓏
琅當
琬琰
琳瑯
瑲玲
璀璨
瓏璁
的皪
睥睨
睽睢
瞑眩
瞢騰
砟硌
硡隱
碌硞
碐磳
碣磍
票姚
稠嶅
窈窕
䆗窱
窐寥
篳篥
紆餘
紛綸
紛葩
絡繹
絪縕
綝纚
綢繆
綷粲
綷縩
綽約
繚繞
繽紛
繾綣
翕赫
翩飄
聯卷
聯娟
芳菲
苒弱
苒荏
苯䔿
苹縈
茈虒
茫昧
茫洋
茵蒀
荏苒
莽蒼
菈擸
萋斐
萎蕤
葡伏
葡服
葩華
葳蕤
蒼莽
蒼黃
蔑蒙
蔽芾
蕞爾
蕭肅
蕭蔘
蕭閒
薆薱
薈蔚
藏催
蘢茸
蘢蔥
號咷
蚴虯
裊娜
褵褷
褷褵
襞襀
觱發
䚧觩
詭譎
謰謱
譸張
谽谺
赑屓
趑趄
趢趗
趻踔
踉蹌
踟躕
踥跌
踶跂
蹀躞
蹁躚
蹉跌
蹣辟
蹣連
蹩躠
蹭蹬
躊躇
躑躅
躕躇
躞蹀
躪轢
躨跜
輈張
輘輷
輘轢
輣訇
轇轕
迍邅
迤邐
迷密
逍遙
造次
連卷
逴躒
邂逅
邅迍
郭郎
鄭重
酩酊
鉏鋙
鉤輖
鎗玲
鏗鍧
鏗鏘
間關
陁靡
隆穹
雜襲
雜遝
雜錯
離靡
霍繹
霡霂
霹靂
靉霼
靉靅
靉靆
鞅常
鞅掌
鞠躬
頡滑
頡頏
頻煩
颼飀
飉濿
餮切
駊騀
騤瞿
驕傲
骯髒
髬髵
鬇鬡
鴻蒙
黝糾
黮暗
黯慘
黶翳
黽勉
齟齬
齱齵
齷齪
齽齘
龍鐘
嗒焉
荅焉
丘虚
侵寻
俶傥
傥朗
傥阆
凌历
判换
劬录
参潭
丛残
啽呓
嘈杂
喷薄
嗫嚅
嚣蔼
坛曼
坛漫
圹埌
婉恋
婉转
娇娆
容与
崎岖
峥嵘
巇险
幎历
径廷
从容
惺松
愅诡
怆怳
恺悌
惨悴
懊恼
抖擞
捷猎
揄扬
摇曳
挠挑
扰攘
攒杂
昆仑
昙栾
曼羡
杌陧
栖屑
栖迟
槃礴
㯓腊
栏杆
氛氲
汍澜
汍兰
汹湧
浃洽
淅沥
凄楚
淖约
沦落
溶与
澹荡
濎泞
泞溺
潇条
潇森
潇灑
潇率
潇瑟
潇索
灏溔
荧惑
燐乱
灿烂
爣阆
璀错
盘桓
盘薄
硼隐
磐礴
碛历
碛砾
纠蓼
纷纭
紧絭
萦纡
缠绵
膧胧
腻细
芊绵
萎约
萑兰
苍茫
蔚结
葱茏
萧条
萧森
萧灑
萧率
萧瑟
萧索
蘙荟
蟉虬
虿芥
衝苁
袭杂
诡随
丰茸
迢递
连轩
错莫
阡绵
阢陧
陆梁
陆离
离披
须臾
顽钝
飒沓
飒爽
飘摇
骀荡
骆漠
骚屑
骖驔
鸿洞
乱离
伴奂
仓兄
凌厉
凌轹
奋迅
孤独
崩腾
巖峦
弥漫
怡悦
悟悦
怆然
拨剌
暧昧
活泼
流离
凄凉
清扬
滴沥
漂摇
猗欤
猗与
绵蛮
緜蛮
芬氲
荡漾
岂弟
辚轹
閒关
阁閤
陵轹
离乱
离麋
零乱
雾露
餍饫
驰驱
高阁
仓庚
僬侥
㔩叶
喉咙
单于
回纥
寠数
恒娥
搀抡
杜鹃
橄榄
槟榔
欂栌
欃枪
瑚琏
玛瑙
瓯脱
卢橘
礛诸
结辽
结骨
罽宾
苌楚
葫芦
荜茇
荠苨
芦菔
蘼芜
萝勒
萝蔔
虷蛮
蛉穷
蛱蝶
车渠
钴鉧
锒铛
镆釾
阊阖
雎鸠
鞑靼
骆驼
骅骝
凤凰
鹎鶋
鵷雏
鹘鵃
鹪䳟
鹪鹩
鹭鸶
鸬鶿
龙鲤
龟兹
凛然
划然
呒然
块然
嫔然
崭然
脱然
贽然
阉然
阚然
倭迟
区霿
叫条
垒块
展转
怊怅
悠扬
惆怅
挑达
挥霍
斑剥
浃渫
沟瞀
瑟缩
痀偻
眴焕
矍铄
砀突
缥缈
菴蔼
蓄缩
兰单
蝉联
褴褛
覶缕
诘誳
踽偻
蹒跚
輣阗
辗转
逦迤
险巇
顑颔
髑髅
呜呜
哕哕
哙哙
嘤嘤
梦梦
实实
将将
师师
弥弥
恶恶
惨惨
忧忧
愦愦
愤愤
宪宪
恳恳
恋恋
战战
摇摇
断断
槛槛
冲冲
渊渊
涣涣
浑浑
温温
涟涟
渐渐
溃溃
泽泽
浓浓
济济
荧荧
发发
盘盘
简简
纠纠
细细
绥绥
绰绰
绵绵
缉缉
缓缓
缥缥
绕绕
绎绎
翘翘
胶胶
与与
许许
语语
调调
谆谆
谍谍
诺诺
谑谑
贲贲
贤贤
轸轸
迟迟
邻邻
铃铃
录录
铄铄
闲闲
阴阴
阳阳
隐隐
显显
飑飑
养养
冯冯
骚骚
骄骄
驿驿
鳃鳃
黄黄
俣俣
伥伥
仅仅
优优
凛凛
区区
厌厌
哑哑
呕呕
啧啧
哓哓
哜哜
嚣嚣
奂奂
姗姗
娆娆
寻寻
崭崭
庞庞
闷闷
恻恻
惬惬
懔懔
戋戋
扬扬
晔晔
昙昙
暧暧
枨枨
业业
桡桡
栾栾
钦钦
历历
毵毵
汹汹
凄凄
泪泪
浅浅
汤汤
涤涤
滚滚
泼泼
湿湿
潇潇
滟滟
茕茕
炖炖
营营
烁烁
烂烂
荦荦
猎猎
琐琐
皑皑
矫矫
纷纷
纭纭
绻绻
纵纵
缦缦
绳绳
纤纤
习习
肃肃
胫胫
脱脱
苍苍
荡荡
萧萧
蔼蔼
蛰蛰
袅袅
诩诩
诜诜
谔谔
谡谡
谦谦
谯谯
跄跄
跃跃
跹跹
轧轧
轩轩
辑辑
辚辚
轰轰
连连
遥遥
迈迈
铮铮
镞镞
铿铿
锵锵
铛铛
镳镳
凿凿
闵闵
阆阆
阗阗
关关
阵阵
离离
霭霭
青荧
顼顼
颠颠
飒飒
飕飕
飘飘
骚搔
龈龈
叹
嘘
啸
嘤
忾
芈
镗
率尔
么麽
侜张
依约
仓猝
仓皇
倜傥
倥偬
倭堕
伧狞
优柔
优游
优遊
储与
卓荦
占断
参差
叛换
唲呕
喑呜
呜乎
呜呼
呜咽
呜虖
呕哑
呕轧
嘤喔
坱轧
夤缘
夭矫
夷犹
奂衍
契阔
妖娆
媻姗
妩媚
婵娟
婵媛
孅趋
屈强
屈桥
屏营
崭巗
崭巖
征营
怅望
恻怆
愀怆
恋眷
扶摇
招摇
抢攘
扰弱
斒斓
斯须
旷荡
杭壮
楞层
枪欀
乐託
正营
氤氲
氾澜
汀泞
汋约
流连
浸浔
浑沌
沧浪
涟洏
涟漪
泶灂
泶㺒
浏亮
潋灧
乌乎
乌呼
乌虖
熀烂
焘奡
烂漫
猗傩
犹豫
玲珑
琅当
珑璁
瞢腾
硡隐
筚篥
纡馀
纷纶
纷葩
络绎
绸缪
绰约
缭绕
缤纷
缱绻
翩飘
联卷
联娟
苹萦
莽苍
葩华
苍莽
苍黄
蕞尔
萧肃
萧蔘
萧閒
荟蔚
茏茸
茏葱
号咷
蚴虬
袅娜
觱发
诡谲
譸张
踉跄
踟蹰
蹁跹
蹒辟
蹒连
踌躇
踯躅
蹰躇
躏轹
輈张
輘轹
迤逦
逍遥
连卷
逴跞
郑重
钩輖
铿鍧
铿锵
间关
杂袭
杂遝
杂错
离靡
霍绎
霹雳
颉滑
颉颃
频烦
飕飀
骄傲
肮髒
鸿蒙
黝纠
黯惨
黾勉
龃龉
龌龊
龙钟
燿燿
耀耀
灼灼
犖犖
爍爍
鑠鑠
熠熠
煜煜
曄曄
燁燁
爗爗
韡韡
暐暐
煒煒
輝輝
暉暉
煇煇
晶晶
燦爛
燦燦
爛熳
熒熒
瑩瑩
軒軒
熊熊
閃閃
錚錚
晃晃
光光
煌煌
亮亮
