pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
miē~miē,mie~mie,mie1~mie1,咩咩,咩咩,NA,NA,WangWanRen,SOUND
mōu~mōu,mou~mou,mou1~mou1,哞哞,哞哞,NA,NA,WangWanRen,SOUND
nà~nà,ne~ne,na4~na4,吶吶,呐呐,nywet~nywet,*not~*not,WangWanRen,SOUND
nán~nán,nan~nan,nan2~nan2,喃喃,喃喃,NA,NA,WangWanRen,SOUND
ní,ni,ni2,呢,呢,NA,NA,WangWanRen,SOUND
ní~ní~nán~nán,ni~ni~nan~nan,ni2~ni2~nan2~nan2,呢呢喃喃,呢呢喃喃,NA,NA,WangWanRen,SOUND
ō~ō,o~o,o1~o1,噢噢,噢噢,NA,NA,WangWanRen,SOUND
ōu~ōu,ou~ou,ou1~ou1,𡂿𡂿,𡂿𡂿,NA,NA,WangWanRen,SOUND
ōu~ōu,ou~ou,ou1~ou1,嘔嘔,呕呕,'uwX~'uwX,*qˤ(r)oʔ~*qˤ(r)oʔ,WangWanRen,SOUND
pā,pa,pa1,啪,啪,NA,NA,WangWanRen,SOUND
pā~cā,pa~ca,pa1~ca1,啪嚓,啪嚓,NA,NA,WangWanRen,SOUND
pā~dā,pa~ta,pa1~da1,啪嗒,啪嗒,NA,NA,WangWanRen,SOUND
pā~dā~pā~dā,pa~ta~pa~ta,pa1~da1~pa1~da1,啪嗒啪嗒,啪嗒啪嗒,NA,NA,WangWanRen,SOUND
pā~dā~pā~dā,pa~da~pa~da,pa1~da1~pa1~da1,啪噠啪噠,啪哒啪哒,NA,NA,WangWanRen,SOUND
pā~jī,pa~ji,pa1~ji1,啪唧,啪唧,NA,NA,WangWanRen,SOUND
pā~lā,pa~la,pa1~la1,啪啦,啪啦,NA,NA,WangWanRen,SOUND
pā~pā~lā,pa~pa~la,pa1~pa1~la1,啪啪啦,啪啪啦,NA,NA,WangWanRen,SOUND
pā~lā~pā~lā,pa~la~pa~la,pa1~la1~pa1~la1,啪啦啪啦,啪啦啪啦,NA,NA,WangWanRen,SOUND
pā~pā,pa~pa,pa1~pa1,啪啪,啪啪,NA,NA,WangWanRen,SOUND
pāi~pāi,pai~pai,pai1~pai1,拍拍,拍拍,phaek~phaek,*mə-pʰˤrak~*mə-pʰˤrak,WangWanRen,SOUND
pāi~tà,pai~ta,pai1~ta4,拍蹋,拍蹋,phaek~dap,*mə-pʰˤrak~*lˤap,WangWanRen,SOUND
pāng,ping,pang1,乓,乓,NA,NA,WangWanRen,SOUND
pāng~dāng,ping~dang,pang1~dang1,乓當,乓当,NA~tang,NA~*tˤaŋ,WangWanRen,SOUND
pēng~pēng,peng~peng,peng1~peng1,怦怦,怦怦,NA,NA,WangWanRen,SOUND
pēng,peng,peng1,砰,砰,NA,NA,WangWanRen,SOUND
pēng~pēng,peng~peng,peng1~peng1,砰砰,砰砰,NA,NA,WangWanRen,SOUND
pēng~pēng~bā~bā,peng~peng~ba~ba,peng1~peng1~ba1~ba1,砰砰叭叭,砰砰叭叭,NA,NA,WangWanRen,SOUND
pēng~pēng~pēng,peng~peng~peng,peng1~peng1~peng1,砰砰砰,砰砰砰,NA,NA,WangWanRen,SOUND
pēng~pēng,peng~peng,peng1~peng1,呯呯,呯呯,NA,NA,WangWanRen,SOUND
pēng~tōng~pēng~tōng,ping~tong~ping~tong,peng1~tong1~peng1~tong1,呯嗵呯嗵,呯嗵呯嗵,NA,NA,WangWanRen,SOUND
pēng~pēng,peng~peng,peng1~peng1,澎澎,澎澎,NA,NA,WangWanRen,SOUND
pēng,peng,peng1,嘭,嘭,NA,NA,WangWanRen,SOUND
pēng~dōng~pēng~dōng,peng~dong~peng~dong,peng1~dong1~peng1~dong1,嘭咚嘭咚,嘭咚嘭咚,NA,NA,WangWanRen,SOUND
pēng~lā,peng~la,peng1~la1,嘭啦,嘭啦,NA,NA,WangWanRen,SOUND
pēng~pēng,peng~peng,peng1~peng1,嘭嘭,嘭嘭,NA,NA,WangWanRen,SOUND
pēng~pēng~pēng,peng~peng~peng,peng1~peng1~peng1,嘭嘭嘭,嘭嘭嘭,NA,NA,WangWanRen,SOUND
péng,peng,peng2,蓬,蓬,NA,NA,WangWanRen,SOUND
pèng~pèng,peng~peng,peng4~peng4,碰碰,碰碰,NA,NA,WangWanRen,SOUND
pī~lī~pā~lā,pi~li~pa~la,pi1~li1~pa1~la1,噼哩啪啦,噼哩啪啦,NA,NA,WangWanRen,SOUND
pī~lǐ~pā~lā,pi~li~pa~la,pi1~li3~pa1~la1,噼里啪啦,噼里啪啦,NA~liX,NA~*(mə.)rəʔ,WangWanRen,SOUND
pī~liě~pā~lā,pi~lie~pa~la,pi1~lie3~pa1~la1,劈咧啪啦,劈咧啪啦,NA,NA,WangWanRen,SOUND
pī~pā,pi~pa,pi1~pa1,噼啪,噼啪,NA,NA,WangWanRen,SOUND
pī~pā~pā,pi~pa~pa,pi1~pa1~pa1,噼啪啪,噼啪啪,NA,NA,WangWanRen,SOUND
pī~pī~bā~bā,pi~pi~ba~ba,pi1~pi1~ba1~ba1,噼噼叭叭,噼噼叭叭,NA,NA,WangWanRen,SOUND
pī~pī~pā~pā,pi~pi~pa~pa,pi1~pi1~pa1~pa1,噼噼啪啪,噼噼啪啪,NA,NA,WangWanRen,SOUND
pī,pi,pi1,劈,劈,NA,NA,WangWanRen,SOUND
pī~bō,pi~bo,pi1~bo1,劈剝,劈剥,NA~paewk,NA~*[p]ˤrok (~ *mə-pˤrok),WangWanRen,SOUND
pī~lā~pī~lā,pi~la~pi~la,pi1~la1~pi1~la1,劈啦劈啦,劈啦劈啦,NA,NA,WangWanRen,SOUND
pī~lī~bā~lā,pi~li~ba~la,pi1~li1~ba1~la1,劈哩叭啦,劈哩叭啦,NA,NA,WangWanRen,SOUND
pī~lǐ~pā~lā,pi~li~pa~la,pi1~li3~pa1~la1,劈里啪啦,劈里啪啦,NA~liX,NA~*(mə.)rəʔ,WangWanRen,SOUND
pī~lī~pū~lū,pi~li~pu~lu,pi1~li1~pu1~lu1,劈哩扑嚕,劈哩扑噜,NA,NA,WangWanRen,SOUND
pī~pī~pāi~pāi,pi~pi~pai~pai,pi1~pi1~pai1~pai1,劈劈拍拍,劈劈拍拍,NA~NA~phaek~phaek,NA~NA~*mə-pʰˤrak~*mə-pʰˤrak,WangWanRen,SOUND
pīng~pāng,ping~pang,ping1~pang1,乒乓,乒乓,NA,NA,WangWanRen,SOUND
pīng~pīng~pāng~pāng,ping~ping~pang~pang,ping1~ping1~pang1~pang1,乒乒乓乓,乒乒乓乓,NA,NA,WangWanRen,SOUND
pīng~pīng~pīng,ping~ping~ping,ping1~ping1~ping1,乒乒乒,乒乒乒,NA,NA,WangWanRen,SOUND
bō~lā,bo~la,bo1~la1,波啦,波啦,pa,*pˤaj,WangWanRen,SOUND
bō~lā~lā,bo~la~la,bo1~la1~la1,波拉拉,波拉拉,pa~lop~lop,*pˤaj~*[r]ˤəp~*[r]ˤəp,WangWanRen,SOUND
pū,pu,pu1,噗,噗,NA,NA,WangWanRen,SOUND
pū~cā~pū~cā,pu~ca~pu~ca,pu1~ca1~pu1~ca1,噗嚓噗嚓,噗嚓噗嚓,NA,NA,WangWanRen,SOUND
pū~chī,pu~chi,pu1~chi1,噗哧,噗哧,NA,NA,WangWanRen,SOUND
pū~chī,pu~chi,pu1~chi1,噗嗤,噗嗤,NA,NA,WangWanRen,SOUND
pū~dā~dā,pu~ta~ta,pu1~da1~da1,噗嗒嗒,噗嗒嗒,NA,NA,WangWanRen,SOUND
pū~dé~pū~dé,pu~de~pu~de,pu1~de2~pu1~de2,噗得噗得,噗得噗得,NA~tok~NA~tok,NA~*tˤək~NA~*tˤək,WangWanRen,SOUND
pū~dēng,pu~deng,pu1~deng1,噗噔,噗噔,NA,NA,WangWanRen,SOUND
pū~dōng~pū~dōng,pu~dong~pu~dong,pu1~dong1~pu1~dong1,噗咚噗咚,噗咚噗咚,NA,NA,WangWanRen,SOUND
pū~lǎ~pū~lǎ,pu~la~pu~la,pu1~la3~pu1~la3,噗喇噗喇,噗喇噗喇,NA,NA,WangWanRen,SOUND
pū~lū~pū~lū,pu~lu~pu~lu,pu1~lu1~pu1~lu1,噗嚕噗嚕,噗噜噗噜,NA,NA,WangWanRen,SOUND
pū~pū,pu~pu,pu1~pu1,噗噗,噗噗,NA,NA,WangWanRen,SOUND
pū~pū~pū,pu~pu~pu,pu1~pu1~pu1,噗噗噗,噗噗噗,NA,NA,WangWanRen,SOUND
pū~pū~pū~pū,pu~pu~pu~pu,pu1~pu1~pu1~pu1,噗噗噗噗,噗噗噗噗,NA,NA,WangWanRen,SOUND
pū~tōng,pu~tong,pu1~tong1,噗嗵,噗嗵,NA,NA,WangWanRen,SOUND
pū~tōng,pu~tong,pu1~tong1,噗通,噗通,NA~thuwng,NA~*l̥ˤoŋ,WangWanRen,SOUND
pū~tōng~pū~tōng,pu~tong~pu~tong,pu1~tong1~pu1~tong1,噗通噗通,噗通噗通,NA~thuwng~NA~thuwng,NA~*l̥ˤoŋ~NA~*l̥ˤoŋ,WangWanRen,SOUND
pū,pu,pu1,扑,扑,NA,NA,WangWanRen,SOUND
pū~cā~pū~cā,pu~ca~pu~ca,pu1~ca1~pu1~ca1,扑嚓扑嚓,扑嚓扑嚓,NA,NA,WangWanRen,SOUND
pū~chī,pu~chi,pu1~chi1,扑哧,扑哧,NA,NA,WangWanRen,SOUND
pū~chī~pū~chī,pu~chi~pu~chi,pu1~chi1~pu1~chi1,扑哧扑哧,扑哧扑哧,NA,NA,WangWanRen,SOUND
pū~chī,pu~chi,pu1~chi1,扑嗤,扑嗤,NA,NA,WangWanRen,SOUND
pū~chī~pū~chī,pu~chi~pu~chi,pu1~chi1~pu1~chi1,扑嗤扑嗤,扑嗤扑嗤,NA,NA,WangWanRen,SOUND
pū~dōng,pu~dong,pu1~dong1,扑咚,扑咚,NA,NA,WangWanRen,SOUND
pū~dōng,pu~dong,pu1~dong1,扑冬,扑冬,NA~towng,NA~*tˤuŋ,WangWanRen,SOUND
pū~jī,pu~ji,pu1~ji1,扑唧,扑唧,NA,NA,WangWanRen,SOUND
pū~là~là,pu~la~la,pu1~la4~la4,扑剌剌,扑剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),WangWanRen,SOUND
pū~lǎ~lǎ,pu~la~la,pu1~la3~la3,扑喇喇,扑喇喇,NA,NA,WangWanRen,SOUND
pū~léng~léng,pu~leng~leng,pu1~leng2~leng2,扑楞楞,扑楞楞,NA,NA,WangWanRen,SOUND
pū~lī~pū~tōng,pu~li~pu~tong,pu1~li1~pu1~tong1,扑哩扑通,扑哩扑通,NA~thuwng~NA~NA,NA~*l̥ˤoŋ~NA~NA,WangWanRen,SOUND
pū~lū,pu~lu,pu1~lu1,扑嚕,扑噜,NA,NA,WangWanRen,SOUND
pū~lū~lū,pu~lu~lu,pu1~lu1~lu1,扑嚕嚕,扑噜噜,NA,NA,WangWanRen,SOUND
pū~lū~pū~lū,pu~lu~pu~lu,pu1~lu1~pu1~lu1,扑嚕扑嚕,扑噜扑噜,NA,NA,WangWanRen,SOUND
pū~luò~luò,pu~luo~luo,pu1~luo4~luo4,扑落落,扑落落,NA~lak~lak,NA~*kə.rˤak~*kə.rˤak,WangWanRen,SOUND
pū~luò~pū~luò,pu~luo~pu~luo,pu1~luo4~pu1~luo4,扑落扑落,扑落扑落,NA~lak~NA~lak,NA~*kə.rˤak~NA~*kə.rˤak,WangWanRen,SOUND
pū~pū~pū,pu~pu~pu,pu1~pu1~pu1,扑扑扑,扑扑扑,NA,NA,WangWanRen,SOUND
pū~sù~sù,pu~su~su,pu1~su4~su4,扑簌簌,扑簌簌,NA,NA,WangWanRen,SOUND
pū~suǒ~suǒ,pu~suo~suo,pu1~suo3~suo3,扑索索,扑索索,NA~sak~sak,NA~*[s]ˤak~*[s]ˤak,WangWanRen,SOUND
pū~tà~pū~tà,pu~ta~pu~ta,pu1~ta4~pu1~ta4,扑踏扑踏,扑踏扑踏,NA,NA,WangWanRen,SOUND
pū~téng~pū~téng,pu~teng~pu~teng,pu1~teng2~pu1~teng2,扑騰扑騰,扑腾扑腾,NA~dong~NA~dong,NA~*lˤəŋ~NA~*lˤəŋ,WangWanRen,SOUND
pū~tōng,pu~tong,pu1~tong1,扑通,扑通,NA~thuwng,NA~*l̥ˤoŋ,WangWanRen,SOUND
pū~tōng~tōng,pu~tong~tong,pu1~tong1~tong1,扑通通,扑通通,NA~thuwng~thuwng,NA~*l̥ˤoŋ~*l̥ˤoŋ,WangWanRen,SOUND
pū~tōng~pū~tōng,pu~tong~pu~tong,pu1~tong1~pu1~tong1,扑通扑通,扑通扑通,NA~thuwng~NA~thuwng,NA~*l̥ˤoŋ~NA~*l̥ˤoŋ,WangWanRen,SOUND
pū~tōng~pū~tōng,pu~tong~pu~tong,pu1~tong1~pu1~tong1,扑嗵扑嗵,扑嗵扑嗵,NA,NA,WangWanRen,SOUND
qī~qī~jī~jī,cui~cui~ji~ji,qi1~qi1~ji1~ji1,啛啛唧唧,啛啛唧唧,NA,NA,WangWanRen,SOUND
qī~zhā~qī~zhā,qi~zha~qi~zha,qi1~zha1~qi1~zha1,嘁喳嘁喳,嘁喳嘁喳,NA,NA,WangWanRen,SOUND
qī~zhā,qi~zha,qi1~zha1,嘁喳,嘁喳,NA,NA,WangWanRen,SOUND
qī~qī~zhā~zhā,qi~qi~zha~zha,qi1~qi1~zha1~zha1,嘁嘁喳喳,嘁嘁喳喳,NA,NA,WangWanRen,SOUND
qī~qī~cā~cā,qi~qi~ca~ca,qi1~qi1~ca1~ca1,嘁嘁嚓嚓,嘁嘁嚓嚓,NA,NA,WangWanRen,SOUND
qī~qī~cáo~cáo,qi~qi~cao~cao,qi1~qi1~cao2~cao2,嘁嘁嘈嘈,嘁嘁嘈嘈,NA,NA,WangWanRen,SOUND
qī~tōng~gū~dōng,qi~tong~gu~dong,qi1~tong1~gu1~dong1,七嗵咕冬,七嗵咕冬,tshit~NA~NA~towng,*[tsʰ]i[t]~NA~NA~*tˤuŋ,WangWanRen,SOUND
qiāng,qiang,qiang1,鏘,锵,NA,NA,WangWanRen,SOUND
qiāng~qiāng,qiang~qiang,qiang1~qiang1,鏘鏘,锵锵,NA,NA,WangWanRen,SOUND
qiāng~qiāng~lǎng~lǎng,qiang~qiang~lang~lang,qiang1~qiang1~lang3~lang3,鏘鏘朗朗,锵锵朗朗,NA~NA~langX~langX,NA~NA~*k.rˤaŋʔ~*k.rˤaŋʔ,WangWanRen,SOUND
qū~qū,qu~qu,qu1~qu1,蛐蛐,蛐蛐,NA,NA,WangWanRen,SOUND
qú,㘗,qu2,㘗,㘗,NA,NA,WangWanRen,SOUND
qú~qú,㘗~㘗,qu2~qu2,㘗㘗,㘗㘗,NA,NA,WangWanRen,SOUND
qǔ~lǜ~lǜ~lǜ,qu~lv~lv~lv,qu3~lü4~lü4~lü4,取律律律,取律律律,tshuwX~lwit~lwit~lwit,*tsʰˤoʔ~*[r]ut~*[r]ut~*[r]ut,WangWanRen,SOUND
sā~lā~lā,sa~la~la,sa1~la1~la1,撒拉拉,撒拉拉,NA~lop~lop,NA~*[r]ˤəp~*[r]ˤəp,WangWanRen,SOUND
sà~sà,sa~sa,sa4~sa4,颯颯,飒飒,NA,NA,WangWanRen,SOUND
sà~suǒ,sa~suo,sa4~suo3,颯索,飒索,NA~sak,NA~*[s]ˤak,WangWanRen,SOUND
sà~sà~sà,sa~sa~sa,sa4~sa4~sa4,薩薩薩,萨萨萨,NA,NA,WangWanRen,SOUND
sè~sè,se~se,se4~se4,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],WangWanRen,SOUND
shā~shā,sha~sha,sha1~sha1,沙沙,沙沙,srae~srae,*sˤraj~*sˤraj,WangWanRen,SOUND
shā~lā~lā,sha~la~la,sha1~la1~la1,沙啦啦,沙啦啦,srae,*sˤraj,WangWanRen,SOUND
shā~shā~lā~lā,sha~sha~la~la,sha1~sha1~la1~la1,沙沙啦啦,沙沙啦啦,srae~srae,*sˤraj~*sˤraj,WangWanRen,SOUND
shā,sha,sha1,唦,唦,NA,NA,WangWanRen,SOUND
shā~shā,sha~sha,sha1~sha1,唦唦,唦唦,NA,NA,WangWanRen,SOUND
shā~shā~shā~shā,sha~sha~sha~sha,sha1~sha1~sha1~sha1,唦唦唦唦,唦唦唦唦,NA,NA,WangWanRen,SOUND
shuā,shua,shua1,刷,刷,srjwet,*[s]r[o]t (dialect: retains MC srj-),WangWanRen,SOUND
shuā~shuā,shua~shua,shua1~shua1,刷刷,刷刷,srjwet~srjwet,*[s]r[o]t (dialect: retains MC srj-)~*[s]r[o]t (dialect: retains MC srj-),WangWanRen,SOUND
shuā~lā~shuā~lā,shua~la~shua~la,shua1~la1~shua1~la1,刷拉刷拉,刷拉刷拉,srjwet~lop~srjwet~lop,*[s]r[o]t (dialect: retains MC srj-)~*[r]ˤəp~*[s]r[o]t (dialect: retains MC srj-)~*[r]ˤəp,WangWanRen,SOUND
shuā,shua,shua1,唰,唰,NA,NA,WangWanRen,SOUND
shuār~shuār,shua~er~shua~er,shuar1~shuar1,唰兒唰兒,唰儿唰儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,WangWanRen,SOUND
shuā~lā~lā,shua~la~la,shua1~la1~la1,唰啦啦,唰啦啦,NA,NA,WangWanRen,SOUND
shuā~lī~lī,shua~li~li,shua1~li1~li1,唰哩哩,唰哩哩,NA,NA,WangWanRen,SOUND
shuā~shuā,shua~shua,shua1~shua1,唰唰,唰唰,NA,NA,WangWanRen,SOUND
sī,si,si1,嘶,嘶,sej,*[s]ˤe,WangWanRen,SOUND
sī~lā~lā,si~la~la,si1~la1~la1,嘶拉拉,嘶拉拉,sej~lop~lop,*[s]ˤe~*[r]ˤəp~*[r]ˤəp,WangWanRen,SOUND
sī~sī,si~si,si1~si1,嘶嘶,嘶嘶,sej~sej,*[s]ˤe~*[s]ˤe,WangWanRen,SOUND
sī~sī~lā~lā,si~si~la~la,si1~si1~la1~la1,嘶嘶啦啦,嘶嘶啦啦,sej~sej,*[s]ˤe~*[s]ˤe,WangWanRen,SOUND
sī,si,si1,噝,噝,NA,NA,WangWanRen,SOUND
sī~sī,si~si,si1~si1,噝噝,噝噝,NA,NA,WangWanRen,SOUND
sī~sī,si~si,si1~si1,絲絲,丝丝,si~si,*[s]ə~*[s]ə,WangWanRen,SOUND
sōu,sou,sou1,嗖,嗖,NA,NA,WangWanRen,SOUND
sōu~sōu,sou~sou,sou1~sou1,嗖嗖,嗖嗖,NA,NA,WangWanRen,SOUND
sōu~sōu~zhī~zhī,sou~sou~zhi~zhi,sou1~sou1~zhi1~zhi1,嗖嗖吱吱,嗖嗖吱吱,NA,NA,WangWanRen,SOUND
sōu~sōu,sou~sou,sou1~sou1,溲溲,溲溲,NA,NA,WangWanRen,SOUND
sōu~sōu,sou~sou,sou1~sou1,颼颼,飕飕,NA,NA,WangWanRen,SOUND
sōu~sōu~shā~shā,sou~sou~sha~sha,sou1~sou1~sha1~sha1,颼颼殺殺,飕飕杀杀,NA~NA~sreat~sreat,NA~NA~*s<r>at~*s<r>at,WangWanRen,SOUND
sù~sù,su~su,su4~su4,簌簌,簌簌,NA,NA,WangWanRen,SOUND
sù~sù~luò~luò,su~su~luo~luo,su4~su4~luo4~luo4,簌簌落落,簌簌落落,NA~NA~lak~lak,NA~NA~*kə.rˤak~*kə.rˤak,WangWanRen,SOUND
suō~suō,suo~suo,suo1~suo1,嗦嗦,嗦嗦,NA,NA,WangWanRen,SOUND
suǒ~suǒ,suo~suo,suo3~suo3,索索,索索,sak~sak,*[s]ˤak~*[s]ˤak,WangWanRen,SOUND
tā~tā~tā,ta~ta~ta,ta1~ta1~ta1,蹋蹋蹋,蹋蹋蹋,dap~dap~dap,*lˤap~*lˤap~*lˤap,WangWanRen,SOUND
tāng,tang,tang1,嘡,嘡,NA,NA,WangWanRen,SOUND
tāng~lāng,tang~lang,tang1~lang1,嘡啷,嘡啷,NA,NA,WangWanRen,SOUND
tāng~tāng~tāng,tang~tang~tang,tang1~tang1~tang1,嘡嘡嘡,嘡嘡嘡,NA,NA,WangWanRen,SOUND
tāng,tang,tang1,鏜,镗,thang,*tʰˤaŋ,WangWanRen,SOUND
tāng~lāng~tāng~lāng,tang~lang~tang~lang,tang1~lang1~tang1~lang1,鏜啷鏜啷,镗啷镗啷,thang~NA~thang,*tʰˤaŋ~NA~*tʰˤaŋ,WangWanRen,SOUND
tè~léng~léng,te~leng~leng,te4~leng2~leng2,忒楞楞,忒楞楞,thok,*l̥ˤək,WangWanRen,SOUND
tè~tè,te~te,te4~te4,忒忒,忒忒,thok~thok,*l̥ˤək~*l̥ˤək,WangWanRen,SOUND
téng~téng,teng~teng,teng2~teng2,鼟鼟,鼟鼟,NA,NA,WangWanRen,SOUND
téng,teng,teng2,騰,腾,dong,*lˤəŋ,WangWanRen,SOUND
téng~téng~téng,teng~teng~teng,teng2~teng2~teng2,騰騰騰,腾腾腾,dong~dong~dong,*lˤəŋ~*lˤəŋ~*lˤəŋ,WangWanRen,SOUND
tī~tī~tà~tà,ti~ti~ta~ta,ti1~ti1~ta4~ta4,踢踢踏踏,踢踢踏踏,NA,NA,WangWanRen,SOUND
tī~tōng~tī~tōng,ti~tong~ti~tong,ti1~tong1~ti1~tong1,踢通踢通,踢通踢通,NA~thuwng~NA~thuwng,NA~*l̥ˤoŋ~NA~*l̥ˤoŋ,WangWanRen,SOUND
tōng~kuāng~tōng~kuāng,tong~kuang~tong~kuang,tong1~kuang1~tong1~kuang1,通哐通哐,通哐通哐,thuwng~NA~thuwng,*l̥ˤoŋ~NA~*l̥ˤoŋ,WangWanRen,SOUND
tōng~tōng,tong~tong,tong1~tong1,通通,通通,thuwng~thuwng,*l̥ˤoŋ~*l̥ˤoŋ,WangWanRen,SOUND
tōng~tōng~tōng,tong~tong~tong,tong1~tong1~tong1,通通通,通通通,thuwng~thuwng~thuwng,*l̥ˤoŋ~*l̥ˤoŋ~*l̥ˤoŋ,WangWanRen,SOUND
tōng~tōng~tōng~tōng,tong~tong~tong~tong,tong1~tong1~tong1~tong1,通通通通,通通通通,thuwng~thuwng~thuwng~thuwng,*l̥ˤoŋ~*l̥ˤoŋ~*l̥ˤoŋ~*l̥ˤoŋ,WangWanRen,SOUND
tōng~tōng,tong~tong,tong1~tong1,嗵嗵,嗵嗵,NA,NA,WangWanRen,SOUND
tū~tū,tu~tu,tu1~tu1,突突,突突,dwot~dwot,*m-tʰˤut~*m-tʰˤut,WangWanRen,SOUND
tū~tū~tū~tū,tu~tu~tu~tu,tu1~tu1~tu1~tu1,突突突突,突突突突,dwot~dwot~dwot~dwot,*m-tʰˤut~*m-tʰˤut~*m-tʰˤut~*m-tʰˤut,WangWanRen,SOUND
tuān~tuān,tuan~tuan,tuan1~tuan1,湍湍,湍湍,thwan~thwan,*tʰˤor~*tʰˤor,WangWanRen,SOUND
tuó,tuo,tuo2,橐,橐,thak,*tʰˤak,WangWanRen,SOUND
tuó~tuó,tuo~tuo,tuo2~tuo2,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,WangWanRen,SOUND
tuò~tuò~tuò,tuo~tuo~tuo,tuo4~tuo4~tuo4,柝柝柝,柝柝柝,NA,NA,WangWanRen,SOUND
wā,wa,wa1,哇,哇,NA,NA,WangWanRen,SOUND
wā~lā,wa~la,wa1~la1,哇啦,哇啦,NA,NA,WangWanRen,SOUND
wā~lā~wā~lā,wa~la~wa~la,wa1~la1~wa1~la1,哇啦哇啦,哇啦哇啦,NA,NA,WangWanRen,SOUND
wā~lī~wā~lā,wa~li~wa~la,wa1~li1~wa1~la1,哇哩哇啦,哇哩哇啦,NA,NA,WangWanRen,SOUND
wā~wā,wa~wa,wa1~wa1,哇哇,哇哇,NA,NA,WangWanRen,SOUND
wāng,wang,wang1,汪,汪,'wang,*qʷˤaŋ,WangWanRen,SOUND
wāng~wāng,wang~wang,wang1~wang1,汪汪,汪汪,'wang~'wang,*qʷˤaŋ~*qʷˤaŋ,WangWanRen,SOUND
wēng,weng,weng1,嗡,嗡,NA,NA,WangWanRen,SOUND
wēng~wēng,weng~weng,weng1~weng1,嗡嗡,嗡嗡,NA,NA,WangWanRen,SOUND
wēng~wēng~yīng~yīng,weng~weng~ying~ying,weng1~weng1~ying1~ying1,嗡嗡嚶嚶,嗡嗡嘤嘤,NA,NA,WangWanRen,SOUND
wēng~wēng~yíng~yíng,weng~weng~ying~ying,weng1~weng1~ying2~ying2,嗡嗡營營,嗡嗡营营,NA~NA~yweng~yweng,NA~NA~*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,WangWanRen,SOUND
wō~chī~wō~chī,o~chi~o~chi,o1~chi1~o1~chi1,喔哧喔哧,喔哧喔哧,NA,NA,WangWanRen,SOUND
wō~wō,o~o,o1~o1,喔喔,喔喔,NA,NA,WangWanRen,SOUND
wū,wu,wu1,嗚,呜,NA,NA,WangWanRen,SOUND
wūr~wūr,wu~er~wu~er,wur1~wur1,嗚兒嗚兒,呜儿呜儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,WangWanRen,SOUND
wū~lóng~wū~lóng,wu~long~wu~long,wu1~long2~wu1~long2,嗚隆嗚隆,呜隆呜隆,NA~ljuwng~NA~ljuwng,NA~*[r]uŋ~NA~*[r]uŋ,WangWanRen,SOUND
wū~lū,wu~lu,wu1~lu1,嗚嚕,呜噜,NA,NA,WangWanRen,SOUND
wū~lū~wū~lū,wu~lu~wu~lu,wu1~lu1~wu1~lu1,嗚嚕嗚嚕,呜噜呜噜,NA,NA,WangWanRen,SOUND
wū~wū,wu~wu,wu1~wu1,嗚嗚,呜呜,NA,NA,WangWanRen,SOUND
wū~wū~táo~táo,wu~wu~tao~tao,wu1~wu1~tao2~tao2,嗚嗚啕啕,呜呜啕啕,NA,NA,WangWanRen,SOUND
wū~wū~wā~wā,wu~wu~wa~wa,wu1~wu1~wa1~wa1,嗚嗚哇哇,呜呜哇哇,NA,NA,WangWanRen,SOUND
wū~wū~yān~yān,wu~wu~yan~yan,wu1~wu1~yan1~yan1,嗚嗚咽咽,呜呜咽咽,NA~NA~'en~'en,NA~NA~*ʔˤi[n]~*ʔˤi[n],WangWanRen,SOUND
wú~wú,wu~wu,wu2~wu2,唔唔,唔唔,NA,NA,WangWanRen,SOUND
wú~wú~yā~yā,wu~wu~ya~ya,wu2~wu2~ya1~ya1,唔唔呀呀,唔唔呀呀,NA,NA,WangWanRen,SOUND
xī~lī~hā~lā,xi~li~ha~la,xi1~li1~ha1~la1,嘻哩哈啦,嘻哩哈啦,NA,NA,WangWanRen,SOUND
xī~xī,xi~xi,xi1~xi1,嘻嘻,嘻嘻,NA,NA,WangWanRen,SOUND
xī~xī~hā~hā,xi~xi~ha~ha,xi1~xi1~ha1~ha1,嘻嘻哈哈,嘻嘻哈哈,NA,NA,WangWanRen,SOUND
xī~lì~lì,xi~li~li,xi1~li4~li4,西嚦嚦,西呖呖,sej,*s-nˤər,WangWanRen,SOUND
xī~xī,xi~xi,xi1~xi1,㗭㗭,㗭㗭,NA,NA,WangWanRen,SOUND
xī~xī~suō~suō,㗭~㗭~suo~suo,xi1~xi1~suo1~suo1,㗭㗭嗦嗦,㗭㗭嗦嗦,NA,NA,WangWanRen,SOUND
xī~sù,xi~su,xi1~su4,窸窣,窸窣,NA,NA,WangWanRen,SOUND
xī~xī~sù~sù,xi~xi~su~su,xi1~xi1~su4~su4,窸窸窣窣,窸窸窣窣,NA,NA,WangWanRen,SOUND
