pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
chī~la~chī~la,chi~la~chi~la,chi1~la5~chi1~la5,嗤啦嗤啦,嗤啦嗤啦,NA,NA,Gong,SOUND
chì~lì~lì,chi~li~li,chi4~li4~li4,赤力力,赤力力,tsyhek~lik~lik,*[t-qʰ](r)Ak~*k.rək~*k.rək,Gong,SOUND
chì~lì~lì,chi~li~li,chi4~li4~li4,赤律律,赤律律,tsyhek~lwit~lwit,*[t-qʰ](r)Ak~*[r]ut~*[r]ut,Gong,SOUND
chì~lì~lì,chi~li~li,chi4~li4~li4,吸力力,吸力力,xip~lik~lik,*qʰ(r)əp~*k.rək~*k.rək,Gong,SOUND
chì~lì~lì,chi~li~li,chi4~li4~li4,吸淋淋,吸淋淋,xip~lim~lim,*qʰ(r)əp~*r[ə]m~*r[ə]m,Gong,SOUND
chì~lì~lì,chi~li~li,chi4~li4~li4,吸哩哩,吸哩哩,xip,*qʰ(r)əp,Gong,SOUND
chī~līu,chi~liu,chi1~liu1,哧溜,哧溜,NA,NA,Gong,SOUND
chī~pī~pī,chi~pi~pi,chi1~pi1~pi1,吃丕丕,吃丕丕,NA~phij~phij,NA~*pʰrə~*pʰrə,Gong,SOUND
chī~pī~pī,chi~pi~pi,chi1~pi1~pi1,吃忒忒,吃忒忒,NA~thok~thok,NA~*l̥ˤək~*l̥ˤək,Gong,SOUND
chī~pī~pī,chi~pi~pi,chi1~pi1~pi1,可丕丕,可丕丕,khaX~phij~phij,*[k]ʰˤa[j]ʔ~*pʰrə~*pʰrə,Gong,SOUND
chū~chū,chu~chu,chu1~chu1,出出,出出,tsyhwit~tsyhwit,*t-kʰut~*t-kʰut,Gong,SOUND
chuā~chuā,chua~chua,chua1~chua1,欻欻,欻欻,NA,NA,Gong,SOUND
chuā~lā,chua~la,chua1~la1,欻拉,欻拉,NA~lop,NA~*[r]ˤəp,Gong,SOUND
cī,ci,ci1,刺,刺,tshjeH,*[tsʰ]ek-s,Gong,SOUND
cī~cī,ci~ci,ci1~ci1,刺刺,刺刺,tshjeH~tshjeH,*[tsʰ]ek-s~*[tsʰ]ek-s,Gong,SOUND
cī~lēng,ci~leng,ci1~leng1,刺棱,刺棱,tshjeH,*[tsʰ]ek-s,Gong,SOUND
cī~līu,ci~liu,ci1~liu1,刺溜,刺溜,tshjeH,*[tsʰ]ek-s,Gong,SOUND
cōng~cōng,cong~cong,cong1~cong1,鏦鏦,鏦鏦,NA,NA,Gong,SOUND
cóng~chēng,cong~cheng,cong2~cheng1,淙琤,淙琤,NA,NA,Gong,SOUND
cóng~chēng,cong~cheng,cong2~cheng1,琮琤,琮琤,NA,NA,Gong,SOUND
cóng~cóng,cong~cong,cong2~cong2,琮琮,琮琮,NA,NA,Gong,SOUND
cóng~cóng,cong~cong,cong2~cong2,漎漎,漎漎,NA,NA,Gong,SOUND
dā,da,da1,嗒,嗒,NA,NA,Gong,SOUND
dā~dā,da~da,da1~da1,嗒嗒,嗒嗒,NA,NA,Gong,SOUND
dá~dá,da~da,da2~da2,答答,答答,top~top,*[t]ˤ[u]p~*[t]ˤ[u]p,Gong,SOUND
dā~dā,da~da,da1~da1,噠噠,哒哒,NA,NA,Gong,SOUND
dā~dī~dā~dī,da~di~da~di,da1~di1~da1~di1,達滴達滴,达滴达滴,dat~NA~dat,*[l]ˤat~NA~*[l]ˤat,Gong,SOUND
dāng,dang,dang1,當,当,tang,*tˤaŋ,Gong,SOUND
dāng,dang,dang1,鐺,铛,NA,NA,Gong,SOUND
dāng~dāng,dang~dang,dang1~dang1,當當,当当,tang~tang,*tˤaŋ~*tˤaŋ,Gong,SOUND
dāng~dāng,dang~dang,dang1~dang1,鐺鐺,铛铛,NA,NA,Gong,SOUND
dāng~dāng~dīng,dang~dang~ding,dang1~dang1~ding1,當當丁,当当丁,tang~tang~teng,*tˤaŋ~*tˤaŋ~*tˤeŋ,Gong,SOUND
dāng~dāng~dīng~dīng,dang~dang~ding~ding,dang1~dang1~ding1~ding1,當當丁丁,当当丁丁,tang~tang~teng~teng,*tˤaŋ~*tˤaŋ~*tˤeŋ~*tˤeŋ,Gong,SOUND
dāng~lāng,dang~lang,dang1~lang1,當啷,当啷,tang,*tˤaŋ,Gong,SOUND
dāng~lāng~lāng,dang~lang~lang,dang1~lang1~lang1,當啷啷,当啷啷,tang,*tˤaŋ,Gong,SOUND
dé~dé,de~de,de2~de2,得得,得得,tok~tok,*tˤək~*tˤək,Gong,SOUND
dēng,deng,deng1,登,登,tong,*k-tˤəŋ,Gong,SOUND
dēng~dēng,deng~deng,deng1~deng1,噔噔,噔噔,NA,NA,Gong,SOUND
dìng~dōng~zhā~huài,ding~dong~zha~huai,ding4~dong1~zha1~huai4,噔咚扎咶,噔咚扎咶,NA,NA,Gong,SOUND
dēng~léng~léng,deng~leng~leng,deng1~leng2~leng2,噔棱棱,噔棱棱,NA,NA,Gong,SOUND
dī~dá,di~da,di1~da2,滴答,滴答,NA~top,NA~*[t]ˤ[u]p,Gong,SOUND
dī~dá,di~da,di1~da2,滴達,滴达,NA~dat,NA~*[l]ˤat,Gong,SOUND
dí~dā,di~da,di2~da1,嘀嗒,嘀嗒,NA,NA,Gong,SOUND
dí~dā~dí~dā,di~da~di~da,di2~da1~di2~da1,嘀嗒嘀嗒,嘀嗒嘀嗒,NA,NA,Gong,SOUND
dī~dī,di~di,di1~di1,樀樀,樀樀,NA,NA,Gong,SOUND
dī~dī,di~di,di1~di1,滴滴,滴滴,NA,NA,Gong,SOUND
dī~dī~dá~dá,di~di~da~da,di1~di1~da2~da2,滴滴答答,滴滴答答,NA~NA~top~top,NA~NA~*[t]ˤ[u]p~*[t]ˤ[u]p,Gong,SOUND
dī~dī~dā~dā,di~di~da~da,di1~di1~da1~da1,滴滴搭搭,滴滴搭搭,NA,NA,Gong,SOUND
dī~dī~dōng~dōng,di~di~dong~dong,di1~di1~dong1~dong1,嘀嘀冬冬,嘀嘀冬冬,NA~NA~towng~towng,NA~NA~*tˤuŋ~*tˤuŋ,Gong,SOUND
dī~dī~gū~gū,di~di~gu~gu,di1~di1~gu1~gu1,滴滴咕咕,滴滴咕咕,NA,NA,Gong,SOUND
dī~dī~xī~xī,di~di~xi~xi,di1~di1~xi1~xi1,滴滴淅淅,滴滴淅淅,NA,NA,Gong,SOUND
dī~lì,di~li,di1~li4,滴瀝,滴沥,NA,NA,Gong,SOUND
dī~lū~dū~lū,di~lu~du~lu,di1~lu1~du1~lu1,嘀嚕嘟嚕,嘀噜嘟噜,NA,NA,Gong,SOUND
dīng~dāng,ding~dang,ding1~dang1,叮噹,叮噹,NA,NA,Gong,SOUND
dīng~dāng,ding~dang,ding1~dang1,丁當,丁当,teng~tang,*tˤeŋ~*tˤaŋ,Gong,SOUND
dīng~dāng,ding~dang,ding1~dang1,叮當,叮当,NA~tang,NA~*tˤaŋ,Gong,SOUND
dīng~dāng,ding~dang,ding1~dang1,丁璫,丁璫,teng,*tˤeŋ,Gong,SOUND
dīng~dāng,ding~dang,ding1~dang1,玎璫,玎璫,NA,NA,Gong,SOUND
dīng~dīng~dāng,ding~ding~dang,ding1~ding1~dang1,叮叮當,叮叮当,NA~NA~tang,NA~NA~*tˤaŋ,Gong,SOUND
dīng~dīng~dāng~dāng,ding~ding~dang~dang,ding1~ding1~dang1~dang1,丁丁當當,丁丁当当,teng~teng~tang~tang,*tˤeŋ~*tˤeŋ~*tˤaŋ~*tˤaŋ,Gong,SOUND
dīng~dīng~dāng~dāng,ding~ding~dang~dang,ding1~ding1~dang1~dang1,叮叮噹噹,叮叮噹噹,NA,NA,Gong,SOUND
dīng~dīng~dāng~dāng,ding~ding~dang~dang,ding1~ding1~dang1~dang1,叮叮當當,叮叮当当,NA~NA~tang~tang,NA~NA~*tˤaŋ~*tˤaŋ,Gong,SOUND
dīng~dīng~dāng~dāng,ding~ding~dang~dang,ding1~ding1~dang1~dang1,玎玎璫璫,玎玎璫璫,NA,NA,Gong,SOUND
dīng~dīng~dāng~dāng,ding~ding~dang~dang,ding1~ding1~dang1~dang1,釘釘鐺鐺,钉钉铛铛,teng~teng,*tˤeŋ~*tˤeŋ,Gong,SOUND
dīng~dīng~dōng,ding~ding~dong,ding1~ding1~dong1,叮叮咚,叮叮咚,NA,NA,Gong,SOUND
dīng~dōng,ding~dong,ding1~dong1,丁冬,丁冬,teng~towng,*tˤeŋ~*tˤuŋ,Gong,SOUND
dīng~dǒng,ding~dong,ding1~dong3,丁董,丁董,teng,*tˤeŋ,Gong,SOUND
dīng~dīng~dǒng~dǒng,ding~ding~dong~dong,ding1~ding1~dong3~dong3,丁丁董董,丁丁董董,teng~teng,*tˤeŋ~*tˤeŋ,Gong,SOUND
dīng~dōng~dīng~dōng,ding~dong~ding~dong,ding1~dong1~ding1~dong1,丁冬丁冬,丁冬丁冬,teng~towng~teng~towng,*tˤeŋ~*tˤuŋ~*tˤeŋ~*tˤuŋ,Gong,SOUND
dīng~dōng~dīng~dōng,ding~dong~ding~dong,ding1~dong1~ding1~dong1,叮咚叮咚,叮咚叮咚,NA,NA,Gong,SOUND
dīng~líng,ding~ling,ding1~ling2,丁零,丁零,teng~leng,*tˤeŋ~*[r]ˤiŋ,Gong,SOUND
dīng~líng,ding~ling,ding1~ling2,丁玲,丁玲,teng,*tˤeŋ,Gong,SOUND
dīng~líng,ding~ling,ding1~ling2,玎玲,玎玲,NA,NA,Gong,SOUND
dīng~líng~dāng~lāng,ding~ling~dang~lang,ding1~ling2~dang1~lang1,丁零當啷,丁零当啷,teng~leng~tang,*tˤeŋ~*[r]ˤiŋ~*tˤaŋ,Gong,SOUND
dīng~líng~dīng~líng,ding~ling~ding~ling,ding1~ling2~ding1~ling2,丁零丁零,丁零丁零,teng~leng~teng~leng,*tˤeŋ~*[r]ˤiŋ~*tˤeŋ~*[r]ˤiŋ,Gong,SOUND
dīng~líng~líng,ding~ling~ling,ding1~ling2~ling2,叮鈴鈴,叮铃铃,NA,NA,Gong,SOUND
dōng,dong,dong1,東,东,tuwng,*tˤoŋ (< *tˤoŋʔ ?),Gong,SOUND
dōng,dong,dong1,冬,冬,towng,*tˤuŋ,Gong,SOUND
dōng,dong,dong1,咚,咚,NA,NA,Gong,SOUND
dōng~dīng,dong~ding,dong1~ding1,東丁,东丁,tuwng~teng,*tˤoŋ (< *tˤoŋʔ ?)~*tˤeŋ,Gong,SOUND
dōng~dōng,dong~dong,dong1~dong1,冬冬,冬冬,towng~towng,*tˤuŋ~*tˤuŋ,Gong,SOUND
dōng~dōng,dong~dong,dong1~dong1,咚咚,咚咚,NA,NA,Gong,SOUND
dōng~dōng~chá,dong~dong~cha,dong1~dong1~cha2,咚咚察,咚咚察,NA~NA~tsrheat,NA~NA~*[tsʰ]ˤret,Gong,SOUND
dōng~dōng~dāng~dāng,dong~dong~dang~dang,dong1~dong1~dang1~dang1,冬冬當當,冬冬当当,towng~towng~tang~tang,*tˤuŋ~*tˤuŋ~*tˤaŋ~*tˤaŋ,Gong,SOUND
dū,du,du1,嘟,嘟,NA,NA,Gong,SOUND
dū~dū,du~du,du1~du1,嘟嘟,嘟嘟,NA,NA,Gong,SOUND
dū~dū~nāng~nāng,du~du~nang~nang,du1~du1~nang1~nang1,嘟嘟囔囔,嘟嘟囔囔,NA,NA,Gong,SOUND
dū~dū~nóng~nóng,du~du~nong~nong,du1~du1~nong2~nong2,嘟嘟噥噥,嘟嘟哝哝,NA,NA,Gong,SOUND
dū~nóng,du~nong,du1~nong2,嘟噥,嘟哝,NA,NA,Gong,SOUND
dū~lū,du~lu,du1~lu1,嘟嚕,嘟噜,NA,NA,Gong,SOUND
dǔ~sù,du~su,du3~su4,篤速,笃速,towk~suwk,*tˤuk~*[s]ˤok,Gong,SOUND
duō,duo,duo1,咄,咄,twot,*[t]ˤut,Gong,SOUND
duō~duō,duo~duo,duo1~duo1,咄咄,咄咄,twot~twot,*[t]ˤut~*[t]ˤut,Gong,SOUND
ē~ē,e~e,e1~e1,阿阿,阿阿,'a~'a,*qˤa[j]~*qˤa[j],Gong,SOUND
è,e,e4,呃,呃,NA,NA,Gong,SOUND
è~è,e~e,e4~e4,啞,哑,'aeX,*ʔˤraʔ,Gong,SOUND
è~è,e~e,e4~e4,啞啞,哑哑,'aeX~'aeX,*ʔˤraʔ~*ʔˤraʔ,Gong,SOUND
è~è,e~e,e4~e4,呃呃,呃呃,NA,NA,Gong,SOUND
è~wò,e~wo,e4~wo4,呃喔,呃喔,NA,NA,Gong,SOUND
fèi,fei,fei4,沸,沸,pj+jH,*Nə.p[u][t]-s,Gong,SOUND
fèi~fèi,fei~fei,fei4~fei4,沸沸,沸沸,pj+jH~pj+jH,*Nə.p[u][t]-s~*Nə.p[u][t]-s,Gong,SOUND
fú~fú~chī~chī,fu~fu~chi~chi,fu2~fu2~chi1~chi1,咈咈哧哧,咈咈哧哧,bjut~bjut,*[m-p][u]t~*[m-p][u]t,Gong,SOUND
gā,ga,ga1,嘎,嘎,NA,NA,Gong,SOUND
gā~bā,ga~ba,ga1~ba1,嘎巴,嘎巴,NA~pae,NA~*pˤra,Gong,SOUND
gā~bā,ga~ba,ga1~ba1,嘎叭,嘎叭,NA,NA,Gong,SOUND
gā~chá,ga~cha,ga1~cha2,胳查,胳查,kak,*[C.q]ˤak,Gong,SOUND
gā~chá,ga~cha,ga1~cha2,胳察,胳察,kak~tsrheat,*[C.q]ˤak~*[tsʰ]ˤret,Gong,SOUND
gā~chá~chá,ga~cha~cha,ga1~cha2~cha2,胳查查,胳查查,kak,*[C.q]ˤak,Gong,SOUND
gā~gā,ga~ga,ga1~ga1,嘎嘎,嘎嘎,NA,NA,Gong,SOUND
gā~lāng~gā~lāng,ga~lang~ga~lang,ga1~lang1~ga1~lang1,嘎啷嘎啷,嘎啷嘎啷,NA,NA,Gong,SOUND
gā~zhī,ga~zhi,ga1~zhi1,嘎吱,嘎吱,NA,NA,Gong,SOUND
gā~zhī~gā~zhī,ga~zhi~ga~zhi,ga1~zhi1~ga1~zhi1,嘎吱嘎吱,嘎吱嘎吱,NA,NA,Gong,SOUND
gé~lǎ,ge~la,ge2~la3,噶喇,噶喇,NA,NA,Gong,SOUND
gé~zhī~zhī,ge~zhi~zhi,ge2~zhi1~zhi1,噶吱吱,噶吱吱,NA,NA,Gong,SOUND
gē~bēng,ge~beng,ge1~beng1,咯嘣,咯嘣,NA,NA,Gong,SOUND
gē~chā,ge~cha,ge1~cha1,咯喳,咯喳,NA,NA,Gong,SOUND
gē~chǎ~chǎ,ge~cha~cha,ge1~cha3~cha3,疙蹅蹅,疙蹅蹅,NA,NA,Gong,SOUND
gē~dāng~gē~dāng,ge~dang~ge~dang,ge1~dang1~ge1~dang1,咯當咯當,咯当咯当,NA~tang~NA~tang,NA~*tˤaŋ~NA~*tˤaŋ,Gong,SOUND
gē~dēng,ge~deng,ge1~deng1,咯噔,咯噔,NA,NA,Gong,SOUND
gé~dēng,ge~deng,ge2~deng1,格噔,格噔,kaek,*kˤrak,Gong,SOUND
gé~dēng~gé~dēng,ge~deng~ge~deng,ge2~deng1~ge2~deng1,格噔格噔,格噔格噔,kaek~NA~kaek,*kˤrak~NA~*kˤrak,Gong,SOUND
gē~gē,ge~ge,ge1~ge1,咯咯,咯咯,NA,NA,Gong,SOUND
gé~gé,ge~ge,ge2~ge2,格格,格格,kaek~kaek,*kˤrak~*kˤrak,Gong,SOUND
gē~gē~luó~luó,ge~ge~luo~luo,ge1~ge1~luo2~luo2,咯咯羅羅,咯咯罗罗,NA~NA~la~la,NA~NA~*rˤaj~*rˤaj,Gong,SOUND
gē~lā~lā,ge~la~la,ge1~la1~la1,咯辣辣,咯辣辣,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gé~zhé,ge~zhe,ge2~zhe2,格磔,格磔,kaek,*kˤrak,Gong,SOUND
gē~zhī,ge~zhi,ge1~zhi1,咯吱,咯吱,NA,NA,Gong,SOUND
gē~zhī~gē~zhī,ge~zhi~ge~zhi,ge1~zhi1~ge1~zhi1,咯吱咯吱,咯吱咯吱,NA,NA,Gong,SOUND
gē~zhī~zhī,ge~zhi~zhi,ge1~zhi1~zhi1,咯吱吱,咯吱吱,NA,NA,Gong,SOUND
gé~gé~bó~bó,ge~ge~bo~bo,ge2~ge2~bo2~bo2,膈膈膊膊,膈膈膊膊,NA~NA~phak~phak,NA~NA~*pʰˤak~*pʰˤak,Gong,SOUND
gè~lā~lā,ge~la~la,ge4~la1~la1,各剌剌,各剌剌,kak~lat~lat,*kˤak~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gè~lā~lā,ge~la~la,ge4~la1~la1,合剌剌,合剌剌,kop~lat~lat,*kˤop~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gè~lā~lā,ge~la~la,ge4~la1~la1,屹剌剌,屹剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gè~lā~lā,ge~la~la,ge4~la1~la1,扢剌剌,扢剌剌,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gè~láng~láng,ge~lang~lang,ge4~lang2~lang2,各琅琅,各琅琅,kak~lang~lang,*kˤak~*[r]ˤaŋ~*[r]ˤaŋ,Gong,SOUND
gè~zhī~gè~zhī,ge~zhi~ge~zhi,ge4~zhi1~ge4~zhi1,硌吱硌吱,硌吱硌吱,NA,NA,Gong,SOUND
gè~zhī~zhī,ge~zhi~zhi,ge4~zhi1~zhi1,各支支,各支支,kak~tsye~tsye,*kˤak~*ke~*ke,Gong,SOUND
gè~zhī~zhī,ge~zhi~zhi,ge4~zhi1~zhi1,革支支,革支支,keak~tsye~tsye,*kˤrək~*ke~*ke,Gong,SOUND
gè~zhī~zhī,ge~zhi~zhi,ge4~zhi1~zhi1,格支支,格支支,kaek~tsye~tsye,*kˤrak~*ke~*ke,Gong,SOUND
gén~gén~gā,gen~gen~ga,gen2~gen2~ga1,哏哏嘎,哏哏嘎,NA,NA,Gong,SOUND
gěng~gěng~yè~yè,geng~geng~ye~ye,geng3~geng3~ye4~ye4,哽哽咽咽,哽哽咽咽,NA~NA~'en~'en,NA~NA~*ʔˤi[n]~*ʔˤi[n],Gong,SOUND
gōu~gōu~lóu,gou~gou~lou,gou1~gou1~lou2,勾勾嘍,勾勾喽,NA,NA,Gong,SOUND
gōu~jiāo,gou~jiao,gou1~jiao1,鈎胶,鈎胶,NA,NA,Gong,SOUND
gū~gū~chī~chī,gu~gu~chi~chi,gu1~gu1~chi1~chi1,咕咕吃吃,咕咕吃吃,NA,NA,Gong,SOUND
gū~dōng,gu~dong,gu1~dong1,咕咚,咕咚,NA,NA,Gong,SOUND
gū~dōng~gū~dōng,gu~dong~gu~dong,gu1~dong1~gu1~dong1,咕咚咕咚,咕咚咕咚,NA,NA,Gong,SOUND
gū~dū,gu~du,gu1~du1,咕嘟,咕嘟,NA,NA,Gong,SOUND
gū~dū~dū,gu~du~du,gu1~du1~du1,咕嘟嘟,咕嘟嘟,NA,NA,Gong,SOUND
gū~dū~gū~dū,gu~du~gu~du,gu1~du1~gu1~du1,咕嘟咕嘟,咕嘟咕嘟,NA,NA,Gong,SOUND
gū~gū,gu~gu,gu1~gu1,咕咕,咕咕,NA,NA,Gong,SOUND
gū~gū,gu~gu,gu1~gu1,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,Gong,SOUND
gū~gū~jī~jī,gu~gu~ji~ji,gu1~gu1~ji1~ji1,咕咕唧唧,咕咕唧唧,NA,NA,Gong,SOUND
gū~gū~nóng~nóng,gu~gu~nong~nong,gu1~gu1~nong2~nong2,咕咕噥噥,咕咕哝哝,NA,NA,Gong,SOUND
gū~jī,gu~ji,gu1~ji1,咕唧,咕唧,NA,NA,Gong,SOUND
gū~jī,gu~ji,gu1~ji1,咕嘰,咕叽,NA,NA,Gong,SOUND
gū~jī~gū~jī,gu~ji~gu~ji,gu1~ji1~gu1~ji1,咕唧咕唧,咕唧咕唧,NA,NA,Gong,SOUND
gū~jī~gū~jī,gu~ji~gu~ji,gu1~ji1~gu1~ji1,咕嘰咕嘰,咕叽咕叽,NA,NA,Gong,SOUND
gū~lóng,gu~long,gu1~long2,咕隆,咕隆,NA~ljuwng,NA~*[r]uŋ,Gong,SOUND
gū~lóng~lóng,gu~long~long,gu1~long2~long2,咕隆隆,咕隆隆,NA~ljuwng~ljuwng,NA~*[r]uŋ~*[r]uŋ,Gong,SOUND
gū~lou~gū~lou,gu~lou~gu~lou,gu1~lou5~gu1~lou5,咕嘍咕嘍,咕喽咕喽,NA,NA,Gong,SOUND
gū~lū,gu~lu,gu1~lu1,咕嚕,咕噜,NA,NA,Gong,SOUND
gǔ~lù,gu~lu,gu3~lu4,骨碌,骨碌,kwot,*kˤut,Gong,SOUND
gū~lū~gū~lū,gu~lu~gu~lu,gu1~lu1~gu1~lu1,咕嚕咕嚕,咕噜咕噜,NA,NA,Gong,SOUND
gū~lū~lū,gu~lu~lu,gu1~lu1~lu1,咕嚕嚕,咕噜噜,NA,NA,Gong,SOUND
gū~lū~lū,gu~lu~lu,gu1~lu1~lu1,骨碌碌,骨碌碌,kwot,*kˤut,Gong,SOUND
gū~lū~lū~lū,gu~lu~lu~lu,gu1~lu1~lu1~lu1,咕嚕嚕嚕,咕噜噜噜,NA,NA,Gong,SOUND
gū~nóng,gu~nong,gu1~nong2,咕噥,咕哝,NA,NA,Gong,SOUND
gǔ~dū~dū,gu~du~du,gu3~du1~du1,古都都,古都都,kuX~tu~tu,*kˤaʔ~*tˤa~*tˤa,Gong,SOUND
gǔ~dū~dū,gu~du~du,gu3~du1~du1,骨都都,骨都都,kwot~tu~tu,*kˤut~*tˤa~*tˤa,Gong,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,Gong,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,汩沒,汩没,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,Gong,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,角角,角角,kaewk~kaewk,*C.[k]ˤrok~*C.[k]ˤrok,Gong,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,穀穀,穀穀,kuwk~kuwk,*[k]ˤok~*[k]ˤok,Gong,SOUND
gǔ~guō,gu~guo,gu3~guo1,汩活,汩活,kwot~hwat,*[kʷ]ˤ[ə]t~*[g]ʷˤat,Gong,SOUND
gǔ~lā~lā,gu~la~la,gu3~la1~la1,古剌剌,古剌剌,kuX~lat~lat,*kˤaʔ~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gǔ~lā~lā,gu~la~la,gu3~la1~la1,古鹿鹿,古鹿鹿,kuX~luwk~luwk,*kˤaʔ~*mə-rˤok~*mə-rˤok,Gong,SOUND
gǔ~lā~lā,gu~la~la,gu3~la1~la1,骨轆轆,骨辘辘,kwot,*kˤut,Gong,SOUND
gǔ~lā~lā,gu~la~la,gu3~la1~la1,骨剌剌,骨剌剌,kwot~lat~lat,*kˤut~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
gǔ~lū~lū,gu~lu~lu,gu3~lu1~lu1,古魯魯,古鲁鲁,kuX~luX~luX,*kˤaʔ~*[r]ˤaʔ~*[r]ˤaʔ,Gong,SOUND
gǔ~lū~lū,gu~lu~lu,gu3~lu1~lu1,土魯魯,土鲁鲁,thuX~luX~luX,*tʰˤaʔ~*[r]ˤaʔ~*[r]ˤaʔ,Gong,SOUND
guā,gua,gua1,呱,呱,ku,*kʷˤa,Gong,SOUND
guā~dā,gua~da,gua1~da1,呱嗒,呱嗒,ku,*kʷˤa,Gong,SOUND
guā~dā,gua~da,gua1~da1,呱噠,呱哒,ku,*kʷˤa,Gong,SOUND
guā~dā~guā~dā,gua~da~gua~da,gua1~da1~gua1~da1,呱嗒呱嗒,呱嗒呱嗒,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Gong,SOUND
guā~dā~guā~dā,gua~da~gua~da,gua1~da1~gua1~da1,呱噠呱噠,呱哒呱哒,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Gong,SOUND
guā~guā,gua~gua,gua1~gua1,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,Gong,SOUND
guā~guā~zā~zā,gua~gua~za~za,gua1~gua1~za1~za1,刮刮匝匝,刮刮匝匝,kwaet~kwaet,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,Gong,SOUND
guā~guā~zā~zā,gua~gua~za~za,gua1~gua1~za1~za1,刮刮咂咂,刮刮咂咂,kwaet~kwaet,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,Gong,SOUND
guā~guā~zá~zá,gua~gua~za~za,gua1~gua1~za2~za2,刮刮雜雜,刮刮杂杂,kwaet~kwaet~dzop~dzop,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t~*[dz]ˤ[u]p~*[dz]ˤ[u]p,Gong,SOUND
guā~jī,gua~ji,gua1~ji1,呱唧,呱唧,ku,*kʷˤa,Gong,SOUND
guā~jī~guā~jī,gua~ji~gua~ji,gua1~ji1~gua1~ji1,呱唧呱唧,呱唧呱唧,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Gong,SOUND
guā~lǎ~lǎ,gua~la~la,gua1~la3~la3,刮喇喇,刮喇喇,kwaet,*[kʷˤ]r[a]t,Gong,SOUND
guā~lǎ~lǎ,gua~la~la,gua1~la3~la3,勃喇喇,勃喇喇,bwot,*[b]ˤut,Gong,SOUND
guāng,guang,guang1,咣,咣,NA,NA,Gong,SOUND
guāng~dāng,guang~dang,guang1~dang1,咣當,咣当,NA~tang,NA~*tˤaŋ,Gong,SOUND
guāng~dāng,guang~dang,guang1~dang1,咣噹,咣噹,NA,NA,Gong,SOUND
guō~dū~dū,guo~du~du,guo1~du1~du1,嘓嘟嘟,嘓嘟嘟,NA,NA,Gong,SOUND
guō~dū~dū~dū,guo~du~du~du,guo1~du1~du1~du1,嘓嘟嘟嘟,嘓嘟嘟嘟,NA,NA,Gong,SOUND
guō~guō,guo~guo,guo1~guo1,嘓嘓,嘓嘓,NA,NA,Gong,SOUND
guō~zhuó,guo~zhuo,guo1~zhuo2,嘓啅,嘓啅,NA,NA,Gong,SOUND
hā,ha,ha1,哈,哈,NA,NA,Gong,SOUND
hā~hā,ha~ha,ha1~ha1,哈哈,哈哈,NA,NA,Gong,SOUND
hāi,hai,hai1,嗨,嗨,NA,NA,Gong,SOUND
hān~hān,han~han,han1~han1,唅唅,唅唅,hom~hom,*Cə-m-kˤ[ə]m~*Cə-m-kˤ[ə]m,Gong,SOUND
háng~yō,hang~yo,hang2~yo1,杭唷,杭唷,hang,*[m]-[g]ˤaŋ,Gong,SOUND
háng~yō,hang~yo,hang2~yo1,杭育,杭育,hang~yuwk,*[m]-[g]ˤaŋ~*m-quk,Gong,SOUND
háng~yō~háng~yō,hang~yo~hang~yo,hang2~yo1~hang2~yo1,杭育杭育,杭育杭育,hang~yuwk~hang~yuwk,*[m]-[g]ˤaŋ~*m-quk~*[m]-[g]ˤaŋ~*m-quk,Gong,SOUND
háo,hao,hao2,號,号,haw,*[C.g]ˤaw,Gong,SOUND
hào~hào,hao~hao,hao4~hao4,浩浩,浩浩,hawX~hawX,*[g]ˤuʔ~*[g]ˤuʔ,Gong,SOUND
