pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
tī~tōng~tī~tōng,ti~tong~ti~tong,ti1~tong1~ti1~tong1,踢通踢通,踢通踢通,NA~thuwng~NA~thuwng,NA~*l̥ˤoŋ~NA~*l̥ˤoŋ,Wang,SOUND
tōng~kuāng~tōng~kuāng,tong~kuang~tong~kuang,tong1~kuang1~tong1~kuang1,通哐通哐,通哐通哐,thuwng~NA~thuwng,*l̥ˤoŋ~NA~*l̥ˤoŋ,Wang,SOUND
tōng~tōng,tong~tong,tong1~tong1,通通,通通,thuwng~thuwng,*l̥ˤoŋ~*l̥ˤoŋ,Wang,SOUND
tōng~tōng~tōng,tong~tong~tong,tong1~tong1~tong1,通通通,通通通,thuwng~thuwng~thuwng,*l̥ˤoŋ~*l̥ˤoŋ~*l̥ˤoŋ,Wang,SOUND
tōng~tōng~tōng~tōng,tong~tong~tong~tong,tong1~tong1~tong1~tong1,通通通通,通通通通,thuwng~thuwng~thuwng~thuwng,*l̥ˤoŋ~*l̥ˤoŋ~*l̥ˤoŋ~*l̥ˤoŋ,Wang,SOUND
tōng~tōng,tong~tong,tong1~tong1,嗵嗵,嗵嗵,NA,NA,Wang,SOUND
tū~tū,tu~tu,tu1~tu1,突突,突突,dwot~dwot,*m-tʰˤut~*m-tʰˤut,Wang,SOUND
tū~tū~tū~tū,tu~tu~tu~tu,tu1~tu1~tu1~tu1,突突突突,突突突突,dwot~dwot~dwot~dwot,*m-tʰˤut~*m-tʰˤut~*m-tʰˤut~*m-tʰˤut,Wang,SOUND
tuān~tuān,tuan~tuan,tuan1~tuan1,湍湍,湍湍,thwan~thwan,*tʰˤor~*tʰˤor,Wang,SOUND
tuó,tuo,tuo2,橐,橐,thak,*tʰˤak,Wang,SOUND
tuó~tuó,tuo~tuo,tuo2~tuo2,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,Wang,SOUND
tuò~tuò~tuò,tuo~tuo~tuo,tuo4~tuo4~tuo4,柝柝柝,柝柝柝,NA,NA,Wang,SOUND
wā,wa,wa1,哇,哇,NA,NA,Wang,SOUND
wā~lā,wa~la,wa1~la1,哇啦,哇啦,NA,NA,Wang,SOUND
wā~lā~wā~lā,wa~la~wa~la,wa1~la1~wa1~la1,哇啦哇啦,哇啦哇啦,NA,NA,Wang,SOUND
wā~lī~wā~lā,wa~li~wa~la,wa1~li1~wa1~la1,哇哩哇啦,哇哩哇啦,NA,NA,Wang,SOUND
wā~wā,wa~wa,wa1~wa1,哇哇,哇哇,NA,NA,Wang,SOUND
wāng,wang,wang1,汪,汪,'wang,*qʷˤaŋ,Wang,SOUND
wāng~wāng,wang~wang,wang1~wang1,汪汪,汪汪,'wang~'wang,*qʷˤaŋ~*qʷˤaŋ,Wang,SOUND
wēng,weng,weng1,嗡,嗡,NA,NA,Wang,SOUND
wēng~wēng,weng~weng,weng1~weng1,嗡嗡,嗡嗡,NA,NA,Wang,SOUND
wēng~wēng~yīng~yīng,weng~weng~ying~ying,weng1~weng1~ying1~ying1,嗡嗡嚶嚶,嗡嗡嘤嘤,NA,NA,Wang,SOUND
wēng~wēng~yíng~yíng,weng~weng~ying~ying,weng1~weng1~ying2~ying2,嗡嗡營營,嗡嗡营营,NA~NA~yweng~yweng,NA~NA~*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,Wang,SOUND
wō~chī~wō~chī,o~chi~o~chi,o1~chi1~o1~chi1,喔哧喔哧,喔哧喔哧,NA,NA,Wang,SOUND
wō~wō,o~o,o1~o1,喔喔,喔喔,NA,NA,Wang,SOUND
wū,wu,wu1,嗚,呜,NA,NA,Wang,SOUND
wūr~wūr,wur~wur,wur1~wur1,嗚兒嗚兒,呜儿呜儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Wang,SOUND
wū~lóng~wū~lóng,wu~long~wu~long,wu1~long2~wu1~long2,嗚隆嗚隆,呜隆呜隆,NA~ljuwng~NA~ljuwng,NA~*[r]uŋ~NA~*[r]uŋ,Wang,SOUND
wū~lū,wu~lu,wu1~lu1,嗚嚕,呜噜,NA,NA,Wang,SOUND
wū~lū~wū~lū,wu~lu~wu~lu,wu1~lu1~wu1~lu1,嗚嚕嗚嚕,呜噜呜噜,NA,NA,Wang,SOUND
wū~wū,wu~wu,wu1~wu1,嗚嗚,呜呜,NA,NA,Wang,SOUND
wū~wū~táo~táo,wu~wu~tao~tao,wu1~wu1~tao2~tao2,嗚嗚啕啕,呜呜啕啕,NA,NA,Wang,SOUND
wū~wū~wā~wā,wu~wu~wa~wa,wu1~wu1~wa1~wa1,嗚嗚哇哇,呜呜哇哇,NA,NA,Wang,SOUND
wū~wū~yān~yān,wu~wu~yan~yan,wu1~wu1~yan1~yan1,嗚嗚咽咽,呜呜咽咽,NA~NA~'en~'en,NA~NA~*ʔˤi[n]~*ʔˤi[n],Wang,SOUND
wú~wú,wu~wu,wu2~wu2,唔唔,唔唔,NA,NA,Wang,SOUND
wú~wú~yā~yā,wu~wu~ya~ya,wu2~wu2~ya1~ya1,唔唔呀呀,唔唔呀呀,NA,NA,Wang,SOUND
xī~lī~hā~lā,xi~li~ha~la,xi1~li1~ha1~la1,嘻哩哈啦,嘻哩哈啦,NA,NA,Wang,SOUND
xī~xī,xi~xi,xi1~xi1,嘻嘻,嘻嘻,NA,NA,Wang,SOUND
xī~xī~hā~hā,xi~xi~ha~ha,xi1~xi1~ha1~ha1,嘻嘻哈哈,嘻嘻哈哈,NA,NA,Wang,SOUND
xī~lì~lì,xi~li~li,xi1~li4~li4,西嚦嚦,西呖呖,sej,*s-nˤər,Wang,SOUND
xī~xī,xi~xi,xi1~xi1,㗭㗭,㗭㗭,NA,NA,Wang,SOUND
xī~xī~suō~suō,xi~xi~suo~suo,xi1~xi1~suo1~suo1,㗭㗭嗦嗦,㗭㗭嗦嗦,NA,NA,Wang,SOUND
xī~sù,xi~su,xi1~su4,窸窣,窸窣,NA,NA,Wang,SOUND
xī~xī~sù~sù,xi~xi~su~su,xi1~xi1~su4~su4,窸窸窣窣,窸窸窣窣,NA,NA,Wang,SOUND
xī~suǒ,xi~suo,xi1~suo3,悉索,悉索,sit~sak,*[s]i[t]~*[s]ˤak,Wang,SOUND
xī~xī~shā~shā,xi~xi~sha~sha,xi1~xi1~sha1~sha1,悉悉沙沙,悉悉沙沙,sit~sit~srae~srae,*[s]i[t]~*[s]i[t]~*sˤraj~*sˤraj,Wang,SOUND
xī~lì,xi~li,xi1~li4,淅瀝,淅沥,NA,NA,Wang,SOUND
xī~lì~lì,xi~li~li,xi1~li4~li4,淅瀝瀝,淅沥沥,NA,NA,Wang,SOUND
xī~lì~xī~lì,xi~li~xi~li,xi1~li4~xi1~li4,淅瀝淅瀝,淅沥淅沥,NA,NA,Wang,SOUND
xī~xī,xi~xi,xi1~xi1,淅淅,淅淅,NA,NA,Wang,SOUND
xī~xī~sà~sà,xi~xi~sa~sa,xi1~xi1~sa4~sa4,淅淅颯颯,淅淅飒飒,NA,NA,Wang,SOUND
xī~xī~shā~shā,xi~xi~sha~sha,xi1~xi1~sha1~sha1,淅淅沙沙,淅淅沙沙,NA~NA~srae~srae,NA~NA~*sˤraj~*sˤraj,Wang,SOUND
xī~lī~huā~lā,xi~li~hua~la,xi1~li1~hua1~la1,唏哩嘩啦,唏哩哗啦,NA,NA,Wang,SOUND
xī~lī~huā~lā,xi~li~hua~la,xi1~li1~hua1~la1,稀哩嘩啦,稀哩哗啦,NA,NA,Wang,SOUND
xī~lī~huā~lāng,xi~li~hua~lang,xi1~li1~hua1~lang1,唏哩嘩啷,唏哩哗啷,NA,NA,Wang,SOUND
xī~xī~hū~hū,xi~xi~hu~hu,xi1~xi1~hu1~hu1,唏唏呼呼,唏唏呼呼,NA~NA~xu~xu,NA~NA~*qʰˤa~*qʰˤa,Wang,SOUND
xiā~xiā,xia~xia,xia1~xia1,呷呷,呷呷,NA,NA,Wang,SOUND
xiāo~xiāo,xiao~xiao,xiao1~xiao1,蕭蕭,萧萧,sew~sew,*sˤiw~*sˤiw,Wang,SOUND
xiāo~xiāo~sà~sà,xiao~xiao~sa~sa,xiao1~xiao1~sa4~sa4,蕭蕭颯颯,萧萧飒飒,sew~sew,*sˤiw~*sˤiw,Wang,SOUND
xiāo~xiāo~sè~sè,xiao~xiao~se~se,xiao1~xiao1~se4~se4,蕭蕭瑟瑟,萧萧瑟瑟,sew~sew~srit~srit,*sˤiw~*sˤiw~*[s.m]ri[t]~*[s.m]ri[t],Wang,SOUND
xiāo~xiāo,xiao~xiao,xiao1~xiao1,瀟瀟,潇潇,NA,NA,Wang,SOUND
xiào~xiào,xiao~xiao,xiao4~xiao4,嘯嘯,啸啸,sewH~sewH,*sˤiw(k)-s~*sˤiw(k)-s,Wang,SOUND
xiè~xiè~suǒ~suǒ,xie~xie~suo~suo,xie4~xie4~suo3~suo3,屑屑索索,屑屑索索,set~set~sak~sak,*s-lˤi[t]~*s-lˤi[t]~*[s]ˤak~*[s]ˤak,Wang,SOUND
xīu~xīu,xiu~xiu,xiu1~xiu1,咻咻,咻咻,NA,NA,Wang,SOUND
xū~xū,xu~xu,xu1~xu1,吁吁,吁吁,xju~xju,*qʷʰ(r)a~*qʷʰ(r)a,Wang,SOUND
xū~xū,xu~xu,xu1~xu1,噓噓,嘘嘘,NA,NA,Wang,SOUND
yā,ya,ya1,啞,哑,'aeX,*ʔˤraʔ,Wang,SOUND
yā~yā,ya~ya,ya1~ya1,啞啞,哑哑,'aeX~'aeX,*ʔˤraʔ~*ʔˤraʔ,Wang,SOUND
yā,ya,ya1,呀,呀,NA,NA,Wang,SOUND
yā~yā,ya~ya,ya1~ya1,呀呀,呀呀,NA,NA,Wang,SOUND
yā~yā~yā,ya~ya~ya,ya1~ya1~ya1,呀呀呀,呀呀呀,NA,NA,Wang,SOUND
yà~yà,ya~ya,ya4~ya4,軋軋,轧轧,'eat~'eat,*qˤrət~*qˤrət,Wang,SOUND
yé~yé,ye~ye,ye2~ye2,耶耶,耶耶,NA,NA,Wang,SOUND
yī~yā,yi~ya,yi1~ya1,咿呀,咿呀,'jij,*[ʔ]ij,Wang,SOUND
yī~yā,yi~ya,yi1~ya1,咿啞,咿哑,'jij~'aeX,*[ʔ]ij~*ʔˤraʔ,Wang,SOUND
yī~yā~yī~yā,yi~ya~yi~ya,yi1~ya1~yi1~ya1,咿啞咿啞,咿哑咿哑,'jij~'aeX~'jij~'aeX,*[ʔ]ij~*ʔˤraʔ~*[ʔ]ij~*ʔˤraʔ,Wang,SOUND
yī~yī~wú~wú,yi~yi~wu~wu,yi1~yi1~wu2~wu2,咿咿唔唔,咿咿唔唔,'jij~'jij,*[ʔ]ij~*[ʔ]ij,Wang,SOUND
yī~yā~yī~yā,yi~ya~yi~ya,yi1~ya1~yi1~ya1,咿呀咿呀,咿呀咿呀,'jij~NA~'jij,*[ʔ]ij~NA~*[ʔ]ij,Wang,SOUND
yī~yī~yā~yā,yi~yi~ya~ya,yi1~yi1~ya1~ya1,咿咿啞啞,咿咿哑哑,'jij~'jij~'aeX~'aeX,*[ʔ]ij~*[ʔ]ij~*ʔˤraʔ~*ʔˤraʔ,Wang,SOUND
yī~zhī~yā,yi~zhi~ya,yi1~zhi1~ya1,一吱呀,一吱呀,'jit,*ʔi[t],Wang,SOUND
yī~yī,yi~yi,yi1~yi1,噫噫,噫噫,NA,NA,Wang,SOUND
yín~yín,yin~yin,yin2~yin2,狺狺,狺狺,NA,NA,Wang,SOUND
yīng~yīng,ying~ying,ying1~ying1,嚶嚶,嘤嘤,NA,NA,Wang,SOUND
yíng~yíng,ying~ying,ying2~ying2,營營,营营,yweng~yweng,*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,Wang,SOUND
yíng~yíng~wēng~wēng,ying~ying~weng~weng,ying2~ying2~weng1~weng1,營營嗡嗡,营营嗡嗡,yweng~yweng,*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,Wang,SOUND
yóng~yóng,yong~yong,yong2~yong2,喁喁,喁喁,NA,NA,Wang,SOUND
yōu~yōu,you~you,you1~you1,呦呦,呦呦,NA,NA,Wang,SOUND
yōu~yōu~shēn~shēn,you~you~shen~shen,you1~you1~shen1~shen1,呦呦詵詵,呦呦诜诜,NA~NA~srin~srin,NA~NA~*srər~*srər,Wang,SOUND
yōu~yōu,you~you,you1~you1,幽幽,幽幽,'jiw~'jiw,*[ʔ](r)iw~*[ʔ](r)iw,Wang,SOUND
yōu~yōu~yān~yān,you~you~yan~yan,you1~you1~yan1~yan1,幽幽咽咽,幽幽咽咽,'jiw~'jiw~'en~'en,*[ʔ](r)iw~*[ʔ](r)iw~*ʔˤi[n]~*ʔˤi[n],Wang,SOUND
zào~zào~qiē~qiē,zao~zao~qie~qie,zao4~zao4~qie1~qie1,噪噪切切,噪噪切切,NA~NA~tshet~tshet,NA~NA~*[tsʰ]ˤi[t]~*[tsʰ]ˤi[t],Wang,SOUND
zé~zé,ze~ze,ze2~ze2,嘖嘖,啧啧,NA,NA,Wang,SOUND
zé~zé~zhā~zhā,ze~ze~zha~zha,ze2~ze2~zha1~zha1,嘖嘖喳喳,啧啧喳喳,NA,NA,Wang,SOUND
zhā~bā~zhā~bā,zha~ba~zha~ba,zha1~ba1~zha1~ba1,喳叭喳叭,喳叭喳叭,NA,NA,Wang,SOUND
zhā~zhā,zha~zha,zha1~zha1,喳喳,喳喳,NA,NA,Wang,SOUND
zhā~zhā,zha~zha,zha1~zha1,扎扎,扎扎,NA,NA,Wang,SOUND
zhēng,zheng,zheng1,錚,铮,NA,NA,Wang,SOUND
zhēng~cóng,zheng~cong,zheng1~cong2,錚琮,铮琮,NA,NA,Wang,SOUND
zhēng~zhēng,zheng~zheng,zheng1~zheng1,錚錚,铮铮,NA,NA,Wang,SOUND
zhēng~zhēng~cóng~cóng,zheng~zheng~cong~cong,zheng1~zheng1~cong2~cong2,錚錚琮琮,铮铮琮琮,NA,NA,Wang,SOUND
zhēng~zhēng~cóng~cóng,zheng~zheng~cong~cong,zheng1~zheng1~cong2~cong2,錚錚淙淙,铮铮淙淙,NA,NA,Wang,SOUND
zhōu~jīu,zhou~jiu,zhou1~jiu1,啁啾,啁啾,traew,*tˤriw,Wang,SOUND
zhuàn~zhuàn,zhuan~zhuan,zhuan4~zhuan4,囀囀,啭啭,NA,NA,Wang,SOUND
zī,zi,zi1,吱,吱,NA,NA,Wang,SOUND
zī~gā,zi~ga,zi1~ga1,吱嘎,吱嘎,NA,NA,Wang,SOUND
zī~gā~zī~gā,zi~ga~zi~ga,zi1~ga1~zi1~ga1,吱嘎吱嘎,吱嘎吱嘎,NA,NA,Wang,SOUND
zī~lou,zi~lou,zi1~lou5,吱嘍,吱喽,NA,NA,Wang,SOUND
zī~lóu~lóu,zi~lou~lou,zi1~lou2~lou2,吱婁婁,吱娄娄,NA~lju~lju,NA~*[r]o~*[r]o,Wang,SOUND
zī~chǒu,zi~chou,zi1~chou3,吱吜,吱吜,NA,NA,Wang,SOUND
zī~yǎ,zi~ya,zi1~ya3,吱啞,吱哑,NA~'aeX,NA~*ʔˤraʔ,Wang,SOUND
zī~yā,zi~ya,zi1~ya1,吱呀,吱呀,NA,NA,Wang,SOUND
zī~yā~zī~yā,zi~ya~zi~ya,zi1~ya1~zi1~ya1,吱呀吱呀,吱呀吱呀,NA,NA,Wang,SOUND
zī~zī,zi~zi,zi1~zi1,吱吱,吱吱,NA,NA,Wang,SOUND
zī~zī~gā~gā,zi~zi~ga~ga,zi1~zi1~ga1~ga1,吱吱嘎嘎,吱吱嘎嘎,NA,NA,Wang,SOUND
zī~zī~gé~gé,zi~zi~ge~ge,zi1~zi1~ge2~ge2,吱吱格格,吱吱格格,NA~NA~kaek~kaek,NA~NA~*kˤrak~*kˤrak,Wang,SOUND
zī~zī~jīu~jīu,zi~zi~jiu~jiu,zi1~zi1~jiu1~jiu1,吱吱啾啾,吱吱啾啾,NA,NA,Wang,SOUND
zī~zī~chǒu~chǒu,zi~zi~chou~chou,zi1~zi1~chou3~chou3,吱吱吜吜,吱吱吜吜,NA,NA,Wang,SOUND
zī~zī~yā~yā,zi~zi~ya~ya,zi1~zi1~ya1~ya1,吱吱呀呀,吱吱呀呀,NA,NA,Wang,SOUND
zī~zī~zhā~zhā,zi~zi~zha~zha,zi1~zi1~zha1~zha1,吱吱喳喳,吱吱喳喳,NA,NA,Wang,SOUND
zī~zī~zī,zi~zi~zi,zi1~zi1~zi1,吱吱吱,吱吱吱,NA,NA,Wang,SOUND
zī~lā~zī~lā,zi~la~zi~la,zi1~la1~zi1~la1,嗞啦嗞啦,嗞啦嗞啦,NA,NA,Wang,SOUND
zī~zī,zi~zi,zi1~zi1,嗞嗞,嗞嗞,NA,NA,Wang,SOUND
zōng,zong,zong1,宗,宗,tsowng,*[ts]ˤuŋ,Wang,SOUND
bāng,bang,bang1,𠳐,𠳐,NA,NA,Wang,SOUND
bāng~bāng,bang~bang,bang1~bang1,𠳐𠳐,𠳐𠳐,NA,NA,Wang,SOUND
bāng~bāng~bāng,bang~bang~bang,bang1~bang1~bang1,𠳐𠳐𠳐,𠳐𠳐𠳐,NA,NA,Wang,SOUND
téng~téng,teng~teng,teng2~teng2,鼟鼟,鼟鼟,NA,NA,Wang,SOUND
ā~tì,a~ti,a1~ti4,阿嚏,阿嚏,'a~tejH,*qˤa[j]~*[t]ˤi[t]-s (< *t.lˤ-?),Gong,SOUND
ā~tì,a~ti,a1~ti4,啊嚏,啊嚏,NA~tejH,NA~*[t]ˤi[t]-s (< *t.lˤ-?),Gong,SOUND
ā~tì,a~ti,a1~ti4,阿叱,阿叱,'a,*qˤa[j],Gong,SOUND
a~yā,a~ya,a5~ya1,啊呀,啊呀,NA,NA,Gong,SOUND
a~yī,a~yi,a5~yi1,啊咿,啊咿,NA~'jij,NA~*[ʔ]ij,Gong,SOUND
ā~yō,a~yo,a1~yo1,阿唷,阿唷,'a,*qˤa[j],Gong,SOUND
ā~yòu,a~you,a1~you4,阿侑,阿侑,'a,*qˤa[j],Gong,SOUND
à,a,a4,啊,啊,NA,NA,Gong,SOUND
āi,ai,ai1,唉,唉,NA,NA,Gong,SOUND
āi,ai,ai1,哎,哎,NA,NA,Gong,SOUND
āi~āi,ai~ai,ai1~ai1,唉唉,唉唉,NA,NA,Gong,SOUND
āi~yā,ai~ya,ai1~ya1,哎呀,哎呀,NA,NA,Gong,SOUND
āi~yō,ai~yo,ai1~yo1,哎唷,哎唷,NA,NA,Gong,SOUND
āi~yōu,ai~you,ai1~you1,哎呦,哎呦,NA,NA,Gong,SOUND
ǎi~nǎi,ai~nai,ai3~nai3,欸乃,欸乃,NA~nojX,NA~*nˤə(ŋ)ʔ,Gong,SOUND
áo~áo,ao~ao,ao2~ao2,嗷嗷,嗷嗷,NA,NA,Gong,SOUND
bā,ba,ba1,吧,吧,NA,NA,Gong,SOUND
bā,ba,ba1,叭,叭,NA,NA,Gong,SOUND
bā~bā,ba~ba,ba1~ba1,叭叭,叭叭,NA,NA,Gong,SOUND
bā~dā,ba~da,ba1~da1,吧嗒,吧嗒,NA,NA,Gong,SOUND
bā~dā,ba~da,ba1~da1,吧噠,吧哒,NA,NA,Gong,SOUND
bā~dā~bā~dā,ba~da~ba~da,ba1~da1~ba1~da1,吧嗒吧嗒,吧嗒吧嗒,NA,NA,Gong,SOUND
bā~dī,ba~di,ba1~di,吧的,吧的,NA~tek,NA~*[t-l]ˤewk,Gong,SOUND
bā~jī,ba~ji,ba1~ji1,吧唧,吧唧,NA,NA,Gong,SOUND
bā~jī,ba~ji,ba1~ji1,叭唧,叭唧,NA,NA,Gong,SOUND
ba~jī~ba~jī,ba~ji~ba~ji,ba1~ji1~ba5~ji1,吧唧吧唧,吧唧吧唧,NA,NA,Gong,SOUND
bāng,bang,bang1,梆,梆,NA,NA,Gong,SOUND
bāng~bāng~pò~pò,bang~bang~po~po,bang1~bang1~po4~po4,澎澎魄魄,澎澎魄魄,NA~NA~phaek~phaek,NA~NA~*pʰˤrak~*pʰˤrak,Gong,SOUND
bāng~láng~bāng~láng,bang~lang~bang~lang,bang1~lang2~bang1~lang2,幫郎幫郎,帮郎帮郎,NA~lang~NA~lang,NA~*C.rˤaŋ~NA~*C.rˤaŋ,Gong,SOUND
bāng~lāng~bāng~lāng,bang~lang~bang~lang,bang1~lang1~bang1~lang1,幫啷幫啷,帮啷帮啷,NA,NA,Gong,SOUND
bēng,beng,beng1,嘣,嘣,NA,NA,Gong,SOUND
pēng,peng,peng1,磞,磞,NA,NA,Gong,SOUND
bēng~bēng,beng~beng,beng1~beng1,嘣嘣,嘣嘣,NA,NA,Gong,SOUND
bì~bì~bō~bō,bi~bi~bo~bo,bi4~bi4~bo1~bo1,畢畢剝剝,毕毕剥剥,pjit~pjit~paewk~paewk,*pi[t]~*pi[t]~*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
bì~bì~bō~bō,bi~bi~bo~bo,bi4~bi4~bo1~bo1,嗶嗶剝剝,哔哔剥剥,NA~NA~paewk~paewk,NA~NA~*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
bì~bì~bō~bō,bi~bi~bo~bo,bi4~bi4~bo1~bo1,必必剝剝,必必剥剥,pjit~pjit~paewk~paewk,*pi[t]~*pi[t]~*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
bì~bì~pā~pā,bi~bi~pa~pa,bi4~bi4~pa1~pa1,畢畢啪啪,毕毕啪啪,pjit~pjit,*pi[t]~*pi[t],Gong,SOUND
bì~bō,bi~bo,bi4~bo1,必剝,必剥,pjit~paewk,*pi[t]~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
bì~bō~bō,bi~bo~bo,bi4~bo1~bo1,嗶剝剝,哔剥剥,NA~paewk~paewk,NA~*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
bì~lī~pā~la,bi~li~pa~la,bi4~li1~pa1~la5,嗶哩啪啦,哔哩啪啦,NA,NA,Gong,SOUND
bì~lǐ~pāi~lā,bi~li~pai~la,bi4~li3~pai1~la1,畢裡拍拉,毕里拍拉,pjit~NA~phaek~lop,*pi[t]~NA~*mə-pʰˤrak~*[r]ˤəp,Gong,SOUND
bì~lǜ~bù~lā,bi~lü~bu~la,bi4~lü4~bu4~la1,必律不剌,必律不剌,pjit~lwit~pjuw~lat,*pi[t]~*[r]ut~*pə~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
bì~líu~bù~lā,bi~liu~bu~la,bi4~liu2~bu4~la1,必留不剌,必留不剌,pjit~ljuw~pjuw~lat,*pi[t]~*C.ru~*pə~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
bì~lì~bù~lā,bi~li~bu~la,bi4~li4~bu4~la1,必力不剌,必力不剌,pjit~lik~pjuw~lat,*pi[t]~*k.rək~*pə~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
bì~līu~bù~lā,bi~liu~bu~la,bi4~liu1~bu4~la1,必溜不剌,必溜不剌,pjit~NA~pjuw~lat,*pi[t]~NA~*pə~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
bào~bào,bao~bao,bao4~bao4,趵趵,趵趵,NA,NA,Gong,SOUND
bō~bō,bo~bo,bo1~bo1,鮁鮁,鮁鮁,NA,NA,Gong,SOUND
bá~bá,ba~ba,ba2~ba2,拔拔,拔拔,beat~beat,*bˤ<r>ot~*bˤ<r>ot,Gong,SOUND
bō~gé~bō~gé,bo~ge~bo~ge,bo1~ge2~bo1~ge2,剝格剝格,剥格剥格,paewk~kaek~paewk~kaek,*[p]ˤrok (~ *mə-pˤrok)~*kˤrak~*[p]ˤrok (~ *mə-pˤrok)~*kˤrak,Gong,SOUND
bǔ~bǔ~chī~chī,bu~bu~chi~chi,bu3~bu3~chi1~chi1,卜卜赤赤,卜卜赤赤,puwk~puwk~tsyhek~tsyhek,*pˤok~*pˤok~*[t-qʰ](r)Ak~*[t-qʰ](r)Ak,Gong,SOUND
bù~lā~lā,bu~la~la,bu4~la1~la1,不剌剌,不剌剌,pjuw~lat~lat,*pə~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
bù~lǎ~lǎ,bu~la~la,bu4~la3~la3,不喇喇,不喇喇,pjuw,*pə,Gong,SOUND
fā~la~la,fa~la~la,fa1~la5~la5,沷啦啦,沷啦啦,NA,NA,Gong,SOUND
bá~la~la,ba~la~la,ba2~la5~la5,拔啦啦,拔啦啦,beat,*bˤ<r>ot,Gong,SOUND
bù~lǎng~lǎng,bu~lang~lang,bu4~lang3~lang3,不朗朗,不朗朗,pjuw~langX~langX,*pə~*k.rˤaŋʔ~*k.rˤaŋʔ,Gong,SOUND
bù~láng~láng,bu~lang~lang,bu4~lang2~lang2,不琅琅,不琅琅,pjuw~lang~lang,*pə~*[r]ˤaŋ~*[r]ˤaŋ,Gong,SOUND
cā,ca,ca1,擦,擦,NA,NA,Gong,SOUND
qiè,qie,qie4,㗫,㗫,NA,NA,Gong,SOUND
cā~cā,ca~ca,ca1~ca1,擦擦,擦擦,NA,NA,Gong,SOUND
cā~cā,ca~ca,ca1~ca1,㗫㗫,㗫㗫,NA,NA,Gong,SOUND
cā~dá,ca~da,ca1~da2,擦達,擦达,NA~dat,NA~*[l]ˤat,Gong,SOUND
cáo,cao,cao2,嘈,嘈,NA,NA,Gong,SOUND
cáo~cáo,cao~cao,cao2~cao2,嘈嘈,嘈嘈,NA,NA,Gong,SOUND
cēng,ceng,ceng1,噌,噌,NA,NA,Gong,SOUND
chā,cha,cha1,喳,喳,NA,NA,Gong,SOUND
chā~chā,cha~cha,cha1~cha1,喳喳,喳喳,NA,NA,Gong,SOUND
chā~dá,cha~da,cha1~da2,喳達,喳达,NA~dat,NA~*[l]ˤat,Gong,SOUND
chā~dá~chā~dá,cha~da~cha~da,cha1~da2~cha1~da2,喳達喳達,喳达喳达,NA~dat~NA~dat,NA~*[l]ˤat~NA~*[l]ˤat,Gong,SOUND
chán~chán,chan~chan,chan2~chan2,潺潺,潺潺,NA,NA,Gong,SOUND
chēng,cheng,cheng1,琤,琤,NA,NA,Gong,SOUND
chēng~chēng,cheng~cheng,cheng1~cheng1,琤琤,琤琤,NA,NA,Gong,SOUND
chēng~cōng,cheng~cong,cheng1~cong1,琤瑽,琤瑽,NA,NA,Gong,SOUND
chēng~hóng,cheng~hong,cheng1~hong2,噌吰,噌吰,NA,NA,Gong,SOUND
chī,chi,chi1,哧,哧,NA,NA,Gong,SOUND
chī,chi,chi1,嗤,嗤,NA,NA,Gong,SOUND
chī~chá,chi~cha,chi1~cha2,吃察,吃察,NA~tsrheat,NA~*[tsʰ]ˤret,Gong,SOUND
chī~chī,chi~chi,chi1~chi1,哧哧,哧哧,NA,NA,Gong,SOUND
chī~chī,chi~chi,chi1~chi1,嗤嗤,嗤嗤,NA,NA,Gong,SOUND
chī~chī,chi~chi,chi1~chi1,吃吃,吃吃,NA,NA,Gong,SOUND
chī~dì,chi~di,chi1~di4,吃地,吃地,NA~dijH,NA~*[l]ˤej-s,Gong,SOUND
chī~dì,chi~di,chi1~di4,紇地,纥地,NA~dijH,NA~*[l]ˤej-s,Gong,SOUND
chī~dì,chi~di,chi1~di4,吸地,吸地,xip~dijH,*qʰ(r)əp~*[l]ˤej-s,Gong,SOUND
chī~dì,chi~di,chi1~di4,吸的,吸的,xip~tek,*qʰ(r)əp~*[t-l]ˤewk,Gong,SOUND
chī~chī~hā~hā,chi~chi~ha~ha,chi1~chi1~ha1~ha1,哧哧哈哈,哧哧哈哈,NA,NA,Gong,SOUND
