pinyinnum,traditional,simplified,morph,pinyinnum,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
lian2~juan1,聯娟,联娟,RR,lian2~juan1,联,娟,,,"293,8765",4884,,,64,1,,
kang3~zang3,骯髒,肮髒,RR,kang3~zang3,肮,髒,,,"6,3012",,,,1,,,
fang1~fei1,芳菲,芳菲,RR,fang1~fei1,芳,菲,,,"36,5037","73,4321",,,14,2,,
cang1~mang3,蒼莽,苍莽,RR,cang1~mang3,苍,莽,,,"37,4519",3916,,,13,4,,
cang1~huang2,蒼黃,苍黄,RR,cang1~huang2,苍,黄,,,"37,4519","244,7062",,,13,81,,
ran3~ruo4,苒弱,苒弱,RR,ran3~ruo4,苒,弱,,,,"108,2568",,,,33,,
ran3~ren3,苒荏,苒荏,RR,ran3~ren3,苒,荏,,,,,,,,,,
ben3~zun3,苯䔿,苯䔿,RR,ben3~zun3,苯,䔿,,,"1,7975",,,,7,,,
ping2~ying2,苹縈,苹萦,RR,ping2~ying2,苹,萦,,,"75,6444","2,6074",,,4,2,,
ci3~zhi4,茈虒,茈虒,RR,ci3~zhi4,茈,虒,,,,,,,,,,
long3~rong2,蘢茸,茏茸,RR,long3~rong2,茏,茸,,,"0,2173","3,4963",,,1,3,,
long3~cong1,蘢蔥,茏葱,RR,long3~cong1,茏,葱,,,"0,2173","40,7309",,,1,8,,
mang2~mei4,茫昧,茫昧,RR,mang2~mei4,茫,昧,,,"41,7531",19042,,,7,10,,
mang2~yang2,茫洋,茫洋,RR,mang2~yang2,茫,洋,,,"41,7531","102,4642",,,7,52,,
yin1~yun1,茵蒀,茵蒀,RR,yin1~yun1,茵,蒀,,,"3,1457",,,,3,,,
ren3~ran3,荏苒,荏苒,RR,ren3~ran3,荏,苒,,,,,,,,,,
hui4~wei4,薈蔚,荟蔚,RR,hui4~wei4,荟,蔚,,,3437,"4,1679",,,1,3,,
mang3~cang3,莽蒼,莽苍,RR,mang3~cang3,莽,苍,,,3916,"37,4519",,,4,13,,
la1~la4,菈擸,菈擸,RR,la1~la4,菈,擸,,,,,,,,,,
qi1~fei3,萋斐,萋斐,RR,qi1~fei3,萋,斐,,,,2884,,,,2,,
wei3~rui2,萎蕤,萎蕤,RR,wei3~rui2,萎,蕤,,,"5,7185",,,,4,,,
xiao1~su4,蕭肅,萧肃,RR,xiao1~su4,萧,肃,,,"14,1877","15,0173",,,3,8,,
xiao1~shen1,蕭蔘,萧蔘,RR,xiao1~shen1,萧,蔘,,,"14,1877",,,,3,,,
xiao1~xian2,蕭閒,萧閒,RR,xiao1~xian2,萧,閒,,,"14,1877",,,,3,,,
pu2~fu2,葡伏,葡伏,RR,pu2~fu2,葡,伏,,,"30,8741","49,6296",,,8,22,,
pu2~fu2,葡服,葡服,RR,pu2~fu2,葡,服,,,"30,8741","546,3556",,,8,87,,
pa1~hua2,葩華,葩华,RR,pa1~hua2,葩,华,,,"5,9457","262,1531",,,1,54,,
wei1~rui2,葳蕤,葳蕤,RR,wei1~rui2,葳,蕤,,,,,,,,,,
mie4~meng2,蔑蒙,蔑蒙,RR,mie4~meng2,蔑,蒙,,,"4,5679","65,7185",,,5,25,,
bi4~fei4,蔽芾,蔽芾,RR,bi4~fei4,蔽,芾,,,8484,,,,8,,,
zui4~er3,蕞爾,蕞尔,RR,zui4~er3,蕞,尔,,,,"398,1877",,,,18,,
ai4~dui4,薆薱,薆薱,RR,ai4~dui4,薆,薱,,,,,,,,,,
cang2~cui1,藏催,藏催,RR,cang2~cui1,藏,催,,,"162,1531","63,6988",,,53,19,,
you3~qiu2,蚴虯,蚴虬,RR,you3~qiu2,蚴,虬,,,,,,,,,,
chan2~chu2,蟾蜍,蟾蜍,RR,chan2~chu2,蟾,蜍,,,"0,9926","0,4691",,,1,1,,
niao3~nuo2,裊娜,袅娜,RR,niao3~nuo2,袅,娜,,,"2,2123","114,0642",,,0,3,,
li2~shi1,褵褷,褵褷,RR,li2~shi1,褵,褷,,,,,,,,,,
shi1~li2,褷褵,褷褵,RR,shi1~li2,褷,褵,,,,,,,,,,
bi4~ji1,襞襀,襞襀,RR,bi4~ji1,襞,襀,,,,,,,,,,
bi4~bo1,觱發,觱发,RR,bi4~bo1,觱,发,,,,"2698,6321",,,,309,,
liu2~qiu2,䚧觩,䚧觩,RR,liu2~qiu2,䚧,觩,,,,,,,,,,
lian2~lou2,謰謱,謰謱,RR,lian2~lou2,謰,謱,,,,,,,,,,
zhou1~zhang1,譸張,譸张,RR,zhou1~zhang1,譸,张,,,,"605,4963",,,,38,,
gui3~jue2,詭譎,诡谲,RR,gui3~jue2,诡,谲,,,12563,,,,6,,,
han1~xia1,谽谺,谽谺,RR,han1~xia1,谽,谺,,,,,,,,,,
bi4~xi4,赑屓,赑屓,RR,bi4~xi4,赑,屓,,,,,,,,,,
zi1~ju1,趑趄,趑趄,RR,zi1~ju1,趑,趄,,,,"0,0296",,,,1,,
lu4~cu4,趢趗,趢趗,RR,lu4~cu4,趢,趗,,,,,,,,,,
chen3~chuo1,趻踔,趻踔,RR,chen3~chuo1,趻,踔,,,,,,,,,,
liang4~qiang1,踉蹌,踉跄,RR,liang4~qiang1,踉,跄,,,321,"0,3259",,,2,2,,
chou2~chu2,躊躇,踌躇,RR,chou2~chu2,踌,躇,,,"1,2543","1,3679",,,3,3,,
chi2~chu2,踟躕,踟蹰,RR,chi2~chu2,踟,蹰,,,"0,1383","0,0691",,,1,1,,
qie4~die2,踥跌,踥跌,RR,qie4~die2,踥,跌,,,,"40,3951",,,,15,,
zhi2~zhu2,躑躅,踯躅,RR,zhi2~zhu2,踯,躅,,,"0,1235","0,1136",,,1,1,,
zhi4~zhi1,踶跂,踶跂,RR,zhi4~zhi1,踶,跂,,,,,,,,,,
die2~xie4,蹀躞,蹀躞,RR,die2~xie4,蹀,躞,,,,,,,,,,
pian2~xian1,蹁躚,蹁跹,RR,pian2~xian1,蹁,跹,,,,,,,,,,
cuo1~die1,蹉跌,蹉跌,RR,cuo1~die1,蹉,跌,,,"2,0938","40,3951",,,1,15,,
pan2~bi4,蹣辟,蹒辟,RR,pan2~bi4,蹒,辟,,,"1,1506","6,3753",,,1,6,,
pan2~lian2,蹣連,蹒连,RR,pan2~lian2,蹒,连,,,"1,1506",472637,,,1,81,,
bie2~xie4,蹩躠,蹩躠,RR,bie2~xie4,蹩,躠,,,"1,4765",,,,1,,,
ceng4~deng4,蹭蹬,蹭蹬,RR,ceng4~deng4,蹭,蹬,,,"11,8222","2,9185",,,1,2,,
chu2~chu2,躕躇,蹰躇,RR,chu2~chu2,蹰,躇,,,"0,0691","1,3679",,,1,3,,
lin4~li4,躪轢,躏轹,RR,lin4~li4,躏,轹,,,"1,7235",,,,1,,,
xie4~die2,躞蹀,躞蹀,RR,xie4~die2,躞,蹀,,,,,,,,,,
kui2~ni2,躨跜,躨跜,RR,kui2~ni2,躨,跜,,,,,,,,,,
zhou1~zhang1,輈張,輈张,RR,zhou1~zhang1,輈,张,,,,"605,4963",,,,38,,
ling2~hong1,輘輷,輘輷,RR,ling2~hong1,輘,輷,,,,,,,,,,
leng2~li4,輘轢,輘轹,RR,leng2~li4,輘,轹,,,,,,,,,,
peng1~hong1,輣訇,輣訇,RR,peng1~hong1,輣,訇,,,,"0,1975",,,,1,,
hong1~leng2,輷輘,輷輘,RR,hong1~leng2,輷,輘,,,,,,,,,,
jiu1~ge1,轇轕,轇轕,RR,jiu1~ge1,轇,轕,,,,,,,,,,
lin4~li4,轔轢,辚轹,RR,lin4~li4,辚,轹,,,,,,,,,,
zhun1~zhan1,迍邅,迍邅,RR,zhun1~zhan1,迍,邅,,,,,,,,,,
lian2~quan2,連卷,连卷,RR,lian2~quan2,连,卷,,,472637,"83,8173",,,81,37,,
yi3~li3,迤邐,迤逦,RR,yi3~li3,迤,逦,,,,,,,,,,
mi2~mi4,迷密,迷密,RR,mi2~mi4,迷,密,,,"227,8963","244,2469",,,49,57,,
xiao1~yao2,逍遙,逍遥,RR,xiao1~yao2,逍,遥,,,"8,4395","45,7728",,,3,13,,
zao4~ci4,造次,造次,RR,zao4~ci4,造,次,,,"283,0667","1271,1259",,,68,55,,
chuo1~luo4,逴躒,逴跞,RR,chuo1~luo4,逴,跞,,,,,,,,,,
xie4~hou4,邂逅,邂逅,RR,xie4~hou4,邂,逅,,,"8,1531","8,2074",,,1,1,,
zhan1~zhun1,邅迍,邅迍,RR,zhan1~zhun1,邅,迍,,,,,,,,,,
zheng4~zhong4,鄭重,郑重,RR,zheng4~zhong4,郑,重,,,"30,9185","899,0123",,,3,181,,
guo1~lang2,郭郎,郭郎,RR,guo1~lang2,郭,郎,,,"33,7383","78,1284",,,0,18,,
ming3~ding3,酩酊,酩酊,RR,ming3~ding3,酩,酊,,,"0,6963",,,,0,,,
ju3~yu3,鉏鋙,鉏鋙,RR,ju3~yu3,鉏,鋙,,,,,,,,,,
qiang1~ling2,鎗玲,鎗玲,RR,qiang1~ling2,鎗,玲,,,,"21,1605",,,,3,,
gou1~zhou1,鉤輖,钩輖,RR,gou1~zhou1,钩,輖,,,"8,4938",,,,11,,,
keng1~hong1,鏗鍧,铿鍧,RR,keng1~hong1,铿,鍧,,,"0,8988",,,,2,,,
keng1~qiang1,鏗鏘,铿锵,RR,keng1~qiang1,铿,锵,,,"0,8988","1,6444",,,2,2,,
jian1~guan1,間關,间关,RR,jian1~guan1,间,关,,,"1277,8815",976716,,,88,90,,
yi2~mi3,陁靡,陁靡,RR,yi2~mi3,陁,靡,,,,"6,6123",,,,6,,
xian3~xi1,險巇,险巇,RR,xian3~xi1,险,巇,,,"138,8691",,,,55,,,
long2~qiong2,隆穹,隆穹,RR,long2~qiong2,隆,穹,,,"42,0395","1,4716",,,18,2,,
huo4~yi4,霍繹,霍绎,RR,huo4~yi4,霍,绎,,,"39,7333","10,3556",,,3,2,,
mai4~mu4,霡霂,霡霂,RR,mai4~mu4,霡,霂,,,,,,,,,,
pi1~li4,霹靂,霹雳,RR,pi1~li4,霹,雳,,,"5,6889","5,2543",,,3,3,,
yi3~xi4,靉霼,靉霼,RR,yi3~xi4,靉,霼,,,,,,,,,,
ai4~pei4,靉靅,靉靅,RR,ai4~pei4,靉,靅,,,,,,,,,,
ai4~dai4,靉靆,靉靆,RR,ai4~dai4,靉,靆,,,,,,,,,,
yang1~chang2,鞅常,鞅常,RR,yang1~chang2,鞅,常,,,,665842,,,,71,,
yang1~zhang3,鞅掌,鞅掌,RR,yang1~zhang3,鞅,掌,,,,"136,2173",,,,34,,
ju1~gong1,鞠躬,鞠躬,RR,ju1~gong1,鞠,躬,,,"4,6667",5363,,,2,5,,
xie2~hua2,頡滑,颉滑,RR,xie2~hua2,颉,滑,,,,80237,,,,46,,
xie2~hang2,頡頏,颉颃,RR,xie2~hang2,颉,颃,,,,,,,,,,
pin2~fan2,頻煩,频烦,RR,pin2~fan2,频,烦,,,"160,3704","277,7037",,,17,21,,
liao2~li4,飉濿,飉濿,RR,liao2~li4,飉,濿,,,,,,,,,,
sou1~liu2,颼飀,飕飀,RR,sou1~liu2,飕,飀,,,"1,0074",,,,2,,,
tie4~qie4,餮切,餮切,RR,tie4~qie4,餮,切,,,"5,0667","555,2889",,,1,58,,
po3~e2,駊騀,駊騀,RR,po3~e2,駊,騀,,,,,,,,,,
kui2~ju4,騤瞿,騤瞿,RR,kui2~ju4,騤,瞿,,,,"0,6864",,,,0,,
jiao1~ao4,驕傲,骄傲,RR,jiao1~ao4,骄,傲,,,"37,2988","53,8025",,,10,8,,
pi1~er2,髬髵,髬髵,RR,pi1~er2,髬,髵,,,,,,,,,,
zheng1~ning2,鬇鬡,鬇鬡,RR,zheng1~ning2,鬇,鬡,,,,,,,,,,
hong2~meng2,鴻蒙,鸿蒙,RR,hong2~meng2,鸿,蒙,,,"22,2914","65,7185",,,5,25,,
you3~jiu1,黝糾,黝纠,RR,you3~jiu1,黝,纠,,,"0,3951","81,7679",,,2,8,,
tan3~an4,黮暗,黮暗,RR,tan3~an4,黮,暗,,,,"151,0222",,,,47,,
an4~can3,黯慘,黯惨,RR,an4~can3,黯,惨,,,"4,0346","113,8716",,,3,22,,
an4~tan3,黯黮,黯黮,RR,an4~tan3,黯,黮,,,"4,0346",,,,3,,,
yan3~yi4,黶翳,黶翳,RR,yan3~yi4,黶,翳,,,,"0,1432",,,,1,,
min3~mian3,黽勉,黾勉,RR,min3~mian3,黾,勉,,,,"14,8593",,,,6,,
zou1~ou2,齱齵,齱齵,RR,zou1~ou2,齱,齵,,,,,,,,,,
jin4~xie4,齽齘,齽齘,RR,jin4~xie4,齽,齘,,,,,,,,,,
ju3~yu3,齟齬,龃龉,RR,ju3~yu3,龃,龉,,,"0,0988",84,,,1,1,,
wo4~chuo4,齷齪,龌龊,RR,wo4~chuo4,龌,龊,,,"1,9309","1,9457",,,1,1,,
long2~zhong1,龍鐘,龙钟,RR,long2~zhong1,龙,钟,,,"1313,4321","377,3037",,,85,36,,
ta4~yan1,嗒焉,嗒焉,YAN,ta4~yan1,嗒,焉,,,10079,"3,8568",,,3,2,,
ta1~yan1,荅焉,荅焉,YAN,ta1~yan1,荅,焉,,,,"3,8568",,,,2,,
qi1~qi1,萋萋,萋萋,RED,qi1~qi1,x,,,,,,,,,,,
yi1~zhi1~ya1,一吱呀,一吱呀,RRR,yi1~zhi1~ya1,一,吱,呀,,"14863,7877","5,1951","403,9259",,432,5,5,
yi1~li1~wu1~lu2,一留兀淥,一留兀渌,RRR,yi1~li1~wu1~lu2,一,留,兀,渌,"14863,7877","331,5605","1,1802",,432,62,3,
ding1,丁,丁,A,ding1,丁,,,,"65,2543",,,,34,,,
zheng1~zheng1,丁丁,丁丁,RED,zheng1~zheng1,丁,丁,,,"65,2543","65,2543",,,34,34,,
ding1~ding1,丁丁,丁丁,RED,ding1~ding1,丁,丁,,,"65,2543","65,2543",,,34,34,,
ding1~ding1~ding1,丁丁丁,丁丁丁,BBB,ding1~ding1~ding1,丁,丁,丁,,"65,2543","65,2543","65,2543",,34,34,34,
ding1~ding1~dang1~dang1,丁丁當當,丁丁当当,RRRR,ding1~ding1~dang1~dang1,丁,丁,当,当,"65,2543","65,2543","1142,9679","1142,9679",34,34,108,108
ding1~ding1~dong3~dong3,丁丁董董,丁丁董董,RRRR,ding1~ding1~dong3~dong3,丁,丁,董,董,"65,2543","65,2543","26,2617","26,2617",34,34,6,6
ding1~dong1,丁冬,丁冬,RR,ding1~dong1,丁,冬,,,"65,2543","220,0049",,,34,37,,
ding1~dong1~ding1~dong1,丁冬丁冬,丁冬丁冬,RRRR,ding1~dong1~ding1~dong1,丁,冬,丁,冬,"65,2543","220,0049","65,2543","220,0049",34,37,34,37
ding1~dang1,丁當,丁当,RR,ding1~dang1,丁,当,,,"65,2543","1142,9679",,,34,108,,
ding1~dang1~ding1~dang1,丁當丁當,丁当丁当,RRRR,ding1~dang1~ding1~dang1,丁,当,丁,当,"65,2543","1142,9679","65,2543","1142,9679",34,108,34,108
ding1~ling2,丁玲,丁玲,RR,ding1~ling2,丁,玲,,,"65,2543","21,1605",,,34,3,,
ding1~dang1,丁璫,丁璫,RR,ding1~dang1,丁,璫,,,"65,2543",,,,34,,,
ding1~dong3,丁董,丁董,RR,ding1~dong3,丁,董,,,"65,2543","26,2617",,,34,6,,
ding1~ling2,丁鈴,丁铃,RR,ding1~ling2,丁,铃,,,"65,2543","26,4198",,,34,16,,
ding1~ling2,丁零,丁零,RR,ding1~ling2,丁,零,,,"65,2543","96,6272",,,34,39,,
ding1~ling2~ding1~ling2,丁零丁零,丁零丁零,RRRR,ding1~ling2~ding1~ling2,丁,零,丁,零,"65,2543","96,6272","65,2543","96,6272",34,39,34,39
ding1~ling2~dang1~lang1,丁零當啷,丁零当啷,RRRR,ding1~ling2~dang1~lang1,丁,零,当,啷,"65,2543","96,6272","1142,9679","1,2642",34,39,108,1
ding1~ling2~dang1~lang2,丁零當郎,丁零当郎,RRRR,ding1~ling2~dang1~lang2,丁,零,当,郎,"65,2543","96,6272","1142,9679","78,1284",34,39,108,18
ding1~ling2~ling2,丁零零,丁零零,RRR,ding1~ling2~ling2,丁,零,零,,"65,2543","96,6272","96,6272",,34,39,39,
qi1~tong1~gu1~dong1,七嗵咕冬,七嗵咕冬,RRRR,qi1~tong1~gu1~dong1,七,嗵,咕,冬,274716,,"12,1284","220,0049",21,,12,37
bu4~la1~la1,不剌剌,不剌剌,RRR,bu4~la1~la1,不,剌,剌,,"15110,2864","0,7062","0,7062",,669,0,0,
bu4~la3~la3,不喇喇,不喇喇,RRR,bu4~la3~la3,不,喇,喇,,"15110,2864","34,0198","34,0198",,669,7,7,
bu4~lang3~lang3,不朗朗,不朗朗,RRR,bu4~lang3~lang3,不,朗,朗,,"15110,2864","59,2988","59,2988",,669,16,16,
bu4~lang2~lang2,不琅琅,不琅琅,RRR,bu4~lang2~lang2,不,琅,琅,,"15110,2864","4,4099","4,4099",,669,3,3,
pu1~pu1,丕丕,丕丕,RED,pu1~pu1,丕,丕,,,,,,,,,,
ye4~ye4,業業,业业,RED,ye4~ye4,业,业,,,"474,0938","474,0938",,,148,148,,
dong1,東,东,A,dong1,东,,,,"805,9358",,,,101,,,
dong1~ding1,東丁,东丁,RR,dong1~ding1,东,丁,,,"805,9358","65,2543",,,101,34,,
si1~si1,絲絲,丝丝,RED,si1~si1,丝,丝,,,"202,4988","202,4988",,,51,51,,
si1~peng3~si1~peng3,絲捧絲捧,丝捧丝捧,RR,si1~peng3~si1~peng3,丝,捧,丝,捧,"202,4988","19,9062","202,4988","19,9062",51,8,51,8
wan2~wan2,丸丸,丸丸,RED,wan2~wan2,丸,丸,,,"31,4568","31,4568",,,10,10,,
ping1,乒,乒,A,ping1,乒,,,,"3,8272",,,,5,,,
ping1~ping1~ping1,乒乒乒,乒乒乒,RRR,ping1~ping1~ping1,乒,乒,乒,,"3,8272","3,8272","3,8272",,5,5,5,
ping1~ping1~pang1~pang1,乒乒乓乓,乒乒乓乓,RRRR,ping1~ping1~pang1~pang1,乒,乒,乓,乓,"3,8272","3,8272","3,9506","3,9506",5,5,5,5
ping1~pang1,乒乓,乒乓,RR,ping1~pang1,乒,乓,,,"3,8272","3,9506",,,5,5,,
ping1~pang1~ping1~pang1,乒乓乒乓,乒乓乒乓,RRRR,ping1~pang1~ping1~pang1,乒,乓,乒,乓,"3,8272","3,9506","3,8272","3,9506",5,5,5,5
ping1~ling4~pang1~lang2,乒令乓瑯,乒令乓瑯,RRRR,ping1~ling4~pang1~lang2,乒,令,乓,瑯,"3,8272","154,9333","3,9506",,5,54,5,
ping1~dang1~pang1~dang1,乒當乓當,乒当乓当,RRRR,ping1~dang1~pang1~dang1,乒,当,乓,当,"3,8272","1142,9679","3,9506","1142,9679",5,108,5,108
pang1,乓,乓,A,pang1,乓,,,,"3,9506",,,,5,,,
pang1~pang1,乓乓,乓乓,RED,pang1~pang1,乓,乓,,,"3,9506","3,9506",,,5,5,,
pang1~dang1,乓當,乓当,RR,pang1~dang1,乓,当,,,"3,9506","1142,9679",,,5,108,,
qi3~chou1~gu3~cha1,乞抽扢叉,乞抽扢叉,RRRR,qi3~chou1~gu3~cha1,乞,抽,扢,叉,18642,"276,2716",,"19,1901",6,29,,15
xi2~xi2,習習,习习,RED,xi2~xi2,习,习,,,"288,8148","288,8148",,,42,42,,
luan4~li2,亂離,乱离,RR,luan4~li2,乱,离,,,"283,5556","498,3852",,,60,73,,
yu2~hu1,於乎,于乎,RR,yu2~hu1,于,乎,,,"1320,8988","244,9383",,,117,36,,
yu2~jie1,于嗟,于嗟,RR,yu2~jie1,于,嗟,,,"1320,8988","0,9679",,,117,2,,
yu2~jie1~hu1,于嗟乎,于嗟乎,RRR,yu2~jie1~hu1,于,嗟,乎,,"1320,8988","0,9679","244,9383",,117,2,36,
jiao1~jiao1,交交,交交,RED,jiao1~jiao1,交,交,,,"405,7926","405,7926",,,145,145,,
jing1~jing1,京京,京京,RED,jing1~jing1,京,京,,,"230,6469","230,6469",,,10,10,,
liang4,亮,亮,A,liang4,亮,,,,"441,8864",,,,38,,,
men2~men2,亹亹,亹亹,RED,men2~men2,亹,亹,,,,,,,,,,
chou2~chou2,仇仇,仇仇,RED,chou2~chou2,仇,仇,,,"29,8963","29,8963",,,20,20,,
cang1~cang1,倉倉,仓仓,RED,cang1~cang1,仓,仓,,,"30,6765","30,6765",,,17,17,,
cang1~cang1~cang1,倉倉倉,仓仓仓,RRR,cang1~cang1~cang1,仓,仓,仓,,"30,6765","30,6765","30,6765",,17,17,17,
cang1~cang1~qing4~cang1,倉倉慶倉,仓仓庆仓,RRRR,cang1~cang1~qing4~cang1,仓,仓,庆,仓,"30,6765","30,6765","126,3556","30,6765",17,17,18,17
chuang4~huang3,倉兄,仓兄,RR,chuang4~huang3,仓,兄,,,"30,6765","184,8642",,,17,20,,
xian1~xian1,僊僊,仙仙,RED,xian1~xian1,仙,仙,,,"77,2198","77,2198",,,28,28,,
yi4~yi4,仡仡,仡仡,,yi4~yi4,仡,仡,,,,,,,,,,
ling4~ling4,令令,令令,,ling4~ling4,令,令,,,"154,9333","154,9333",,,54,54,,
ling4~tai2,令台,令台,,ling4~tai2,令,台,,,"154,9333",412316,,,54,107,,
ling4~tai2~ling4~tai2,令台令台,令台令台,,ling4~tai2~ling4~tai2,令,台,令,台,"154,9333",412316,"154,9333",412316,54,107,54,107
yi1~li1~wu1~lu2,伊哩烏蘆,伊哩乌芦,,yi1~li1~wu1~lu2,伊,哩,乌,芦,"101,7926","21,8074",52642,"14,6914",6,0,28,7
yi1~ya1,伊軋,伊轧,,yi1~ya1,伊,轧,,,"101,7926","1,3383",,,6,1,,
ji4~ji4,伎伎,伎伎,,ji4~ji4,伎,伎,,,2158,2158,,,4,4,,
xiu1~xiu1,休休,休休,,xiu1~xiu1,休,休,,,"215,9012","215,9012",,,42,42,,
you1~you1,優優,优优,,you1~you1,优,优,,,"172,9531","172,9531",,,34,34,,
you1~you2,優游,优游,,you1~you2,优,游,,,"172,9531","645,4123",,,34,87,,
ban4~huan4,伴奐,伴奂,,ban4~huan4,伴,奂,,,"134,9877","1,0815",,,27,2,,
ling2~ling2~lang3~lang3,伶伶朗朗,伶伶朗朗,,ling2~ling2~lang3~lang3,伶,伶,朗,朗,"3,7333","3,7333","59,2988","59,2988",5,5,16,16
pi1~pi1,伾伾,伾伾,,pi1~pi1,伾,伾,,,,,,,,,,
ci3~ci3,佌佌,佌佌,,ci3~ci3,佌,佌,,,,,,,,,,
di1~ya3,低啞,低哑,,di1~ya3,低,哑,,,"195,7284","13,4716",,,57,13,,
tuo2~tuo2,佗佗,佗佗,,tuo2~tuo2,佗,佗,,,"0,3704","0,3704",,,0,0,,
zuo4~zuo4~suo3~suo3,作作索索,作作索索,,zuo4~zuo4~suo3~suo3,作,作,索,索,"1034,6519","1034,6519","114,5333","114,5333",163,163,34,34
tiao1~tiao1,佻佻,佻佻,,tiao1~tiao1,佻,佻,,,"0,3062","0,3062",,,1,1,,
yi1~yi1,依依,依依,,yi1~yi1,依,依,,,"200,6617","200,6617",,,29,29,,
qiu2~qiu2,俅俅,俅俅,,qiu2~qiu2,俅,俅,,,,,,,,,,
si4~si4,俟俟,俟俟,,si4~si4,俟,俟,,,,,,,,,,
yu3~yu3,俁俁,俣俣,,yu3~yu3,俣,俣,,,"0,0395","0,0395",,,1,1,,
yan3~yang3,偃仰,偃仰,,yan3~yang3,偃,仰,,,"3,0667","37,0617",,,1,20,,
xie2~xie2,偕偕,偕偕,,xie2~xie2,偕,偕,,,"4,6914","4,6914",,,1,1,,
bang4~bang4,傍傍,傍傍,,bang4~bang4,傍,傍,,,"7,0519","7,0519",,,3,3,,
suo1~suo1,傞傞,傞傞,,suo1~suo1,傞,傞,,,,,,,,,,
qi1~qi1,僛僛,僛僛,,qi1~qi1,僛,僛,,,,,,,,,,
biao1~biao1,儦儦,儦儦,,biao1~biao1,儦,儦,,,,,,,,,,
guang1~lang1,光啷,光啷,,guang1~lang1,光,啷,,,"601,8074","1,2642",,,203,1,,
ke4,克,克,,ke4,克,,,,"612,6568",,,,37,,,
ke4~ding1~ding1~dang1,克丁丁當,克丁丁当,,ke4~ding1~ding1~dang1,克,丁,丁,当,"612,6568","65,2543","65,2543","1142,9679",37,34,34,108
ke4~ding1~dang1,克丁當,克丁当,,ke4~ding1~dang1,克,丁,当,,"612,6568","65,2543","1142,9679",,37,34,108,
ki4~za1~za1,克匝匝,克匝匝,,ki4~za1~za1,克,匝,匝,,"612,6568","0,5383","0,5383",,37,0,0,
ke4~ca1,克嚓,克嚓,,ke4~ca1,克,嚓,,,"612,6568","3,5407",,,37,2,,
jing1~jing1,兢兢,兢兢,,jing1~jing1,兢,兢,,,1679,1679,,,2,2,,
guan1~guan1,關關,关关,,guan1~guan1,关,关,,,976716,976716,,,90,90,,
yang3~yang3,養養,养养,,yang3~yang3,养,养,,,"234,5778","234,5778",,,85,85,,
ming2~ming2,冥冥,冥冥,,ming2~ming2,冥,冥,,,"9,6346","9,6346",,,5,5,,
dong1,冬,冬,,dong1,冬,,,,"220,0049",,,,37,,,
dong1~dong1,冬冬,冬冬,,dong1~dong1,冬,冬,,,"220,0049","220,0049",,,37,37,,
dong1~dong1~dang1~dang1,冬冬當當,冬冬当当,,dong1~dong1~dang1~dang1,冬,冬,当,当,"220,0049","220,0049","1142,9679","1142,9679",37,37,108,108
dong1~dong1~qiang1,冬冬鏘,冬冬锵,,dong1~dong1~qiang1,冬,冬,锵,,"220,0049","220,0049","1,6444",,37,37,2,
feng2~feng2,馮馮,冯冯,,feng2~feng2,冯,冯,,,"36,0691","36,0691",,,0,0,,
chong1~chong1,沖沖,冲冲,,chong1~chong1,冲,冲,,,"189,0864","189,0864",,,52,52,,
jue2~jue2,決決,决决,,jue2~jue2,决,决,,,"336,3654","336,3654",,,49,49,,
qi1~qi1,淒淒,凄凄,,qi1~qi1,凄,凄,,,"14,6765","14,6765",,,7,7,,
qi1~qi1,悽悽,凄凄,,qi1~qi1,凄,凄,,,"14,6765","14,6765",,,7,7,,
qi1~liang2,淒涼,凄凉,,qi1~liang2,凄,凉,,,"14,6765","87,8716",,,7,31,,
lin3,凜,凛,,lin3,凛,,,,"2,0691",,,,4,,,
lin3~ran2,凜然,凛然,,lin3~ran2,凛,然,,,"2,0691","1939,9062",,,4,139,,
ning2~qing2,凝情,凝情,,ning2~qing2,凝,情,,,"22,2765","2301,6296",,,16,177,,
ji1~ji1,几几,几几,,ji1~ji1,几,几,,,"729,8469","729,8469",,,24,24,,
ji3~li3~gu1~lu1,幾里咕嚕,几里咕噜,,ji3~li3~gu1~lu1,几,里,咕,噜,"729,8469",2571442,"12,1284","16,9086",24,135,12,6
ji3~li3~la1~zha1,幾里拉喳,几里拉喳,,ji3~li3~la1~zha1,几,里,拉,喳,"729,8469",2571442,"451,9951","2,5037",24,135,78,3
kai3,凱,凯,,kai3,凯,,,,87279,,,,3,,,
kai3~wu1,凱嗚,凯呜,,kai3~wu1,凯,呜,,,87279,"51,2543",,,3,3,,
chu1~chu1,出出,出出,,chu1~chu1,出,出,,,"2396,4988","2396,4988",,,273,273,,
zao2~zao2,鑿鑿,凿凿,,zao2~zao2,凿,凿,,,"2,4691","2,4691",,,3,3,,
zao2~zao2~zao2,鑿鑿鑿,凿凿凿,,zao2~zao2~zao2,凿,凿,凿,,"2,4691","2,4691","2,4691",,3,3,3,
qie1,切,切,,qie1,切,,,,"555,2889",,,,58,,,
qie1~qie1,切切,切切,,qie1~qie1,切,切,,,"555,2889","555,2889",,,58,58,,
qie4~qie4,切切,切切,,qie4~qie4,切,切,,,"555,2889","555,2889",,,58,58,,
