pinyinnum,traditional,simplified,morph,pinyinnum,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
ge1~nong2,咯噥,咯哝,,ge1~nong2,咯,哝,,,"234,3358","0,8395",,,2,2,,
ge1~la1~ge1~la1,咯啦咯啦,咯啦咯啦,,ge1~la1~ge1~la1,咯,啦,咯,啦,"234,3358","1029,3136","234,3358","1029,3136",2,8,2,8
ge1~zha1,咯喳,咯喳,,ge1~zha1,咯,喳,,,"234,3358","2,5037",,,2,3,,
ge1~cha1,咯喳,咯喳,,ge1~cha1,咯,喳,,,"234,3358","2,5037",,,2,3,,
ge1~zha1~zha1,咯喳喳,咯喳喳,,ge1~zha1~zha1,咯,喳,喳,,"234,3358","2,5037","2,5037",,2,3,3,
ge1~beng1,咯嘣,咯嘣,,ge1~beng1,咯,嘣,,,"234,3358","1,7827",,,2,0,,
ge1~beng1~ge1~beng1,咯嘣咯嘣,咯嘣咯嘣,,ge1~beng1~ge1~beng1,咯,嘣,咯,嘣,"234,3358","1,7827","234,3358","1,7827",2,0,2,0
ge1~beng1~beng1,咯嘣嘣,咯嘣嘣,,ge1~beng1~beng1,咯,嘣,嘣,,"234,3358","1,7827","1,7827",,2,0,0,
ge1~du1~lu1,咯嘟嚕,咯嘟噜,,ge1~du1~lu1,咯,嘟,噜,,"234,3358","11,0222","16,9086",,2,5,6,
ge1~deng1,咯噔,咯噔,,ge1~deng1,咯,噔,,,"234,3358","1,2494",,,2,0,,
ge1~deng1~ge1~deng1,咯噔咯噔,咯噔咯噔,,ge1~deng1~ge1~deng1,咯,噔,咯,噔,"234,3358","1,2494","234,3358","1,2494",2,0,2,0
ge1~ca1,咯嚓,咯嚓,,ge1~ca1,咯,嚓,,,"234,3358","3,5407",,,2,2,,
ge1~han3~ge1~han3,咯㘕咯㘕,咯㘕咯㘕,,ge1~han3~ge1~han3,咯,㘕,咯,㘕,"234,3358",,"234,3358",,2,,2,
ge1~ta3~ta3,咯塔塔,咯塔塔,,ge1~ta3~ta3,咯,塔,塔,,"234,3358",107679,107679,,2,39,39,
ge1~dang1~ge1~dang1,咯當咯當,咯当咯当,,ge1~dang1~ge1~dang1,咯,当,咯,当,"234,3358","1142,9679","234,3358","1142,9679",2,108,2,108
ge1~lu4~ge1~lu4,咯碌咯碌,咯碌咯碌,,ge1~lu4~ge1~lu4,咯,碌,咯,碌,"234,3358",43837,"234,3358",43837,2,7,2,7
ge1~la1~la1,咯辣辣,咯辣辣,,ge1~la1~la1,咯,辣,辣,,"234,3358","83,7235","83,7235",,2,19,19,
ke2,咳,咳,,ke2,咳,,,,"42,5827",,,,4,,,
hui1,咴,咴,,hui1,咴,,,,,,,,,,,
huir1~huir1,咴兒咴兒,咴儿咴儿,,huir1~huir1,咴,儿,咴,儿,,"1244,4889",,"1244,4889",,187,,187
hui1~ou1~ou1,咴嘔嘔,咴呕呕,,hui1~ou1~ou1,咴,呕,呕,,,"16,7407","16,7407",,,5,5,
hui1~hui1,咴咴,咴咴,,hui1~hui1,咴,咴,,,,,,,,,,
kua1~kua1~kua1,咵咵咵,咵咵咵,,kua1~kua1~kua1,咵,咵,咵,,,,,,,,,
xiu1,咻,咻,,xiu1,咻,,,,"2,2173",,,,0,,,
xiu1~xiu1,咻咻,咻咻,,xiu1~xiu1,咻,咻,,,"2,2173","2,2173",,,0,0,,
yan1~yan1,咽咽,咽咽,,yan1~yan1,咽,咽,,,"13,8321","13,8321",,,9,9,,
ye4~ye4,咽咽,咽咽,,ye4~ye4,咽,咽,,,"13,8321","13,8321",,,9,9,,
yi1~ya1,咿呀,咿呀,,yi1~ya1,咿,呀,,,"2,3852","403,9259",,,1,5,,
yi1~ya1~yi1~ya1,咿呀咿呀,咿呀咿呀,,yi1~ya1~yi1~ya1,咿,呀,咿,呀,"2,3852","403,9259","2,3852","403,9259",1,5,1,5
yi1~li1~wu1~lu2,咿嚦嗚剌,咿呖呜剌,,yi1~li1~wu1~lu2,咿,呖,呜,剌,"2,3852",,"51,2543","0,7062",1,,3,0
yi1~wu1,咿嗚,咿呜,,yi1~wu1,咿,呜,,,"2,3852","51,2543",,,1,3,,
yi1~yi1,咿咿,咿咿,,yi1~yi1,咿,咿,,,"2,3852","2,3852",,,1,1,,
yi1~yi1~ya1,咿咿呀,咿咿呀,,yi1~yi1~ya1,咿,咿,呀,,"2,3852","2,3852","403,9259",,1,1,5,
yi1~yi1~ya1~ya1,咿咿呀呀,咿咿呀呀,,yi1~yi1~ya1~ya1,咿,咿,呀,呀,"2,3852","2,3852","403,9259","403,9259",1,1,5,5
yi1~yi1~ya1~ya1,咿咿啞啞,咿咿哑哑,,yi1~yi1~ya1~ya1,咿,咿,哑,哑,"2,3852","2,3852","13,4716","13,4716",1,1,13,13
yi1~yi1~ya3~ya3,咿咿啞啞,咿咿哑哑,,yi1~yi1~ya3~ya3,咿,咿,哑,哑,"2,3852","2,3852","13,4716","13,4716",1,1,13,13
yi1~yi1~wu2~wu2,咿咿唔唔,咿咿唔唔,,yi1~yi1~wu2~wu2,咿,咿,唔,唔,"2,3852","2,3852","239,4519","239,4519",1,1,0,0
yi1~yi1~wan3~wan3,咿咿宛宛,咿咿宛宛,,yi1~yi1~wan3~wan3,咿,咿,宛,宛,"2,3852","2,3852","4,6667","4,6667",1,1,2,2
yi1~ya1,咿啞,咿哑,,yi1~ya1,咿,哑,,,"2,3852","13,4716",,,1,13,,
yi1~ya1~yi1~ya1,咿啞咿啞,咿哑咿哑,,yi1~ya1~yi1~ya1,咿,哑,咿,哑,"2,3852","13,4716","2,3852","13,4716",1,13,1,13
yi1~wu1,咿唔,咿唔,,yi1~wu1,咿,唔,,,"2,3852","239,4519",,,1,0,,
yi1~ya1,咿軋,咿轧,,yi1~ya1,咿,轧,,,"2,3852","1,3383",,,1,1,,
ai1~ai1,哀哀,哀哀,,ai1~ai1,哀,哀,,,"42,4741","42,4741",,,22,22,,
hong1,哄,哄,,hong1,哄,,,,"20,2914",,,,10,,,
hong1~long2,哄嚨,哄咙,,hong1~long2,哄,咙,,,"20,2914","23,9358",,,10,1,,
hong1~hong1,哄哄,哄哄,,hong1~hong1,哄,哄,,,"20,2914","20,2914",,,10,10,,
hong1~hong1~hong1,哄哄哄,哄哄哄,,hong1~hong1~hong1,哄,哄,哄,,"20,2914","20,2914","20,2914",,10,10,10,
duo1,哆,哆,,duo1,哆,,,,9763,,,,2,,,
duo1~suo1,哆嗦,哆嗦,,duo1~suo1,哆,嗦,,,9763,"7,5506",,,2,4,,
wa1,哇,哇,,wa1,哇,,,,"204,4444",,,,5,,,
wa1~ya1~ya1,哇呀呀,哇呀呀,,wa1~ya1~ya1,哇,呀,呀,,"204,4444","403,9259","403,9259",,5,5,5,
wa1~wu1,哇嗚,哇呜,,wa1~wu1,哇,呜,,,"204,4444","51,2543",,,5,3,,
wa1~wu1~wa1~wu1,哇嗚哇嗚,哇呜哇呜,,wa1~wu1~wa1~wu1,哇,呜,哇,呜,"204,4444","51,2543","204,4444","51,2543",5,3,5,3
wa1~wa1,哇哇,哇哇,,wa1~wa1,哇,哇,,,"204,4444","204,4444",,,5,5,,
wa1~wa1~wa1,哇哇哇,哇哇哇,,wa1~wa1~wa1,哇,哇,哇,,"204,4444","204,4444","204,4444",,5,5,5,
wa1~wa1~wa1~wa1,哇哇哇哇,哇哇哇哇,,wa1~wa1~wa1~wa1,哇,哇,哇,哇,"204,4444","204,4444","204,4444","204,4444",5,5,5,5
wa1~ha1,哇哈,哇哈,,wa1~ha1,哇,哈,,,"204,4444","925,0864",,,5,28,,
wa1~ha1~ha1~ha1,哇哈哈哈,哇哈哈哈,,wa1~ha1~ha1~ha1,哇,哈,哈,哈,"204,4444","925,0864","925,0864","925,0864",5,28,28,28
wa1~li1~wa1~la1,哇哩哇啦,哇哩哇啦,,wa1~li1~wa1~la1,哇,哩,哇,啦,"204,4444","21,8074","204,4444","1029,3136",5,0,5,8
wa1~li1~wa1~la5,哇哩哇啦,哇哩哇啦,,wa1~li1~wa1~la5,哇,哩,哇,啦,"204,4444","21,8074","204,4444","1029,3136",5,0,5,8
wa1~la1,哇啦,哇啦,,wa1~la1,哇,啦,,,"204,4444","1029,3136",,,5,8,,
wa1~la5,哇啦,哇啦,,wa1~la5,哇,啦,,,"204,4444","1029,3136",,,5,8,,
wa1~la1~wa1~la1,哇啦哇啦,哇啦哇啦,,wa1~la1~wa1~la1,哇,啦,哇,啦,"204,4444","1029,3136","204,4444","1029,3136",5,8,5,8
wa1~la5~wa1~la5,哇啦哇啦,哇啦哇啦,,wa1~la5~wa1~la5,哇,啦,哇,啦,"204,4444","1029,3136","204,4444","1029,3136",5,8,5,8
wa1~la1~wa1~la1,哇喇哇喇,哇喇哇喇,,wa1~la1~wa1~la1,哇,喇,哇,喇,"204,4444","34,0198","204,4444","34,0198",5,7,5,7
ha1,哈,哈,,ha1,哈,,,,"925,0864",,,,28,,,
ha1~ha1,哈哈,哈哈,,ha1~ha1,哈,哈,,,"925,0864","925,0864",,,28,28,,
ha1~ha1~ha1~ha1,哈哈哈哈,哈哈哈哈,,ha1~ha1~ha1~ha1,哈,哈,哈,哈,"925,0864","925,0864","925,0864","925,0864",28,28,28,28
ha1~chi1~ha1~chi1,哈哧哈哧,哈哧哈哧,,ha1~chi1~ha1~chi1,哈,哧,哈,哧,"925,0864","1,7086","925,0864","1,7086",28,3,28,3
ai1,哎,哎,,ai1,哎,,,,167763,,,,2,,,
ai1~ya1,哎呀,哎呀,,ai1~ya1,哎,呀,,,167763,"403,9259",,,2,5,,
ai1~you1,哎呦,哎呦,,ai1~you1,哎,呦,,,167763,"22,8148",,,2,0,,
ai1~yo1,哎唷,哎唷,,ai1~yo1,哎,唷,,,167763,,,,2,,,
gen2~gen2~ga1,哏哏嘎,哏哏嘎,,gen2~gen2~ga1,哏,哏,嘎,,"0,8741","0,8741","41,6346",,1,1,2,
kuang1,哐,哐,,kuang1,哐,,,,642,,,,1,,,
kuang1~kuang1,哐哐,哐哐,,kuang1~kuang1,哐,哐,,,642,642,,,1,1,,
kuang1~kuang1~dang1~dang1,哐哐當當,哐哐当当,,kuang1~kuang1~dang1~dang1,哐,哐,当,当,642,642,"1142,9679","1142,9679",1,1,108,108
kuang1~chi1~kuang1~chi1,哐哧哐哧,哐哧哐哧,,kuang1~chi1~kuang1~chi1,哐,哧,哐,哧,642,"1,7086",642,"1,7086",1,3,1,3
kuang1~li1~kuang1~dang1,哐哩哐當,哐哩哐当,,kuang1~li1~kuang1~dang1,哐,哩,哐,当,642,"21,8074",642,"1142,9679",1,0,1,108
kuang1~la5,哐啦,哐啦,,kuang1~la5,哐,啦,,,642,"1029,3136",,,1,8,,
kuang1~lang1,哐啷,哐啷,,kuang1~lang1,哐,啷,,,642,"1,2642",,,1,1,,
kuang1~lang1~lang1,哐啷啷,哐啷啷,,kuang1~lang1~lang1,哐,啷,啷,,642,"1,2642","1,2642",,1,1,1,
kuang1~dang1,哐噹,哐噹,,kuang1~dang1,哐,噹,,,642,,,,1,,,
kuang1~dang1~kuang1~dang1,哐噹哐噹,哐噹哐噹,,kuang1~dang1~kuang1~dang1,哐,噹,哐,噹,642,,642,,1,,1,
kuang1~dang1,哐當,哐当,,kuang1~dang1,哐,当,,,642,"1142,9679",,,1,108,,
kuang1~dang1~kuang1~dang1,哐當哐當,哐当哐当,,kuang1~dang1~kuang1~dang1,哐,当,哐,当,642,"1142,9679",642,"1142,9679",1,108,1,108
kuang1~dang1~dang1,哐當當,哐当当,,kuang1~dang1~dang1,哐,当,当,,642,"1142,9679","1142,9679",,1,108,108,
kuang1~dang1~dang1~dang1,哐當當當,哐当当当,,kuang1~dang1~dang1~dang1,哐,当,当,当,642,"1142,9679","1142,9679","1142,9679",1,108,108,108
ya1,啞,哑,,ya1,哑,,,,"13,4716",,,,13,,,
e4~e4,啞,哑,,e4~e4,哑,,,,"13,4716",,,,13,,,
ya1~ya1,啞啞,哑哑,,ya1~ya1,哑,哑,,,"13,4716","13,4716",,,13,13,,
e4~e4,啞啞,哑哑,,e4~e4,哑,哑,,,"13,4716","13,4716",,,13,13,,
ya3~ya3,啞啞,哑哑,,ya3~ya3,哑,哑,,,"13,4716","13,4716",,,13,13,,
da1,噠,哒,,da1,哒,,,,"13,6049",,,,1,,,
da1~da1,噠噠,哒哒,,da1~da1,哒,哒,,,"13,6049","13,6049",,,1,1,,
xiao1~xiao1,嘵嘵,哓哓,,xiao1~xiao1,哓,哓,,,,,,,,,,
bi4,嗶,哔,,bi4,哔,,,,"2,0494",,,,0,,,
bi4~bo1~bo1,嗶剝剝,哔剥剥,,bi4~bo1~bo1,哔,剥,剥,,"2,0494","15,5111","15,5111",,0,7,7,
bi4~bi4~bo1~bo1,嗶嗶剝剝,哔哔剥剥,,bi4~bi4~bo1~bo1,哔,哔,剥,剥,"2,0494","2,0494","15,5111","15,5111",0,0,7,7
bi4~bi4~bu3~bu3,嗶嗶卟卟,哔哔卟卟,,bi4~bi4~bu3~bu3,哔,哔,卟,卟,"2,0494","2,0494",,,0,0,,
bi4~bi4~bo1~bo1,嗶嗶𠺣𠺣,哔哔𠺣𠺣,,bi4~bi4~bo1~bo1,哔,哔,𠺣,𠺣,"2,0494","2,0494",,,0,0,,
bi4~li1~pa1~la5,嗶哩啪啦,哔哩啪啦,,bi4~li1~pa1~la5,哔,哩,啪,啦,"2,0494","21,8074","9,7235","1029,3136",0,0,4,8
bi4~bo1~bi4~bo1,嗶𠺣嗶𠺣,哔𠺣哔𠺣,,bi4~bo1~bi4~bo1,哔,𠺣,哔,𠺣,"2,0494",,"2,0494",,0,,0,
bi4~li3~bi4~li3,嗶里嗶里,哔里哔里,,bi4~li3~bi4~li3,哔,里,哔,里,"2,0494",2571442,"2,0494",2571442,0,135,0,135
yue2,噦,哕,,yue2,哕,,,,,,,,,,,
hui4~hui4,噦噦,哕哕,,hui4~hui4,哕,哕,,,,,,,,,,
hua1,嘩,哗,,hua1,哗,,,,"11,0617",,,,8,,,
hua1~hua1,嘩嘩,哗哗,,hua1~hua1,哗,哗,,,"11,0617","11,0617",,,8,8,,
hua1~hua1~bo1~bo1,嘩嘩剝剝,哗哗剥剥,,hua1~hua1~bo1~bo1,哗,哗,剥,剥,"11,0617","11,0617","15,5111","15,5111",8,8,7,7
hua1~hua1~hua1,嘩嘩嘩,哗哗哗,,hua1~hua1~hua1,哗,哗,哗,,"11,0617","11,0617","11,0617",,8,8,8,
hua1~hua1~la1~la1,嘩嘩啦啦,哗哗啦啦,,hua1~hua1~la1~la1,哗,哗,啦,啦,"11,0617","11,0617","1029,3136","1029,3136",8,8,8,8
hua1~hua1~la1~la1,嘩嘩拉拉,哗哗拉拉,,hua1~hua1~la1~la1,哗,哗,拉,拉,"11,0617","11,0617","451,9951","451,9951",8,8,78,78
hua1~li1~guang1~lang1,嘩哩咣啷,哗哩咣啷,,hua1~li1~guang1~lang1,哗,哩,咣,啷,"11,0617","21,8074","1,0568","1,2642",8,0,1,1
hua1~li1~hua1~la1,嘩哩嘩啦,哗哩哗啦,,hua1~li1~hua1~la1,哗,哩,哗,啦,"11,0617","21,8074","11,0617","1029,3136",8,0,8,8
hua1~li1~hua1~lang1,嘩哩嘩啷,哗哩哗啷,,hua1~li1~hua1~lang1,哗,哩,哗,啷,"11,0617","21,8074","11,0617","1,2642",8,0,8,1
hua1~la1,嘩啦,哗啦,,hua1~la1,哗,啦,,,"11,0617","1029,3136",,,8,8,,
hua1~la5,嘩啦,哗啦,,hua1~la5,哗,啦,,,"11,0617","1029,3136",,,8,8,,
hua1~la1~hua1~la1,嘩啦嘩啦,哗啦哗啦,,hua1~la1~hua1~la1,哗,啦,哗,啦,"11,0617","1029,3136","11,0617","1029,3136",8,8,8,8
hua1~la5~hua1~la5,嘩啦嘩啦,哗啦哗啦,,hua1~la5~hua1~la5,哗,啦,哗,啦,"11,0617","1029,3136","11,0617","1029,3136",8,8,8,8
hua1~la1~la1,嘩啦啦,哗啦啦,,hua1~la1~la1,哗,啦,啦,,"11,0617","1029,3136","1029,3136",,8,8,8,
hua1~la5~la5,嘩啦啦,哗啦啦,,hua1~la5~la5,哗,啦,啦,,"11,0617","1029,3136","1029,3136",,8,8,8,
hua1~la1~la1~la1,嘩啦啦啦,哗啦啦啦,,hua1~la1~la1~la1,哗,啦,啦,啦,"11,0617","1029,3136","1029,3136","1029,3136",8,8,8,8
hua1~lang1,嘩啷,哗啷,,hua1~lang1,哗,啷,,,"11,0617","1,2642",,,8,1,,
hua1~lang1~hua1~lang1,嘩啷嘩啷,哗啷哗啷,,hua1~lang1~hua1~lang1,哗,啷,哗,啷,"11,0617","1,2642","11,0617","1,2642",8,1,8,1
hua1~lang1~lang1,嘩啷啷,哗啷啷,,hua1~lang1~lang1,哗,啷,啷,,"11,0617","1,2642","1,2642",,8,1,1,
hua1~la3,嘩喇,哗喇,,hua1~la3,哗,喇,,,"11,0617","34,0198",,,8,7,,
hua1~la1,嘩喇,哗喇,,hua1~la1,哗,喇,,,"11,0617","34,0198",,,8,7,,
hua1~la1~hua1~la1,嘩喇嘩喇,哗喇哗喇,,hua1~la1~hua1~la1,哗,喇,哗,喇,"11,0617","34,0198","11,0617","34,0198",8,7,8,7
hua1~la3~la3,嘩喇喇,哗喇喇,,hua1~la3~la3,哗,喇,喇,,"11,0617","34,0198","34,0198",,8,7,7,
hua1~la1~la1,嘩喇喇,哗喇喇,,hua1~la1~la1,哗,喇,喇,,"11,0617","34,0198","34,0198",,8,7,7,
kuai4~kuai4,噲噲,哙哙,,kuai4~kuai4,哙,哙,,,,,,,,,,
ji4~ji4~cao2~cao2,嚌嚌嘈嘈,哜哜嘈嘈,,ji4~ji4~cao2~cao2,哜,哜,嘈,嘈,,,"5,8765","5,8765",,,1,1
nong2,噥,哝,,nong2,哝,,,,"0,8395",,,,2,,,
nong2~nong2,噥噥,哝哝,,nong2~nong2,哝,哝,,,"0,8395","0,8395",,,2,2,,
mou1,哞,哞,,mou1,哞,,,,"0,5531",,,,1,,,
mou1~mou1,哞哞,哞哞,,mou1~mou1,哞,哞,,,"0,5531","0,5531",,,1,1,,
yo5,喲,哟,,yo5,哟,,,,"92,0444",,,,3,,,
o1,哦,哦,,o1,哦,,,,"968,9531",,,,0,,,
o1~o1,哦哦,哦哦,,o1~o1,哦,哦,,,"968,9531","968,9531",,,0,0,,
e2~ga1~e2~ga1,哦嘎哦嘎,哦嘎哦嘎,,e2~ga1~e2~ga1,哦,嘎,哦,嘎,"968,9531","41,6346","968,9531","41,6346",0,2,0,2
chi1,哧,哧,,chi1,哧,,,,"1,7086",,,,3,,,
chi1~chi1,哧哧,哧哧,,chi1~chi1,哧,哧,,,"1,7086","1,7086",,,3,3,,
chi1~chi1~ha1~ha1,哧哧哈哈,哧哧哈哈,,chi1~chi1~ha1~ha1,哧,哧,哈,哈,"1,7086","1,7086","925,0864","925,0864",3,3,28,28
chi1~chi1~liu1~liu1,哧哧溜溜,哧哧溜溜,,chi1~chi1~liu1~liu1,哧,哧,溜,溜,"1,7086","1,7086",34558,34558,3,3,22,22
chi1~hu1~chi1~hu1,哧唿哧唿,哧唿哧唿,,chi1~hu1~chi1~hu1,哧,唿,哧,唿,"1,7086",,"1,7086",,3,,3,
chi1~la1,哧啦,哧啦,,chi1~la1,哧,啦,,,"1,7086","1029,3136",,,3,8,,
chi1~la1~chi1~la1,哧啦哧啦,哧啦哧啦,,chi1~la1~chi1~la1,哧,啦,哧,啦,"1,7086","1029,3136","1,7086","1029,3136",3,8,3,8
chi1~liu1,哧溜,哧溜,,chi1~liu1,哧,溜,,,"1,7086",34558,,,3,22,,
chi1~liu1~chi1~liu1,哧溜哧溜,哧溜哧溜,,chi1~liu1~chi1~liu1,哧,溜,哧,溜,"1,7086",34558,"1,7086",34558,3,22,3,22
li1~li1~la5~la5,哩哩啦啦,哩哩啦啦,,li1~li1~la5~la5,哩,哩,啦,啦,"21,8074","21,8074","1029,3136","1029,3136",0,0,8,8
li1~li1~lu1~lu1,哩哩嚕嚕,哩哩噜噜,,li1~li1~lu1~lu1,哩,哩,噜,噜,"21,8074","21,8074","16,9086","16,9086",0,0,6,6
li1~li1~luo1~suo1,哩哩囉嗦,哩哩囉嗦,,li1~li1~luo1~suo1,哩,哩,囉,嗦,"21,8074","21,8074",,"7,5506",0,0,,4
li1~li1~luo2~luo2,哩哩羅羅,哩哩罗罗,,li1~li1~luo2~luo2,哩,哩,罗,罗,"21,8074","21,8074","227,8173","227,8173",0,0,37,37
lao2~lao2,哰哰,哰哰,,lao2~lao2,哰,哰,,,,,,,,,,
heng1,哼,哼,,heng1,哼,,,,"43,9802",,,,5,,,
hengr1~har1,哼兒哈兒,哼儿哈儿,,hengr1~har1,哼,儿,哈,儿,"43,9802","1244,4889","925,0864","1244,4889",5,187,28,187
heng1~ha1,哼哈,哼哈,,heng1~ha1,哼,哈,,,"43,9802","925,0864",,,5,28,,
heng1~chi1,哼哧,哼哧,,heng1~chi1,哼,哧,,,"43,9802","1,7086",,,5,3,,
heng1~chi1~heng1~chi1,哼哧哼哧,哼哧哼哧,,heng1~chi1~heng1~chi1,哼,哧,哼,哧,"43,9802","1,7086","43,9802","1,7086",5,3,5,3
heng1~heng1,哼哼,哼哼,,heng1~heng1,哼,哼,,,"43,9802","43,9802",,,5,5,,
heng1~heng1~he1~he1,哼哼呵呵,哼哼呵呵,,heng1~heng1~he1~he1,哼,哼,呵,呵,"43,9802","43,9802","133,3827","133,3827",5,5,8,8
heng1~heng1~ha1~ha1,哼哼哈哈,哼哼哈哈,,heng1~heng1~ha1~ha1,哼,哼,哈,哈,"43,9802","43,9802","925,0864","925,0864",5,5,28,28
heng1~heng1~chi1~chi1,哼哼哧哧,哼哼哧哧,,heng1~heng1~chi1~chi1,哼,哼,哧,哧,"43,9802","43,9802","1,7086","1,7086",5,5,3,3
heng1~heng1~ji1~ji1,哼哼唧唧,哼哼唧唧,,heng1~heng1~ji1~ji1,哼,哼,唧,唧,"43,9802","43,9802","6,7901","6,7901",5,5,5,5
heng1~heng1~a5~a5,哼哼啊啊,哼哼啊啊,,heng1~heng1~a5~a5,哼,哼,啊,啊,"43,9802","43,9802","3242,1679","3242,1679",5,5,3,3
heng1~ji1,哼唧,哼唧,,heng1~ji1,哼,唧,,,"43,9802","6,7901",,,5,5,,
heng1~yo1,哼唷,哼唷,,heng1~yo1,哼,唷,,,"43,9802",,,,5,,,
heng1~hai4~heng1~hai4,哼嗐哼嗐,哼嗐哼嗐,,heng1~hai4~heng1~hai4,哼,嗐,哼,嗐,"43,9802","0,0296","43,9802","0,0296",5,0,5,0
heng1~a1,哼阿,哼阿,,heng1~a1,哼,阿,,,"43,9802","412,3012",,,5,23,,
heng1~a1~heng1~a1,哼阿哼阿,哼阿哼阿,,heng1~a1~heng1~a1,哼,阿,哼,阿,"43,9802","412,3012","43,9802","412,3012",5,23,5,23
geng3~zhi1~geng3~zhi1,哽吱哽吱,哽吱哽吱,,geng3~zhi1~geng3~zhi1,哽,吱,哽,吱,"1,9605","5,1951","1,9605","5,1951",1,5,1,5
geng3~geng3~ye4~ye4,哽哽咽咽,哽哽咽咽,,geng3~geng3~ye4~ye4,哽,哽,咽,咽,"1,9605","1,9605","13,8321","13,8321",1,1,9,9
han1~han1,唅唅,唅唅,,han1~han1,唅,唅,,,,,,,,,,
ai1,唉,唉,,ai1,唉,,,,"109,2691",,,,1,,,
ai1~ai1,唉唉,唉唉,,ai1~ai1,唉,唉,,,"109,2691","109,2691",,,1,1,,
ai1~ai1~ai1,唉唉唉,唉唉唉,,ai1~ai1~ai1,唉,唉,唉,,"109,2691","109,2691","109,2691",,1,1,1,
xi1,唏,唏,,xi1,唏,,,,2558,,,,1,,,
xi1~li1~hua1~la1,唏哩嘩啦,唏哩哗啦,,xi1~li1~hua1~la1,唏,哩,哗,啦,2558,"21,8074","11,0617","1029,3136",1,0,8,8
xi1~li1~hua1~la5,唏哩嘩啦,唏哩哗啦,,xi1~li1~hua1~la5,唏,哩,哗,啦,2558,"21,8074","11,0617","1029,3136",1,0,8,8
xi1~li1~hua1~lang1,唏哩嘩啷,唏哩哗啷,,xi1~li1~hua1~lang1,唏,哩,哗,啷,2558,"21,8074","11,0617","1,2642",1,0,8,1
xi1~li4~hua1~la1,唏唎嘩喇,唏唎哗喇,,xi1~li4~hua1~la1,唏,唎,哗,喇,2558,,"11,0617","34,0198",1,,8,7
xi1~xi1,唏唏,唏唏,,xi1~xi1,唏,唏,,,2558,2558,,,1,1,,
xi1~xi1~hu1~hu1,唏唏呼呼,唏唏呼呼,,xi1~xi1~hu1~hu1,唏,唏,呼,呼,2558,2558,"194,2815","194,2815",1,1,46,46
xi1~xi1~ha1~ha1,唏唏哈哈,唏唏哈哈,,xi1~xi1~ha1~ha1,唏,唏,哈,哈,2558,2558,"925,0864","925,0864",1,1,28,28
xi1~xi1~xu1~xu1,唏唏噓噓,唏唏嘘嘘,,xi1~xi1~xu1~xu1,唏,唏,嘘,嘘,2558,2558,"19,2938","19,2938",1,1,3,3
xi1~lang1~hua1~lang1,唏啷嘩啷,唏啷哗啷,,xi1~lang1~hua1~lang1,唏,啷,哗,啷,2558,"1,2642","11,0617","1,2642",1,1,8,1
xi1~ling2~xi1~liu2,唏𠺕嘩喇,唏𠺕哗喇,,xi1~ling2~xi1~liu2,唏,𠺕,哗,喇,2558,,"11,0617","34,0198",1,,8,7
xi1~xu1,唏噓,唏嘘,,xi1~xu1,唏,嘘,,,2558,"19,2938",,,1,3,,
wu2~wu2,唔唔,唔唔,,wu2~wu2,唔,唔,,,"239,4519","239,4519",,,0,0,,
wu2~wu2~ya1~ya1,唔唔呀呀,唔唔呀呀,,wu2~wu2~ya1~ya1,唔,唔,呀,呀,"239,4519","239,4519","403,9259","403,9259",0,0,5,5
wu2~ao2,唔嗷,唔嗷,,wu2~ao2,唔,嗷,,,"239,4519","12,8346",,,0,1,,
wu2~nang1,唔囔,唔囔,,wu2~nang1,唔,囔,,,"239,4519","1,2099",,,0,2,,
wu2~li3~wa1~la5,唔理哇啦,唔理哇啦,,wu2~li3~wa1~la5,唔,理,哇,啦,"239,4519","784,5877","204,4444","1029,3136",0,180,5,8
láo~dāo,嘮叨,唠叨,,láo~dāo,唠,叨,,,"12,7852","16,4988",,,2,6,,
lao2~lao2,嘮嘮,唠唠,,lao2~lao2,唠,唠,,,"12,7852","12,7852",,,2,2,,
lao2~lao2~tao1~tao1,嘮嘮叨叨,唠唠叨叨,,lao2~lao2~tao1~tao1,唠,唠,叨,叨,"12,7852","12,7852","16,4988","16,4988",2,2,6,6
sha1,唦,唦,,sha1,唦,,,,,,,,,,,
sha1~sha1,唦唦,唦唦,,sha1~sha1,唦,唦,,,,,,,,,,
sha1~sha1~sha1~sha1,唦唦唦唦,唦唦唦唦,,sha1~sha1~sha1~sha1,唦,唦,唦,唦,,,,,,,,
ji1,唧,唧,,ji1,唧,,,,"6,7901",,,,5,,,
ji1~ding1~gu1~dong1,唧叮咕咚,唧叮咕咚,,ji1~ding1~gu1~dong1,唧,叮,咕,咚,"6,7901","14,0988","12,1284",4963,5,5,12,4
ji1~zhi1~ge1~zhi1,唧吱咯吱,唧吱咯吱,,ji1~zhi1~ge1~zhi1,唧,吱,咯,吱,"6,7901","5,1951","234,3358","5,1951",5,5,2,5
ji1~gu1~ji1,唧咕唧,唧咕唧,,ji1~gu1~ji1,唧,咕,唧,,"6,7901","12,1284","6,7901",,5,12,5,
ji1~gu1~ji1~gu1,唧咕唧咕,唧咕唧咕,,ji1~gu1~ji1~gu1,唧,咕,唧,咕,"6,7901","12,1284","6,7901","12,1284",5,12,5,12
