pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,variant,Kroll,sensorymod,zdic,note,datasource,morphology,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,H1.sem,H1.semfreq,H1.semfam,H1.phon,H1.phonfreq,H1.phonfam,H2.sem,H2.semfreq,H2.semfam,H2.phon,H2.phonfreq,H2.phonfam,H3.sem,H3.semfreq,H3.semfam,H3.phon,H3.phonfreq,H3.phonfam,H4.sem,H4.semfreq,H4.semfam,H4.phon,H4.phonfreq,H4.phonfam
ge1~er2,gē~ér,ge~er,咯兒,咯儿,NA~nye,NA~*ŋe,NA,NA,NA,SOUND,NA,NA,Wang,RR,咯,儿,NA,NA,"234,3358","1244,4889",NA,NA,2,187,NA,NA,口,50016563,297,各,"2410,8593",18,儿,4497121,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ge1~ge1,gē~gē,ge~ge,咯咯,咯咯,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,BB,咯,咯,NA,NA,"234,3358","234,3358",NA,NA,2,2,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,各,"2410,8593",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ge1~ge1~da1~da1,gē~gē~dā~dā,ge~ge~da~da,咯咯嗒嗒,咯咯嗒嗒,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咯,咯,嗒,嗒,"234,3358","234,3358",NA,NA,2,2,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,各,"2410,8593",18,口,50016563,297,荅,240237,5,口,50016563,297,荅,240237,5
ge1~ge1~da1~da1,gē~gē~dā~dā,ge~ge~da~da,咯咯噠噠,咯咯哒哒,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咯,咯,哒,哒,"234,3358","234,3358",NA,NA,2,2,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,各,"2410,8593",18,口,50016563,297,达,"17,6741",3,口,50016563,297,达,"17,6741",3
ge1~ge1~ga1,gē~gē~gā,ge~ge~ga,咯咯嘎,咯咯嘎,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRR,咯,咯,嘎,NA,"234,3358","234,3358",NA,NA,2,2,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,各,"2410,8593",18,口,50016563,297,戛,"41,6346",1,NA,NA,NA,NA,NA,NA
ge1~la1~ge1~la1,gē~lā~gē~lā,ge~la~ge~la,咯啦咯啦,咯啦咯啦,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咯,啦,咯,啦,"234,3358","1029,3136",NA,NA,2,8,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,拉,"1029,3136",1,口,50016563,297,各,"2410,8593",18,口,50016563,297,拉,"1029,3136",1
ge1~han3~ge1~han3,gē~hǎn~gē~hǎn,ge~han~ge~han,咯㘕咯㘕,咯㘕咯㘕,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咯,㘕,咯,㘕,"234,3358",NA,NA,NA,2,NA,NA,NA,口,50016563,297,各,"2410,8593",18,NA,NA,NA,NA,NA,NA,口,50016563,297,各,"2410,8593",18,NA,NA,NA,NA,NA,NA
ge1~ta3~ta3,gē~tǎ~tǎ,ge~ta~ta,咯塔塔,咯塔塔,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咯,塔,塔,NA,"234,3358",107679,NA,NA,2,39,NA,NA,口,50016563,297,各,"2410,8593",18,土,"17088,4346",84,荅,240237,5,土,"17088,4346",84,荅,240237,5,NA,NA,NA,NA,NA,NA
ge1~zha1,gē~zhā,ge~zha,咯喳,咯喳,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RR,咯,喳,NA,NA,"234,3358","2,5037",NA,NA,2,3,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,查,"28,4444",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ge1~zhi1,gē~zhī,ge~zhi,咯吱,咯吱,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RR,咯,吱,NA,NA,"234,3358","5,1951",NA,NA,2,5,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,支,"271,7235",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ge1~zhi1~ge1~zhi1,gē~zhī~gē~zhī,ge~zhi~ge~zhi,咯吱咯吱,咯吱咯吱,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咯,吱,咯,吱,"234,3358","5,1951",NA,NA,2,5,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,支,"271,7235",9,口,50016563,297,各,"2410,8593",18,口,50016563,297,支,"271,7235",9
ge1~zhi1~zhi1,gē~zhī~zhī,ge~zhi~zhi,咯吱吱,咯吱吱,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咯,吱,吱,NA,"234,3358","5,1951",NA,NA,2,5,NA,NA,口,50016563,297,各,"2410,8593",18,口,50016563,297,支,"271,7235",9,口,50016563,297,支,"271,7235",9,NA,NA,NA,NA,NA,NA
ge1~ge1,gē~gē,ge~ge,格格,格格,kaek~kaek,*kˤrak~*kˤrak,NA,NA,NA,SOUND,NA,NA,Wang,BB,格,格,NA,NA,"346,7704","346,7704",NA,NA,46,46,NA,NA,木,"23327,0765",210,各,"2410,8593",18,木,"23327,0765",210,各,"2410,8593",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ge1~la1~ge1~la1,gē~lā~gē~lā,ge~la~ge~la,格拉格拉,格拉格拉,kaek~lop~kaek~lop,*kˤrak~*[r]ˤəp~*kˤrak~*[r]ˤəp,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,格,拉,格,拉,"346,7704","451,9951",NA,NA,46,78,NA,NA,木,"23327,0765",210,各,"2410,8593",18,扌,"19245,0025",233,立,"552,0346",8,木,"23327,0765",210,各,"2410,8593",18,扌,"19245,0025",233,立,"552,0346",8
ge1~la1~la1,gē~lā~lā,ge~la~la,格啦啦,格啦啦,kaek,*kˤrak,NA,NA,NA,SOUND,NA,NA,Wang,ARR,格,啦,啦,NA,"346,7704","1029,3136",NA,NA,46,8,NA,NA,木,"23327,0765",210,各,"2410,8593",18,口,50016563,297,拉,"1029,3136",1,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA
ge1~zhi1~zhi1,gē~zhī~zhī,ge~zhi~zhi,格吱吱,格吱吱,kaek,*kˤrak,NA,NA,NA,SOUND,NA,NA,Wang,ARR,格,吱,吱,NA,"346,7704","5,1951",NA,NA,46,5,NA,NA,木,"23327,0765",210,各,"2410,8593",18,口,50016563,297,支,"271,7235",9,口,50016563,297,支,"271,7235",9,NA,NA,NA,NA,NA,NA
ge1~beng1~beng1,gē~bēng~bēng,ge~beng~beng,圪嘣嘣,圪嘣嘣,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,圪,嘣,嘣,NA,"0,0691","1,7827",NA,NA,1,0,NA,NA,土,"17088,4346",84,乞,"1535,1012",6,口,50016563,297,崩,"12,6173",3,口,50016563,297,崩,"12,6173",3,NA,NA,NA,NA,NA,NA
ge1~cha2~cha2,gē~chá~chá,ge~cha~cha,圪察察,圪察察,NA~tsrheat~tsrheat,NA~*[tsʰ]ˤret~*[tsʰ]ˤret,NA,NA,NA,SOUND,NA,NA,Wang,ARR,圪,察,察,NA,"0,0691","137,3235",NA,NA,1,37,NA,NA,土,"17088,4346",84,乞,"1535,1012",6,宀,"14193,9605",51,祭,"159,4519",2,宀,"14193,9605",51,祭,"159,4519",2,NA,NA,NA,NA,NA,NA
ge1~da1~da1,gē~dā~dā,ge~da~da,圪嗒嗒,圪嗒嗒,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,圪,嗒,嗒,NA,"0,0691",10079,NA,NA,1,3,NA,NA,土,"17088,4346",84,乞,"1535,1012",6,口,50016563,297,荅,240237,5,口,50016563,297,荅,240237,5,NA,NA,NA,NA,NA,NA
ge2~ge2,gé~gé,ge~ge,閣閣,阁阁,kak~kak,*C.kˤak~*C.kˤak,NA,NA,NA,SOUND,NA,NA,Wang,BB,阁,阁,NA,NA,"16,2025","16,2025",NA,NA,7,7,NA,NA,门,"3881,6296",28,各,"2410,8593",18,门,"3881,6296",28,各,"2410,8593",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
geng3~zhi1~geng3~zhi1,gěng~zhī~gěng~zhī,geng~zhi~geng~zhi,哽吱哽吱,哽吱哽吱,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,哽,吱,哽,吱,"1,9605","5,1951",NA,NA,1,5,NA,NA,口,50016563,297,更,81042,3,口,50016563,297,支,"271,7235",9,口,50016563,297,更,81042,3,口,50016563,297,支,"271,7235",9
gou3~ga1,gǒu~gā,gou~ga,𠯜嘎,𠯜嘎,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RR,𠯜,嘎,NA,NA,NA,"41,6346",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,戛,"41,6346",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~a5~ga1~a5,gū~a~gā~a,gu~a~ga~a,咕啊嘎啊,咕啊嘎啊,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,啊,嘎,啊,"12,1284","3242,1679",NA,NA,12,3,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,阿,"3243,2099",3,口,50016563,297,戛,"41,6346",1,口,50016563,297,阿,"3243,2099",3
gu1~a5~gu1~a5,gū~a~gū~a,gu~a~gu~a,咕啊呱啊,咕啊呱啊,NA~NA~ku,NA~NA~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,啊,呱,啊,"12,1284","3242,1679",NA,NA,12,3,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,阿,"3243,2099",3,口,50016563,297,瓜,"167,3136",4,口,50016563,297,阿,"3243,2099",3
gu1~ca1,gū~cā,gu~ca,咕嚓,咕嚓,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RR,咕,嚓,NA,NA,"12,1284","3,5407",NA,NA,12,2,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,察,"125,2494",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~da1~gu1~da1,gū~dā~gū~dā,gu~da~gu~da,咕噠咕噠,咕哒咕哒,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,哒,咕,哒,"12,1284","13,6049",NA,NA,12,1,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,达,"17,6741",3,口,50016563,297,古,"1063,2346",14,口,50016563,297,达,"17,6741",3
gu1~deng1,gū~dēng,gu~deng,咕噔,咕噔,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RR,咕,噔,NA,NA,"12,1284","1,2494",NA,NA,12,0,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,登,"56,2963",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~deng1~gu1~deng1,gū~dēng~gū~dēng,gu~deng~gu~deng,咕噔咕噔,咕噔咕噔,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,噔,咕,噔,"12,1284","1,2494",NA,NA,12,0,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,登,"56,2963",7,口,50016563,297,古,"1063,2346",14,口,50016563,297,登,"56,2963",7
gu1~dong1,gū~dōng,gu~dong,咕冬,咕冬,NA~towng,NA~*tˤuŋ,NA,NA,NA,SOUND,NA,NA,Wang,RR,咕,冬,NA,NA,"12,1284","220,0049",NA,NA,12,37,NA,NA,口,50016563,297,古,"1063,2346",14,冫,"2629,1654",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~dong1~dong1,gū~dōng~dōng,gu~dong~dong,咕冬冬,咕冬冬,NA~towng~towng,NA~*tˤuŋ~*tˤuŋ,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咕,冬,冬,NA,"12,1284","220,0049",NA,NA,12,37,NA,NA,口,50016563,297,古,"1063,2346",14,冫,"2629,1654",21,NA,NA,NA,冫,"2629,1654",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~dong1~gu1~dong1,gū~dōng~gū~dōng,gu~dong~gu~dong,咕冬咕冬,咕冬咕冬,NA~towng~NA~towng,NA~*tˤuŋ~NA~*tˤuŋ,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,冬,咕,冬,"12,1284","220,0049",NA,NA,12,37,NA,NA,口,50016563,297,古,"1063,2346",14,冫,"2629,1654",21,NA,NA,NA,口,50016563,297,古,"1063,2346",14,冫,"2629,1654",21,NA,NA,NA
gu1~lang1~lang1,gū~lāng~lāng,gu~lang~lang,咕啷啷,咕啷啷,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咕,啷,啷,NA,"12,1284","1,2642",NA,NA,12,1,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,郎,"21,0914",4,口,50016563,297,郎,"21,0914",4,NA,NA,NA,NA,NA,NA
gu1~lang1~gu1~lang1,gū~lāng~gū~lāng,gu~lang~gu~lang,咕啷咕啷,咕啷咕啷,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,啷,咕,啷,"12,1284","1,2642",NA,NA,12,1,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,郎,"21,0914",4,口,50016563,297,古,"1063,2346",14,口,50016563,297,郎,"21,0914",4
gu1~gu1,gū~gū,gu~gu,咕咕,咕咕,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,BB,咕,咕,NA,NA,"12,1284","12,1284",NA,NA,12,12,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~gu1~ge1,gū~gū~gē,gu~gu~ge,咕咕咯,咕咕咯,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRR,咕,咕,咯,NA,"12,1284","12,1284",NA,NA,12,12,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14,口,50016563,297,各,"2410,8593",18,NA,NA,NA,NA,NA,NA
gu1~gu1~gu1~gu1,gū~gū~gū~gū,gu~gu~gu~gu,咕咕咕咕,咕咕咕咕,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,BBBB,咕,咕,咕,咕,"12,1284","12,1284",NA,NA,12,12,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14
gu1~gu1~long2~long2,gū~gū~lóng~lóng,gu~gu~long~long,咕咕隆隆,咕咕隆隆,NA~NA~ljuwng~ljuwng,NA~NA~*[r]uŋ~*[r]uŋ,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,咕,隆,隆,"12,1284","12,1284",NA,NA,12,12,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14,阝,12852079,66,NA,NA,NA,阝,12852079,66,NA,NA,NA
gu1~gu1~lu1~lu1,gū~gū~lū~lū,gu~gu~lu~lu,咕咕嚕嚕,咕咕噜噜,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,咕,噜,噜,"12,1284","12,1284",NA,NA,12,12,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,古,"1063,2346",14,口,50016563,297,鲁,"20,6667",3,口,50016563,297,鲁,"20,6667",3
gu1~li1~gu1~dong1,gū~lī~gū~dōng,gu~li~gu~dong,咕哩咕咚,咕哩咕咚,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,哩,咕,咚,"12,1284","21,8074",NA,NA,12,0,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,里,"926,5481",9,口,50016563,297,古,"1063,2346",14,口,50016563,297,冬,"880,3704",3
gu1~long2,gū~lóng,gu~long,咕隆,咕隆,NA~ljuwng,NA~*[r]uŋ,NA,NA,NA,SOUND,NA,NA,Wang,RR,咕,隆,NA,NA,"12,1284","42,0395",NA,NA,12,18,NA,NA,口,50016563,297,古,"1063,2346",14,阝,12852079,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~long2~gu1~long2,gū~lóng~gū~lóng,gu~long~gu~long,咕隆咕隆,咕隆咕隆,NA~ljuwng~NA~ljuwng,NA~*[r]uŋ~NA~*[r]uŋ,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,隆,咕,隆,"12,1284","42,0395",NA,NA,12,18,NA,NA,口,50016563,297,古,"1063,2346",14,阝,12852079,66,NA,NA,NA,口,50016563,297,古,"1063,2346",14,阝,12852079,66,NA,NA,NA
gu1~lu1,gū~lū,gu~lu,咕嚕,咕噜,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RR,咕,噜,NA,NA,"12,1284","16,9086",NA,NA,12,6,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,鲁,"20,6667",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~lu1~gu1~lu1,gū~lū~gū~lū,gu~lu~gu~lu,咕嚕咕嚕,咕噜咕噜,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,噜,咕,噜,"12,1284","16,9086",NA,NA,12,6,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,鲁,"20,6667",3,口,50016563,297,古,"1063,2346",14,口,50016563,297,鲁,"20,6667",3
gu1~lu1~lu1,gū~lū~lū,gu~lu~lu,咕嚕嚕,咕噜噜,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咕,噜,噜,NA,"12,1284","16,9086",NA,NA,12,6,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,鲁,"20,6667",3,口,50016563,297,鲁,"20,6667",3,NA,NA,NA,NA,NA,NA
gu1~lu4~lu4,gū~lù~lù,gu~lu~lu,咕㖨㖨,咕㖨㖨,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咕,㖨,㖨,NA,"12,1284",NA,NA,NA,12,NA,NA,NA,口,50016563,297,古,"1063,2346",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~lu4~lu4,gū~lù~lù,gu~lu~lu,咕碌碌,咕碌碌,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,ARR,咕,碌,碌,NA,"12,1284",43837,NA,NA,12,7,NA,NA,口,50016563,297,古,"1063,2346",14,石,"1850,5235",61,录,"546,4494",5,石,"1850,5235",61,录,"546,4494",5,NA,NA,NA,NA,NA,NA
gu1~wa1~gu1~wa1,gū~wā~gū~wā,gu~wa~gu~wa,咕哇咕哇,咕哇咕哇,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,咕,哇,咕,哇,"12,1284","204,4444",NA,NA,12,5,NA,NA,口,50016563,297,古,"1063,2346",14,口,50016563,297,圭,"976,8938",14,口,50016563,297,古,"1063,2346",14,口,50016563,297,圭,"976,8938",14
gu1~ku3,gū~kǔ,gu~ku,孤苦,孤苦,ku~khuX,*kʷˤa~*kʰˤaʔ,NA,NA,NA,SOUND,NA,NA,Wang,RR,孤,苦,NA,NA,"128,8938","367,7679",NA,NA,30,84,NA,NA,子,"6417,5605",26,瓜,"167,3136",4,艹,"9164,7556",191,古,"1063,2346",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu1~gu1~gu1~gu1,gū~gū~gū~gū,gu~gu~gu~gu,孤咕孤咕,孤咕孤咕,ku~NA~ku,*kʷˤa~NA~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,孤,咕,孤,咕,"128,8938","12,1284",NA,NA,30,12,NA,NA,子,"6417,5605",26,瓜,"167,3136",4,口,50016563,297,古,"1063,2346",14,子,"6417,5605",26,瓜,"167,3136",4,口,50016563,297,古,"1063,2346",14
gu2~du1,gú~dū,gu~du,骨嘟,骨嘟,kwot,*kˤut,NA,NA,NA,SOUND,NA,NA,Wang,RR,骨,嘟,NA,NA,"97,7185","11,0222",NA,NA,105,5,NA,NA,骨,"380,6815",11,NA,NA,NA,口,50016563,297,都,"11,0222",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu2~du1~gu2~du1,gú~dū~gú~dū,gu~du~gu~du,骨嘟骨嘟,骨嘟骨嘟,kwot~NA~kwot,*kˤut~NA~*kˤut,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,骨,嘟,骨,嘟,"97,7185","11,0222",NA,NA,105,5,NA,NA,骨,"380,6815",11,NA,NA,NA,口,50016563,297,都,"11,0222",1,骨,"380,6815",11,NA,NA,NA,口,50016563,297,都,"11,0222",1
gu2~lu3~gu2~lu3,gú~lǔ~gú~lǔ,gu~lu~gu~lu,骨魯骨魯,骨鲁骨鲁,kwot~luX~kwot~luX,*kˤut~*[r]ˤaʔ~*kˤut~*[r]ˤaʔ,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,骨,鲁,骨,鲁,"97,7185","56,7062",NA,NA,105,9,NA,NA,骨,"380,6815",11,NA,NA,NA,鱼,641842,32,NA,NA,NA,骨,"380,6815",11,NA,NA,NA,鱼,641842,32,NA,NA,NA
gu2~lu4~lu4,gú~lù~lù,gu~lu~lu,骨碌碌,骨碌碌,kwot,*kˤut,NA,NA,NA,SOUND,NA,NA,Wang,ARR,骨,碌,碌,NA,"97,7185",43837,NA,NA,105,7,NA,NA,骨,"380,6815",11,NA,NA,NA,石,"1850,5235",61,录,"546,4494",5,石,"1850,5235",61,录,"546,4494",5,NA,NA,NA,NA,NA,NA
gu2~lu4~gu2~lu4,gú~lù~gú~lù,gu~lu~gu~lu,嗗碌嗗碌,嗗碌嗗碌,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,嗗,碌,嗗,碌,NA,43837,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,石,"1850,5235",61,录,"546,4494",5,NA,NA,NA,NA,NA,NA,石,"1850,5235",61,录,"546,4494",5
gu3~gu3,gǔ~gǔ,gu~gu,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,NA,NA,NA,SOUND,NA,NA,Wang,BB,汩,汩,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu3~gu3~gu3,gǔ~gǔ~gǔ,gu~gu~gu,汩汩汩,汩汩汩,kwot~kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,NA,NA,NA,SOUND,NA,NA,Wang,BBB,汩,汩,汩,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gua1,guā,gua,呱,呱,ku,*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,A,呱,NA,NA,NA,"6,6469",NA,NA,NA,5,NA,NA,NA,口,50016563,297,瓜,"167,3136",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gua1~da1~gua1~da1,guā~dā~guā~dā,gua~da~gua~da,呱噠呱噠,呱哒呱哒,ku~NA~ku,*kʷˤa~NA~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,呱,哒,呱,哒,"6,6469","13,6049",NA,NA,5,1,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,达,"17,6741",3,口,50016563,297,瓜,"167,3136",4,口,50016563,297,达,"17,6741",3
gua1~gua1,guā~guā,gua~gua,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,BB,呱,呱,NA,NA,"6,6469","6,6469",NA,NA,5,5,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,瓜,"167,3136",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gua1~gua1~gua1~gua1,guā~guā~guā~guā,gua~gua~gua~gua,呱呱呱呱,呱呱呱呱,ku~ku~ku~ku,*kʷˤa~*kʷˤa~*kʷˤa~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,BBBB,呱,呱,呱,呱,"6,6469","6,6469",NA,NA,5,5,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,瓜,"167,3136",4,口,50016563,297,瓜,"167,3136",4,口,50016563,297,瓜,"167,3136",4
gua1~ji1,guā~jī,gua~ji,呱唧,呱唧,ku,*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RR,呱,唧,NA,NA,"6,6469","6,7901",NA,NA,5,5,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,即,"8,5383",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gua1~ji1~gua1~ji1,guā~jī~guā~jī,gua~ji~gua~ji,呱唧呱唧,呱唧呱唧,ku~NA~ku,*kʷˤa~NA~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,呱,唧,呱,唧,"6,6469","6,7901",NA,NA,5,5,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,即,"8,5383",2,口,50016563,297,瓜,"167,3136",4,口,50016563,297,即,"8,5383",2
gua1~la1~gua1~la1,guā~lā~guā~lā,gua~la~gua~la,呱啦呱啦,呱啦呱啦,ku~NA~ku,*kʷˤa~NA~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,呱,啦,呱,啦,"6,6469","1029,3136",NA,NA,5,8,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,拉,"1029,3136",1,口,50016563,297,瓜,"167,3136",4,口,50016563,297,拉,"1029,3136",1
gua1~la1~la1,guā~lā~lā,gua~la~la,呱啦啦,呱啦啦,ku,*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,ARR,呱,啦,啦,NA,"6,6469","1029,3136",NA,NA,5,8,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,拉,"1029,3136",1,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA
gua1~ya1~gua1~ya1,guā~yā~guā~yā,gua~ya~gua~ya,呱呀呱呀,呱呀呱呀,ku~NA~ku,*kʷˤa~NA~*kʷˤa,NA,NA,NA,SOUND,NA,NA,Wang,RRRR,呱,呀,呱,呀,"6,6469","403,9259",NA,NA,5,5,NA,NA,口,50016563,297,瓜,"167,3136",4,口,50016563,297,牙,"575,3481",7,口,50016563,297,瓜,"167,3136",4,口,50016563,297,牙,"575,3481",7
guang1,guāng,guang,咣,咣,NA,NA,NA,NA,NA,SOUND,NA,NA,Wang,A,咣,NA,NA,NA,"1,0568",NA,NA,NA,1,NA,NA,NA,口,50016563,297,光,37921,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
