traditional,simplified,pinyinnum,morph,morphnew,morphnewer,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
吱哩哇啦,吱哩哇啦,zhi1~li1~wa1~la5,,,RRRR,吱,哩,哇,啦,"5,1951","21,8074",,,5,0,,
吱哩喳啦,吱哩喳啦,zhi1~li1~zha1~la5,,,RRRR,吱,哩,喳,啦,"5,1951","21,8074",,,5,0,,
吱嘎吱嘎,吱嘎吱嘎,zi1~ga1~zi1~ga1,,,RRRR,吱,嘎,吱,嘎,"5,1951","41,6346",,,5,2,,
吱嘎吱嘎,吱嘎吱嘎,zhi1~ga1~zhi1~ga1,,,RRRR,吱,嘎,吱,嘎,"5,1951","41,6346",,,5,2,,
吱扭吱扭,吱扭吱扭,zhi1~niu3~zhi1~niu3,,,RRRR,吱,扭,吱,扭,"5,1951","32,5877",,,5,12,,
吵吵囔囔,吵吵囔囔,chao3~chao3~nang1~nang1,,,RRRR,吵,吵,囔,囔,"121,9654","121,9654",,,6,6,,
吸溜吸溜,吸溜吸溜,xi1~liu1~xi1~liu1,,,RRRR,吸,溜,吸,溜,"163,3975",34558,,,31,22,,
吸里忽剌,吸里忽剌,xi1~li3~hu1~la1,,,RRRR,吸,里,忽,剌,"163,3975",2571442,,,31,135,,FALSE
吾哩哇啦,吾哩哇啦,wu2~li1~wa1~la5,,,RRRR,吾,哩,哇,啦,"55,1753","21,8074",,,8,0,,
嗚呀嗚呀,呜呀呜呀,wu1~ya1~wu1~ya1,,,RRRR,呜,呀,呜,呀,"51,2543","403,9259",,,3,5,,
嗚嗚呀呀,呜呜呀呀,wu1~wu1~ya1~ya1,,,RRRR,呜,呜,呀,呀,"51,2543","51,2543",,,3,3,,
嗚嗚咽咽,呜呜咽咽,wu1~wu1~yan1~yan1,,,RRRR,呜,呜,咽,咽,"51,2543","51,2543",,,3,3,,
嗚嗚咽咽,呜呜咽咽,wu1~wu1~ye4~ye4,,,RRRR,呜,呜,咽,咽,"51,2543","51,2543",,,3,3,,
嗚嗚哇哇,呜呜哇哇,wu1~wu1~wa1~wa1,,,RRRR,呜,呜,哇,哇,"51,2543","51,2543",,,3,3,,
嗚嗚哐當,呜呜哐当,wu1~wu1~kuang1~dang1,,,RRRR,呜,呜,哐,当,"51,2543","51,2543",,,3,3,TRUE,
嗚嗚啕啕,呜呜啕啕,wu1~wu1~tao2~tao2,,,RRRR,呜,呜,啕,啕,"51,2543","51,2543",,,3,3,,
嗚嗚囔囔,呜呜囔囔,wu1~wu1~nang1~nang1,,,RRRR,呜,呜,囔,囔,"51,2543","51,2543",,,3,3,,
嗚哇嗚哇,呜哇呜哇,wu1~wa1~wu1~wa1,,,RRRR,呜,哇,呜,哇,"51,2543","204,4444",,,3,5,,
嗚哈嗚哈,呜哈呜哈,wu1~ha1~wu1~ha1,,,RRRR,呜,哈,呜,哈,"51,2543","925,0864",,,3,28,,
嗚哩嗚啦,呜哩呜啦,wu1~li1~wu1~la5,,,RRRR,呜,哩,呜,啦,"51,2543","21,8074",,,3,0,,
嗚嚕嗚嚕,呜噜呜噜,wu1~lu1~wu1~lu1,,,RRRR,呜,噜,呜,噜,"51,2543","16,9086",,,3,6,,
嗚隆嗚隆,呜隆呜隆,wu1~long2~wu1~long2,,,RRRR,呜,隆,呜,隆,"51,2543","42,0395",,,3,18,,
呢呢喃喃,呢呢喃喃,ni2~ni2~nan2~nan2,,,RRRR,呢,呢,喃,喃,"1118,9432","1118,9432",,,7,7,,
呦呦詵詵,呦呦诜诜,you1~you1~shen1~shen1,,,RRRR,呦,呦,诜,诜,"22,8148","22,8148",,,0,0,,
呯嗵呯嗵,呯嗵呯嗵,peng1~tong1~peng1~tong1,,,RRRR,呯,嗵,呯,嗵,"0,4148",,,,0,,FALSE,
呱呀呱呀,呱呀呱呀,gua1~ya1~gua1~ya1,,,RRRR,呱,呀,呱,呀,"6,6469","403,9259",,,5,5,,
呱噠呱噠,呱哒呱哒,gua1~da1~gua1~da1,,,RRRR,呱,哒,呱,哒,"6,6469","13,6049",,,5,1,,TRUE
呱唧呱唧,呱唧呱唧,gua1~ji1~gua1~ji1,,,RRRR,呱,唧,呱,唧,"6,6469","6,7901",,,5,5,,
呱唧呱唧,呱唧呱唧,gu1~ji1~gu1~ji1,,,RRRR,呱,唧,呱,唧,"6,6469","6,7901",,,5,5,,
呱唧呱啦,呱唧呱啦,gu1~ji1~gu1~la5,,,RRRR,呱,唧,呱,啦,"6,6469","6,7901",,,5,5,,
呱啦呱啦,呱啦呱啦,gua1~la1~gua1~la1,,,RRRR,呱,啦,呱,啦,"6,6469","1029,3136",,,5,8,,
呱啦呱啦,呱啦呱啦,gu1~la5~gu1~la5,,,RRRR,呱,啦,呱,啦,"6,6469","1029,3136",,,5,8,,
呱嗒呱嗒,呱嗒呱嗒,gua1~da1~gua1~da1,,,RRRR,呱,嗒,呱,嗒,"6,6469",10079,,,5,3,,
呱嗒呱嗒,呱嗒呱嗒,gu1~ta4~gu1~ta4,,,RRRR,呱,嗒,呱,嗒,"6,6469",10079,,,5,3,,
呲呲啦啦,呲呲啦啦,zi1~zi1~la5~la5,,,RRRR,呲,呲,啦,啦,"2,0247","2,0247",,,0,0,,
呲啦呲啦,呲啦呲啦,zi1~la5~zi1~la5,,,RRRR,呲,啦,呲,啦,"2,0247","1029,3136",,,0,8,FALSE,
呼吃呼吃,呼吃呼吃,hu1~chi1~hu1~chi1,,,RRRR,呼,吃,呼,吃,"194,2815","1526,8444",,,46,43,,
呼呼哧哧,呼呼哧哧,hu1~hu1~chi1~chi1,,,RRRR,呼,呼,哧,哧,"194,2815","194,2815",,,46,46,,
呼呼嚕嚕,呼呼噜噜,hu1~hu1~lu1~lu1,,,RRRR,呼,呼,噜,噜,"194,2815","194,2815",,,46,46,,
呼呼淅淅,呼呼淅淅,hu1~hu1~xi1~xi1,,,RRRR,呼,呼,淅,淅,"194,2815","194,2815",,,46,46,,
呼哧呼哧,呼哧呼哧,hu1~chi1~hu1~chi1,,,RRRR,呼,哧,呼,哧,"194,2815","1,7086",,,46,3,,
呼哩呼嚕,呼哩呼噜,hu1~li1~hu1~lu1,,,RRRR,呼,哩,呼,噜,"194,2815","21,8074",,,46,0,,
呼啦呼啦,呼啦呼啦,hu1~la1~hu1~la1,,,RRRR,呼,啦,呼,啦,"194,2815","1029,3136",,,46,8,,
呼嗤呼嗤,呼嗤呼嗤,hu1~chi1~hu1~chi1,,,RRRR,呼,嗤,呼,嗤,"194,2815","1,0321",,,46,2,,
呼嚕呼嚕,呼噜呼噜,hu1~lu1~hu1~lu1,,,RRRR,呼,噜,呼,噜,"194,2815","16,9086",,,46,6,,
呼拉呼拉,呼拉呼拉,hu1~la1~hu1~la1,,,RRRR,呼,拉,呼,拉,"194,2815","451,9951",,,46,78,,
呼碌呼碌,呼碌呼碌,hu1~lu4~hu1~lu4,,,RRRR,呼,碌,呼,碌,"194,2815",43837,,,46,7,,
呼隆呼隆,呼隆呼隆,hu1~long2~hu1~long2,,,RRRR,呼,隆,呼,隆,"194,2815","42,0395",,,46,18,,
咇咇剝剝,咇咇剥剥,bi4~bi4~bo1~bo1,,,RRRR,咇,咇,剥,剥,,,,,,,,
咈咈哧哧,咈咈哧哧,fu2~fu2~chi1~chi1,,,RRRR,咈,咈,哧,哧,,,,,,,,
咈哧咈哧,咈哧咈哧,fu2~chi1~fu2~chi1,,,RRRR,咈,哧,咈,哧,,"1,7086",,,,3,,
咋咋呼呼,咋咋呼呼,zha4~zha4~hu1~hu1,,,RRRR,咋,咋,呼,呼,"75,8963","75,8963",,,2,2,,
咋咋唬唬,咋咋唬唬,zha4~zha4~hu3~hu3,,,RRRR,咋,咋,唬,唬,"75,8963","75,8963",,,2,2,,
咔咔嚓嚓,咔咔嚓嚓,ka1~ka1~ca1~ca1,,,RRRR,咔,咔,嚓,嚓,"29,9012","29,9012",,,1,1,,
咔啦咔啦,咔啦咔啦,ka1~la1~ka1~la1,,,RRRR,咔,啦,咔,啦,"29,9012","1029,3136",,,1,8,TRUE,
咔噔咔噔,咔噔咔噔,ka1~deng1~ka1~deng1,,,RRRR,咔,噔,咔,噔,"29,9012","1,2494",,,1,0,TRUE,FALSE
咕冬咕冬,咕冬咕冬,gu1~dong1~gu1~dong1,,,RRRR,咕,冬,咕,冬,"12,1284","220,0049",,,12,37,,
咕嘰咕嘰,咕叽咕叽,gu1~ji1~gu1~ji1,,,RRRR,咕,叽,咕,叽,"12,1284",5758,,,12,5,,
咕吐咕吐,咕吐咕吐,gu1~tu3~gu1~tu3,,,RRRR,咕,吐,咕,吐,"12,1284","98,8889",,,12,17,,
咕吱咕吱,咕吱咕吱,gu1~zhi1~gu1~zhi1,,,RRRR,咕,吱,咕,吱,"12,1284","5,1951",,,12,5,,
咕咕吃吃,咕咕吃吃,gu1~gu1~chi1~chi1,,,RRRR,咕,咕,吃,吃,"12,1284","12,1284",,,12,12,,
咕咕呱呱,咕咕呱呱,gu1~gu1~gu1~gu1,,,RRRR,咕,咕,呱,呱,"12,1284","12,1284",,,12,12,,
咕咕咚咚,咕咕咚咚,gu1~gu1~dong1~dong1,,,RRRR,咕,咕,咚,咚,"12,1284","12,1284",,,12,12,,
咕咕噥噥,咕咕哝哝,gu1~gu1~nong2~nong2,,,RRRR,咕,咕,哝,哝,"12,1284","12,1284",,,12,12,,
咕咕唧唧,咕咕唧唧,gu1~gu1~ji1~ji1,,,RRRR,咕,咕,唧,唧,"12,1284","12,1284",,,12,12,,
咕咕嚕嚕,咕咕噜噜,gu1~gu1~lu1~lu1,,,RRRR,咕,咕,噜,噜,"12,1284","12,1284",,,12,12,,
咕咕隆隆,咕咕隆隆,gu1~gu1~long2~long2,,,RRRR,咕,咕,隆,隆,"12,1284","12,1284",,,12,12,,
咕咚咕咚,咕咚咕咚,gu1~dong1~gu1~dong1,,,RRRR,咕,咚,咕,咚,"12,1284",4963,,,12,4,,
咕哇咕哇,咕哇咕哇,gu1~wa1~gu1~wa1,,,RRRR,咕,哇,咕,哇,"12,1284","204,4444",,,12,5,,
咕噠咕噠,咕哒咕哒,gu1~da1~gu1~da1,,,RRRR,咕,哒,咕,哒,"12,1284","13,6049",,,12,1,,TRUE
咕哩咕咚,咕哩咕咚,gu1~li1~gu1~dong1,,,RRRR,咕,哩,咕,咚,"12,1284","21,8074",,,12,0,,
咕唧咕唧,咕唧咕唧,gu1~ji1~gu1~ji1,,,RRRR,咕,唧,咕,唧,"12,1284","6,7901",,,12,5,,
咕啊呱啊,咕啊呱啊,gu1~a5~gu1~a5,,,RRRR,咕,啊,呱,啊,"12,1284","3242,1679",,,12,3,,
咕啊嘎啊,咕啊嘎啊,gu1~a5~ga1~a5,,,RRRR,咕,啊,嘎,啊,"12,1284","3242,1679",,,12,3,,
咕啷咕啷,咕啷咕啷,gu1~lang1~gu1~lang1,,,RRRR,咕,啷,咕,啷,"12,1284","1,2642",,,12,1,,TRUE
咕嘍咕嘍,咕喽咕喽,gu1~lou5~gu1~lou5,,,RRRR,咕,喽,咕,喽,"12,1284","77,6494",,,12,1,,TRUE
咕嗒咕嗒,咕嗒咕嗒,gu1~ta4~gu1~ta4,,,RRRR,咕,嗒,咕,嗒,"12,1284",10079,,,12,3,,
咕嘟咕嘟,咕嘟咕嘟,gu1~du1~gu1~du1,,,RRRR,咕,嘟,咕,嘟,"12,1284","11,0222",,,12,5,,
咕噔咕噔,咕噔咕噔,gu1~deng1~gu1~deng1,,,RRRR,咕,噔,咕,噔,"12,1284","1,2494",,,12,0,,FALSE
咕嚕咕嚕,咕噜咕噜,gu1~lu1~gu1~lu1,,,RRRR,咕,噜,咕,噜,"12,1284","16,9086",,,12,6,,
咕里呱啦,咕里呱啦,gu1~li3~gu1~la5,,,RRRR,咕,里,呱,啦,"12,1284",2571442,,,12,135,,
咕隆咕隆,咕隆咕隆,gu1~long2~gu1~long2,,,RRRR,咕,隆,咕,隆,"12,1284","42,0395",,,12,18,,
咕隆鼓隆,咕隆鼓隆,gu1~long2~gu3~long2,,,RRRR,咕,隆,鼓,隆,"12,1284","42,0395",,,12,18,,
咚咚鏘鏘,咚咚锵锵,dong1~dong1~qiang1~qiang1,,,RRRR,咚,咚,锵,锵,4963,4963,,,4,4,,
咚當咚當,咚当咚当,dong1~dang1~dong1~dang1,,,RRRR,咚,当,咚,当,4963,"1142,9679",,,4,108,,
咣咣當當,咣咣当当,guang1~guang1~dang1~dang1,,,RRRR,咣,咣,当,当,"1,0568","1,0568",,,1,1,,
咣噹咣噹,咣噹咣噹,guang1~dang1~guang1~dang1,,,RRRR,咣,噹,咣,噹,"1,0568",,,,1,,TRUE,
咣當咣當,咣当咣当,guang1~dang1~guang1~dang1,,,RRRR,咣,当,咣,当,"1,0568","1142,9679",,,1,108,TRUE,
咦咦嗡嗡,咦咦嗡嗡,yi2~yi2~weng1~weng1,,,RRRR,咦,咦,嗡,嗡,5763,5763,,,0,0,TRUE,TRUE
咪嗚咪嗚,咪呜咪呜,mi1~wu1~mi1~wu1,,,RRRR,咪,呜,咪,呜,"58,8741","51,2543",,,2,3,,
咭吱咯吱,咭吱咯吱,ji1~zhi1~ge1~zhi1,,,RRRR,咭,吱,咯,吱,,"5,1951",,,,5,,
咭咭刮刮,咭咭刮刮,ji1~ji1~gua1~gua1,,,RRRR,咭,咭,刮,刮,,,,,,,,
咭咭吱吱,咭咭吱吱,ji2~ji2~zhi1~zhi1,,,RRRR,咭,咭,吱,吱,,,,,,,,
咭咭呱呱,咭咭呱呱,ji2~ji2~gu1~gu1,,,RRRR,咭,咭,呱,呱,,,,,,,,
咭咭呱呱,咭咭呱呱,ji1~ji1~gu1~gu1,,,RRRR,咭,咭,呱,呱,,,,,,,,
咭咭呷呷,咭咭呷呷,ji2~ji2~xia1~xia1,,,RRRR,咭,咭,呷,呷,,,,,,,FALSE,FALSE
咭咭咕咕,咭咭咕咕,ji1~ji1~gu1~gu1,,,RRRR,咭,咭,咕,咕,,,,,,,,
咭咭咯咯,咭咭咯咯,ji1~ji1~ge1~ge1,,,RRRR,咭,咭,咯,咯,,,,,,,,
咭咭嘎嘎,咭咭嘎嘎,ji2~ji2~ga1~ga1,,,RRRR,咭,咭,嘎,嘎,,,,,,,,
咭咭巴巴,咭咭巴巴,ji1~ji1~ba1~ba1,,,RRRR,咭,咭,巴,巴,,,,,,,,
咭唎呱囉,咭唎呱囉,ji1~li4~gu1~luo1,,,RRRR,咭,唎,呱,囉,,,,,,,,
咭嘎咭嘎,咭嘎咭嘎,ji1~ga1~ji1~ga1,,,RRRR,咭,嘎,咭,嘎,,"41,6346",,,,2,,
咭里咕嚕,咭里咕噜,ji1~li3~gu1~lu1,,,RRRR,咭,里,咕,噜,,2571442,,,,135,,
咭里咣啷,咭里咣啷,ji1~li3~guang1~lang1,,,RRRR,咭,里,咣,啷,,2571442,,,,135,TRUE,TRUE
咭里扎啦,咭里扎啦,ji1~li3~zha1~la5,,,RRRR,咭,里,扎,啦,,2571442,,,,135,,
咯叭咯叭,咯叭咯叭,ge1~ba1~ge1~ba1,,,RRRR,咯,叭,咯,叭,"234,3358","7,4321",,,2,6,,
咯吱咯吱,咯吱咯吱,ge1~zhi1~ge1~zhi1,,,RRRR,咯,吱,咯,吱,"234,3358","5,1951",,,2,5,,
咯咚咯咚,咯咚咯咚,ge1~dong1~ge1~dong1,,,RRRR,咯,咚,咯,咚,"234,3358",4963,,,2,4,,
咯咯噠噠,咯咯哒哒,ge1~ge1~da1~da1,,,RRRR,咯,咯,哒,哒,"234,3358","234,3358",,,2,2,TRUE,TRUE
咯咯嗒嗒,咯咯嗒嗒,ge1~ge1~da1~da1,,,RRRR,咯,咯,嗒,嗒,"234,3358","234,3358",,,2,2,,
咯咯噔噔,咯咯噔噔,ge1~ge1~deng1~deng1,,,RRRR,咯,咯,噔,噔,"234,3358","234,3358",,,2,2,FALSE,FALSE
咯咯羅羅,咯咯罗罗,ge1~ge1~luo2~luo2,,,RRRR,咯,咯,罗,罗,"234,3358","234,3358",,,2,2,,
咯啦咯啦,咯啦咯啦,ge1~la1~ge1~la1,,,RRRR,咯,啦,咯,啦,"234,3358","1029,3136",,,2,8,,
咯嘣咯嘣,咯嘣咯嘣,ge1~beng1~ge1~beng1,,,RRRR,咯,嘣,咯,嘣,"234,3358","1,7827",,,2,0,,FALSE
咯噔咯噔,咯噔咯噔,ge1~deng1~ge1~deng1,,,RRRR,咯,噔,咯,噔,"234,3358","1,2494",,,2,0,,FALSE
咯㘕咯㘕,咯㘕咯㘕,ge1~han3~ge1~han3,,,RRRR,咯,㘕,咯,㘕,"234,3358",,,,2,,,
咯當咯當,咯当咯当,ge1~dang1~ge1~dang1,,,RRRR,咯,当,咯,当,"234,3358","1142,9679",,,2,108,,
咯碌咯碌,咯碌咯碌,ge1~lu4~ge1~lu4,,,RRRR,咯,碌,咯,碌,"234,3358",43837,,,2,7,,
咿呀咿呀,咿呀咿呀,yi1~ya1~yi1~ya1,,,RRRR,咿,呀,咿,呀,"2,3852","403,9259",,,1,5,TRUE,
咿嚦嗚剌,咿呖呜剌,yi1~li1~wu1~lu2,,,RRRR,咿,呖,呜,剌,"2,3852",,,,1,,,FALSE
咿咿呀呀,咿咿呀呀,yi1~yi1~ya1~ya1,,,RRRR,咿,咿,呀,呀,"2,3852","2,3852",,,1,1,,
咿咿啞啞,咿咿哑哑,yi1~yi1~ya1~ya1,,,RRRR,咿,咿,哑,哑,"2,3852","2,3852",,,1,1,,
咿咿啞啞,咿咿哑哑,yi1~yi1~ya3~ya3,,,RRRR,咿,咿,哑,哑,"2,3852","2,3852",,,1,1,,
咿咿唔唔,咿咿唔唔,yi1~yi1~wu2~wu2,,,RRRR,咿,咿,唔,唔,"2,3852","2,3852",,,1,1,FALSE,FALSE
咿咿宛宛,咿咿宛宛,yi1~yi1~wan3~wan3,,,RRRR,咿,咿,宛,宛,"2,3852","2,3852",,,1,1,,
咿啞咿啞,咿哑咿哑,yi1~ya1~yi1~ya1,,,RRRR,咿,哑,咿,哑,"2,3852","13,4716",,,1,13,TRUE,
哇嗚哇嗚,哇呜哇呜,wa1~wu1~wa1~wu1,,,RRRR,哇,呜,哇,呜,"204,4444","51,2543",,,5,3,,
哇哩哇啦,哇哩哇啦,wa1~li1~wa1~la1,,,RRRR,哇,哩,哇,啦,"204,4444","21,8074",,,5,0,,
哇哩哇啦,哇哩哇啦,wa1~li1~wa1~la5,,,RRRR,哇,哩,哇,啦,"204,4444","21,8074",,,5,0,,
哇啦哇啦,哇啦哇啦,wa1~la1~wa1~la1,,,RRRR,哇,啦,哇,啦,"204,4444","1029,3136",,,5,8,,
哇啦哇啦,哇啦哇啦,wa1~la5~wa1~la5,,,RRRR,哇,啦,哇,啦,"204,4444","1029,3136",,,5,8,,
哇喇哇喇,哇喇哇喇,wa1~la1~wa1~la1,,,RRRR,哇,喇,哇,喇,"204,4444","34,0198",,,5,7,,
哈哧哈哧,哈哧哈哧,ha1~chi1~ha1~chi1,,,RRRR,哈,哧,哈,哧,"925,0864","1,7086",,,28,3,,
哐哐當當,哐哐当当,kuang1~kuang1~dang1~dang1,,,RRRR,哐,哐,当,当,642,642,,,1,1,,
哐哧哐哧,哐哧哐哧,kuang1~chi1~kuang1~chi1,,,RRRR,哐,哧,哐,哧,642,"1,7086",,,1,3,TRUE,
哐哩哐當,哐哩哐当,kuang1~li1~kuang1~dang1,,,RRRR,哐,哩,哐,当,642,"21,8074",,,1,0,TRUE,
哐噹哐噹,哐噹哐噹,kuang1~dang1~kuang1~dang1,,,RRRR,哐,噹,哐,噹,642,,,,1,,TRUE,
哐當哐當,哐当哐当,kuang1~dang1~kuang1~dang1,,,RRRR,哐,当,哐,当,642,"1142,9679",,,1,108,TRUE,
嗶嗶剝剝,哔哔剥剥,bi4~bi4~bo1~bo1,,,RRRR,哔,哔,剥,剥,"2,0494","2,0494",,,0,0,,
嗶嗶卟卟,哔哔卟卟,bi4~bi4~bu3~bu3,,,RRRR,哔,哔,卟,卟,"2,0494","2,0494",,,0,0,,
嗶嗶𠺣𠺣,哔哔𠺣𠺣,bi4~bi4~bo1~bo1,,,RRRR,哔,哔,𠺣,𠺣,"2,0494","2,0494",,,0,0,,
嗶哩啪啦,哔哩啪啦,bi4~li1~pa1~la5,,,RRRR,哔,哩,啪,啦,"2,0494","21,8074",,,0,0,,
嗶𠺣嗶𠺣,哔𠺣哔𠺣,bi4~bo1~bi4~bo1,,,RRRR,哔,𠺣,哔,𠺣,"2,0494",,,,0,,FALSE,
嗶里嗶里,哔里哔里,bi4~li3~bi4~li3,,,RRRR,哔,里,哔,里,"2,0494",2571442,,,0,135,FALSE,
嘩嘩剝剝,哗哗剥剥,hua1~hua1~bo1~bo1,,,RRRR,哗,哗,剥,剥,"11,0617","11,0617",,,8,8,,
嘩嘩啦啦,哗哗啦啦,hua1~hua1~la1~la1,,,RRRR,哗,哗,啦,啦,"11,0617","11,0617",,,8,8,,
嘩嘩拉拉,哗哗拉拉,hua1~hua1~la1~la1,,,RRRR,哗,哗,拉,拉,"11,0617","11,0617",,,8,8,,
嘩哩咣啷,哗哩咣啷,hua1~li1~guang1~lang1,,,RRRR,哗,哩,咣,啷,"11,0617","21,8074",,,8,0,TRUE,TRUE
嘩哩嘩啦,哗哩哗啦,hua1~li1~hua1~la1,,,RRRR,哗,哩,哗,啦,"11,0617","21,8074",,,8,0,,
嘩哩嘩啷,哗哩哗啷,hua1~li1~hua1~lang1,,,RRRR,哗,哩,哗,啷,"11,0617","21,8074",,,8,0,,TRUE
嘩啦嘩啦,哗啦哗啦,hua1~la1~hua1~la1,,,RRRR,哗,啦,哗,啦,"11,0617","1029,3136",,,8,8,,
嘩啦嘩啦,哗啦哗啦,hua1~la5~hua1~la5,,,RRRR,哗,啦,哗,啦,"11,0617","1029,3136",,,8,8,,
嘩啷嘩啷,哗啷哗啷,hua1~lang1~hua1~lang1,,,RRRR,哗,啷,哗,啷,"11,0617","1,2642",,,8,1,,TRUE
嘩喇嘩喇,哗喇哗喇,hua1~la1~hua1~la1,,,RRRR,哗,喇,哗,喇,"11,0617","34,0198",,,8,7,,
嚌嚌嘈嘈,哜哜嘈嘈,ji4~ji4~cao2~cao2,,,RRRR,哜,哜,嘈,嘈,,,,,,,TRUE,TRUE
哦嘎哦嘎,哦嘎哦嘎,e2~ga1~e2~ga1,,,RRRR,哦,嘎,哦,嘎,"968,9531","41,6346",,,0,2,FALSE,
哧哧哈哈,哧哧哈哈,chi1~chi1~ha1~ha1,,,RRRR,哧,哧,哈,哈,"1,7086","1,7086",,,3,3,,
哧哧溜溜,哧哧溜溜,chi1~chi1~liu1~liu1,,,RRRR,哧,哧,溜,溜,"1,7086","1,7086",,,3,3,,
哧唿哧唿,哧唿哧唿,chi1~hu1~chi1~hu1,,,RRRR,哧,唿,哧,唿,"1,7086",,,,3,,,
哧啦哧啦,哧啦哧啦,chi1~la1~chi1~la1,,,RRRR,哧,啦,哧,啦,"1,7086","1029,3136",,,3,8,,
哧溜哧溜,哧溜哧溜,chi1~liu1~chi1~liu1,,,RRRR,哧,溜,哧,溜,"1,7086",34558,,,3,22,,
哩哩啦啦,哩哩啦啦,li1~li1~la5~la5,,,RRRR,哩,哩,啦,啦,"21,8074","21,8074",,,0,0,,
哩哩嚕嚕,哩哩噜噜,li1~li1~lu1~lu1,,,RRRR,哩,哩,噜,噜,"21,8074","21,8074",,,0,0,,
哩哩囉嗦,哩哩囉嗦,li1~li1~luo1~suo1,,,RRRR,哩,哩,囉,嗦,"21,8074","21,8074",,,0,0,,
哩哩羅羅,哩哩罗罗,li1~li1~luo2~luo2,,,RRRR,哩,哩,罗,罗,"21,8074","21,8074",,,0,0,,
哼哧哼哧,哼哧哼哧,heng1~chi1~heng1~chi1,,,RRRR,哼,哧,哼,哧,"43,9802","1,7086",,,5,3,,
哼哼呵呵,哼哼呵呵,heng1~heng1~he1~he1,,,RRRR,哼,哼,呵,呵,"43,9802","43,9802",,,5,5,,
哼哼哈哈,哼哼哈哈,heng1~heng1~ha1~ha1,,,RRRR,哼,哼,哈,哈,"43,9802","43,9802",,,5,5,,
哼哼哧哧,哼哼哧哧,heng1~heng1~chi1~chi1,,,RRRR,哼,哼,哧,哧,"43,9802","43,9802",,,5,5,,
哼哼唧唧,哼哼唧唧,heng1~heng1~ji1~ji1,,,RRRR,哼,哼,唧,唧,"43,9802","43,9802",,,5,5,,
哼哼啊啊,哼哼啊啊,heng1~heng1~a5~a5,,,RRRR,哼,哼,啊,啊,"43,9802","43,9802",,,5,5,,
哼嗐哼嗐,哼嗐哼嗐,heng1~hai4~heng1~hai4,,,RRRR,哼,嗐,哼,嗐,"43,9802","0,0296",,,5,0,,FALSE
哼阿哼阿,哼阿哼阿,heng1~a1~heng1~a1,,,RRRR,哼,阿,哼,阿,"43,9802","412,3012",,,5,23,,
哽吱哽吱,哽吱哽吱,geng3~zhi1~geng3~zhi1,,,RRRR,哽,吱,哽,吱,"1,9605","5,1951",,,1,5,TRUE,
哽哽咽咽,哽哽咽咽,geng3~geng3~ye4~ye4,,,RRRR,哽,哽,咽,咽,"1,9605","1,9605",,,1,1,,
唏哩嘩啦,唏哩哗啦,xi1~li1~hua1~la1,,,RRRR,唏,哩,哗,啦,2558,"21,8074",,,1,0,,
唏哩嘩啦,唏哩哗啦,xi1~li1~hua1~la5,,,RRRR,唏,哩,哗,啦,2558,"21,8074",,,1,0,,
唏哩嘩啷,唏哩哗啷,xi1~li1~hua1~lang1,,,RRRR,唏,哩,哗,啷,2558,"21,8074",,,1,0,,TRUE
唏唎嘩喇,唏唎哗喇,xi1~li4~hua1~la1,,,RRRR,唏,唎,哗,喇,2558,,,,1,,,
唏唏呼呼,唏唏呼呼,xi1~xi1~hu1~hu1,,,RRRR,唏,唏,呼,呼,2558,2558,,,1,1,,
唏唏哈哈,唏唏哈哈,xi1~xi1~ha1~ha1,,,RRRR,唏,唏,哈,哈,2558,2558,,,1,1,,
唏唏噓噓,唏唏嘘嘘,xi1~xi1~xu1~xu1,,,RRRR,唏,唏,嘘,嘘,2558,2558,,,1,1,,
唏啷嘩啷,唏啷哗啷,xi1~lang1~hua1~lang1,,,RRRR,唏,啷,哗,啷,2558,"1,2642",,,1,1,,TRUE
唏𠺕嘩喇,唏𠺕哗喇,xi1~ling2~xi1~liu2,,,RRRR,唏,𠺕,哗,喇,2558,,,,1,,,
唔唔呀呀,唔唔呀呀,wu2~wu2~ya1~ya1,,,RRRR,唔,唔,呀,呀,"239,4519","239,4519",,,0,0,,
唔理哇啦,唔理哇啦,wu2~li3~wa1~la5,,,RRRR,唔,理,哇,啦,"239,4519","784,5877",,,0,180,,
嘮嘮叨叨,唠唠叨叨,lao2~lao2~tao1~tao1,,,RRRR,唠,唠,叨,叨,"12,7852","12,7852",,,2,2,,
唧叮咕咚,唧叮咕咚,ji1~ding1~gu1~dong1,,,RRRR,唧,叮,咕,咚,"6,7901","14,0988",,,5,5,,
唧吱咯吱,唧吱咯吱,ji1~zhi1~ge1~zhi1,,,RRRR,唧,吱,咯,吱,"6,7901","5,1951",,,5,5,,
唧咕唧咕,唧咕唧咕,ji1~gu1~ji1~gu1,,,RRRR,唧,咕,唧,咕,"6,7901","12,1284",,,5,12,,
唧咚咕咚,唧咚咕咚,ji1~dong1~gu1~dong1,,,RRRR,唧,咚,咕,咚,"6,7901",4963,,,5,4,,
唧唧吱吱,唧唧吱吱,ji1~ji1~zhi1~zhi1,,,RRRR,唧,唧,吱,吱,"6,7901","6,7901",,,5,5,,
唧唧呱呱,唧唧呱呱,ji1~ji1~gu1~gu1,,,RRRR,唧,唧,呱,呱,"6,7901","6,7901",,,5,5,,
